name,address,openPrice,normalizedEPS,peratio,new PE ratio,netincome,operating_margin,net_profit_margin,aquirer multiple,normalized aquirer multiple,cash,assets,roe,new roe,roa,new roa,price/Sales,price/CF,long term debt/equity,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,compare
Nordic,https://www2.sgx.com/securities/equities/MR7,0.305,0.03,10.582546875,10.166666666666666,11330000.0,13.259,12.353,0.08744308096009878,3.487983230361871,39230000.0,151860000.0,14.371,0.059782608695652176,7.472,0.07460819175556434,1.2681923828125,8.653421875000001,7180000.0,7.105,13.561,-0.41588020833333417
Hong Lai Huat,https://www2.sgx.com/securities/equities/CTO,0.21,0.04,5.984588235294118,5.25,7940000.0,17.887,22.843,0.23121723937099592,0.9082367758186398,26330000.0,160140000.0,5.998,0.037840156317018536,4.92,0.04958161608592482,1.1258131487889271,4.121764705882352,1590000.0,36.35,0.0,-0.734588235294118
Spura Finance,https://www2.sgx.com/securities/equities/S23,0.895,0.05,18.799811827956987,17.9,7720000.0,42.191,36.228,0.07441681125891653,12.026852331606218,0.0,996930000.0,3.018,0.0,0.745,0.00774377338428977,6.5543460804717295,17.07044086021505,0.0,0.0,0.0,-0.899811827956988
Boustead Proj,https://www2.sgx.com/securities/equities/AVM,0.94,0.09,9.596042780748661,10.444444444444445,30670000.0,19.416,12.356,0.11872870857850727,7.917208999021845,111390000.0,435650000.0,12.314,0.05889695433421669,6.362,0.0704005509009526,1.2179221596270977,8.065903743315506,26800000.0,-4.698,-13.988,0.8484016636957836
ValueMax,https://www2.sgx.com/securities/equities/T6I,0.285,0.04,7.3655593220338975,7.124999999999999,20290000.0,11.307,9.977,0.04816502872335375,5.917156234598323,10200000.0,493360000.0,10.904,0.08560459032992998,4.549,0.04112615534295443,0.6916141913243321,6.562728813559322,31980000.0,-14.884,10.386,-0.2405593220338984
Union Gas,https://www2.sgx.com/securities/equities/1F2,0.245,0.03,8.282884615384614,8.166666666666666,6420000.0,13.564,11.398,0.0,0.0,15710000.0,37880000.0,28.028,0.09264069264069263,19.665,0.16948257655755017,0.9376686390532544,6.155153846153846,0.0,0.0,0.0,-0.11621794871794755
Challenger,https://www2.sgx.com/securities/equities/573,0.53,0.06,9.404245614035089,8.833333333333334,19450000.0,7.296,6.122,0.0,0.0,63240000.0,130960000.00000001,22.108,0.07555158483530143,15.42,0.14851863164324983,0.5317128347183749,8.178736842105264,0.0,-3.641,2.597,-0.570912280701755
Shangri-La HKD,https://www2.sgx.com/securities/equities/S07,9.69,0.59,22.81491397849462,16.423728813559322,1513490000.0,7.169,7.297,0.021108214378310515,459.0629897125187,1078230000.0,13170650000.0,2.993,-0.08609892766732087,1.369,0.11491384252106009,1.5213891923921836,8.461384408602148,74790000.0,1.12,-15.541,-6.3911851649352975
Heeton,https://www2.sgx.com/securities/equities/5DP,0.44,0.05,8.030916666666666,8.799999999999999,17630000.0,15.75,29.422,0.04297274898844635,10.239047078842882,68350000.0,855630000.0,4.253,0.02612703399626545,1.935,0.020604700629945186,2.3561388888888892,7.6285,52470000.0,24.741,-4.522,0.7690833333333327
Grand Venture,https://www2.sgx.com/securities/equities/JLB,0.22,0.03,0.0,7.333333333333334,0.0,0.0,0.0,0.0,0.0,2470000.0,51350000.0,40.887,0.0,0.0,0.0,0.0,0.0,87890000.0,0.0,0.0,7.333333333333334
Pharmesis Intl,https://www2.sgx.com/securities/equities/BFK,0.205,0.01,18.083277777777777,20.5,260000.0,10.692,7.864,0.040880503144654086,5.014615384615385,34720000.0,128300000.00000001,1.438,0.001556793006406802,3.999,0.0020265003897116133,0.164987037037037,3.461766666666666,0.0,-2.861,18.732,2.416722222222223
Japan Foods,https://www2.sgx.com/securities/equities/5OI,0.48,0.03,22.27410989010989,16.0,3740000.0,6.266,5.59,0.0650661099512874,7.3771122994652405,21890000.0,43260000.0,17.585,0.04296875,8.695,0.08645399907535829,1.3187972467093347,10.520967032967034,0.0,1.998,-2.108,-6.274109890109891
SUTL Enterprise,https://www2.sgx.com/securities/equities/BHU,0.575,0.07,8.567991452991453,8.214285714285714,5800000.0,35.926,28.224,1.1218568665377175,0.5125431034482758,45410000.0,126150000.0,10.491,0.026731806240494076,4.4,0.04597701149425287,2.457769011615165,4.418162393162393,0.0,-32.095,0.0,-0.35370573870573985
Grand Banks,https://www2.sgx.com/securities/equities/G50,0.27,0.05,4.797,5.4,9400000.0,8.319,11.64,0.22418316241354638,1.204372340425532,8440000.0,82250000.0,18.693,0.10414358519831597,11.39,0.11428571428571428,0.593,3.754,3640000.0,9.788,0.0,0.6030000000000006
LCT,https://www2.sgx.com/securities/equities/BJL,0.33,0.05,5.47078125,6.6,2160000.0,112.238,83.055,0.6687306501547987,0.49347222222222226,47740000.0,169010000.0,6.606,0.00961838179632186,6.534,0.012780308857464055,5.2737802734375,6.0802499999999995,0.0,-68.479,-31.306,1.1292187499999997
TTJ,https://www2.sgx.com/securities/equities/K1Q,0.245,0.03,13.380499999999998,8.166666666666666,6400000.0,9.208,7.011,0.1411868519744099,1.7352890625,56750000.0,166680000.0,6.608,0.023275266392697384,3.664,0.03839692824574034,0.8697499999999997,10.067749999999998,60000.0,-6.166,-9.686,-5.213833333333332
Bund Center,https://www2.sgx.com/securities/equities/BTE,0.555,0.03,15.879475000000005,18.500000000000004,26520000.0,29.787,23.081,0.08453397934463854,6.565407239819005,142740000.0,498960000.0,6.194,0.03381488517984878,5.573,0.05315055315055315,3.2838887500000014,11.425600000000003,20000.0,-0.112,-2.546,2.620524999999999
Datapulse Tech,https://www2.sgx.com/securities/equities/BKW,0.245,0.06,1.52292,4.083333333333333,41040000.0,-239.811,0.0,-1.6422569027611045,-0.14918494152046782,81180000.0,85070000.0,62.121,0.16629523076299688,57.629,0.48242623721641004,51.1105672,1.33084,0.0,-57.196,29.242,2.560413333333333
Koh Bros,https://www2.sgx.com/securities/equities/K75,0.23,0.01,14.669,23.0,6610000.0,2.538,2.292,0.01919502845858985,11.982269288956127,80630000.0,799210000.0,2.336,0.010353847840729312,1.225,0.008270667283942894,0.255,5.192,88040000.0,4.477,-19.25,8.331
Colex,https://www2.sgx.com/securities/equities/567,0.25,0.02,10.25,12.5,3230000.0,5.603,4.662,0.22337482710926695,1.1191950464396285,19460000.0,49980000.0,8.106,0.03638206803334084,6.619,0.06462585034013606,0.4690503652441368,5.045098039215686,180000.0,5.674,3.454,2.25
EnGro,https://www2.sgx.com/securities/equities/S44,0.835,0.04,16.666396341463415,20.875,5950000.0,-1.529,4.18,0.10198834418923551,8.187210084033614,43720000.0,257230000.00000003,2.665,0.017502573907927636,2.405,0.023131050033044356,0.6988840719809638,9.426335365853658,780000.0,-2.811,-25.506,4.208603658536585
MSC,https://www2.sgx.com/securities/equities/NPW,0.295,0.08,10.602590163934426,3.6874999999999996,34300000.0,5.28,2.677,0.054273869426247665,5.435396501457726,37030000.0,875050000.0,10.739,0.05227861606462429,3.921,0.039197760127992684,0.2750373555495834,7.031639344262294,14130000.0,-4.134,-6.432,-6.915090163934426
Thakral,https://www2.sgx.com/securities/equities/AWI,0.49,0.07,6.897022222222221,6.999999999999999,9300000.0,15.597,12.881,0.1013844979832116,4.833086021505376,11510000.0,274240000.0,7.042,0.03677197422007829,7.646,0.03391190198366394,0.4446296296296296,3.122933333333333,14700000.0,-17.581,0.0,0.10297777777777828
TalkMed,https://www2.sgx.com/securities/equities/5G3,0.495,0.02,22.509771428571426,24.75,28910000.0,55.49,44.411,0.04693105631402088,10.547386717398824,73990000.0,91270000.0,39.574,0.12083594566353187,30.815,0.31675249260436067,10.009910204081631,23.579914285714285,0.0,1.712,0.489,2.240228571428574
IPC Corp,https://www2.sgx.com/securities/equities/AZA,0.325,0.31,1.1081967213114756,1.0483870967741935,24970000.0,284.045,276.838,1.032671629445823,0.31471766119343214,9970000.0,117810000.0,26.397,0.1926548877401435,23.634,0.2119514472455649,3.274630475678581,1.045327868852459,4099999.9999999995,-28.102,6.488,-0.05980962453728211
AVJennings A$,https://www2.sgx.com/securities/equities/A05,0.54,0.08,6.580588235294117,6.75,31350000.0,12.044,8.374,0.09472443799854967,5.700746411483254,13390000.0,640400000.0,8.038,0.0599346167816927,4.633,0.048953778888194875,0.6143667820069204,6.870705882352941,31530000.0,11.359,0.0,0.16941176470588282
Sunright,https://www2.sgx.com/securities/equities/S71,0.37,0.05,26.77282051282051,7.3999999999999995,1700000.0,4.336,3.635,-0.22636484687083888,-1.6345294117647058,91140000.0,208570000.0,8.307,0.004701977596459688,2.621,0.008150740758498346,0.29792176199868503,1.3984102564102563,18980000.0,26.269,0.0,-19.37282051282051
HL Global Ent,https://www2.sgx.com/securities/equities/AVX,0.36,0.02,20.316155844155844,18.0,1670000.0,14.743,15.497,-0.062852841550621,-5.727664670658682,62730000.0,88260000.0,2.138,0.007813962193524237,1.841,0.018921368683435306,2.9421757463315905,12.845922077922078,0.0,10.563,0.0,-2.316155844155844
Pan Ocean,https://www2.sgx.com/securities/equities/AZY,5.4,284.65,16.866273764258555,0.01897066572984367,152410000000.0,7.563,5.571,0.04476284152556087,120.63577324322553,226650000000.0,4119496000000.0,6.057,0.04423104269872917,3.71,0.03699724432309195,0.9896499877112581,8.110266159695819,28220000.0,-53.224,0.0,-16.847303098528712
Tai Sin Electric,https://www2.sgx.com/securities/equities/500,0.32,4.27,11.463,0.07494145199063233,1836000000.0,11.97,12.747,0.03655692686065997,8.753471023965142,4640000000.0,85043000000.0,5.916,0.0228267356276109,5.232,0.021589078466187694,1.202,7.614,22110000.0,2.273,2.974,-11.388058548009367
Fuji Offset,https://www2.sgx.com/securities/equities/508,0.25,0.07,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,4770000.0,33110000.0,11.88,0.0,0.0,0.0,0.0,0.0,290000.0,-6.993,97.341,3.571428571428571
ABR,https://www2.sgx.com/securities/equities/533,0.73,0.01,54.88709756097561,73.0,2670000.0,3.446,2.58,0.022975647534635574,31.772771535580524,49310000.0,126020000.0,2.736,0.011922836474055551,2.534,0.021187113156641804,1.0445600832837598,17.86986585365854,330000.0,4.948,-20.612,18.11290243902439
AIMS Property,https://www2.sgx.com/securities/equities/BVP,1.39,0.31,3.9661333333333335,4.483870967741935,12610000.0,92.391,92.493,0.22228098008108585,6.253346550356859,4820000.0,106130000.0,14.093,0.11140560120151957,12.496,0.11881654574578347,3.205618255280074,0.0,0.0,93.993,0.0,0.5177376344086015
Spindex Ind,https://www2.sgx.com/securities/equities/564,0.9,0.09,6.205263157894737,10.0,16730000.0,11.906,10.614,0.2080586991667703,4.325702331141661,29190000.0,152780000.0,13.504,0.0778537856577784,11.275,0.10950386176201074,0.6237673130193906,4.114421052631579,0.0,10.621,14.891,3.794736842105263
B&M Hldg,https://www2.sgx.com/securities/equities/CJN,3.5,0.07,0.0,49.99999999999999,-580000.0,-25.416,-25.407,-0.025250326512842838,-138.61206896551724,7680000.0,11400000.0,5.605,-0.02247191011235955,-5.375,-0.05087719298245614,13.379,0.0,0.0,-11.373,2.95,49.99999999999999
Ban Leong,https://www2.sgx.com/securities/equities/B26,0.25,0.05,5.775961538461537,5.0,4980000.0,3.707,3.359,0.25564681724845995,0.9779116465863454,14770000.0,63400000.0,20.054,0.062226665000624765,8.725,0.07854889589905363,0.17936390532544375,5.244230769230769,700000.0,4.281,34.798,-0.7759615384615373
Boardroom,https://www2.sgx.com/securities/equities/B10,0.88,0.03,24.838293333333333,29.333333333333336,6950000.0,10.106,7.588,0.038623985773035455,22.783769784172662,25560000.0,177150000.0,7.836,0.038606821464281744,4.773,0.03923228902060401,2.363812977777778,17.094293333333333,39290000.0,0.0,0.0,4.495040000000003
Brook Crompton,https://www2.sgx.com/securities/equities/AWC,0.7,0.1,0.0,6.999999999999999,0.0,0.0,0.0,0.0,0.0,16469999.999999998,43330000.0,11.757,0.0,0.0,0.0,0.0,0.0,10000.0,-2.921,-16.719,6.999999999999999
China Intl,https://www2.sgx.com/securities/equities/BEH,0.44,0.02,0.0,22.0,0.0,0.0,0.0,0.0,0.0,64269999.99999999,648630000.0,2.312,0.0,0.0,0.0,0.0,0.0,0.0,-18.753,-26.049,22.0
Choo Chiang,https://www2.sgx.com/securities/equities/42E,0.29,0.02,0.0,14.499999999999998,0.0,0.0,0.0,0.0,0.0,15180000.0,56950000.0,11.121,0.0,0.0,0.0,0.0,0.0,3560000.0,-3.092,-17.506,14.499999999999998
Captii,https://www2.sgx.com/securities/equities/AWV,0.385,0.07,0.0,5.5,0.0,0.0,0.0,0.0,0.0,8690000.0,55750000.0,6.154,0.0,0.0,0.0,0.0,0.0,0.0,12.36,18.05,5.5
Chemical Ind,https://www2.sgx.com/securities/equities/C05,0.725,0.12,5.271513157894736,6.041666666666667,10440000.0,15.403,14.329,0.302784222737819,2.3944444444444444,23270000.0,119440000.0,8.797,0.06010016694490818,8.889,0.08740790354989954,0.7207323407202214,3.246282894736842,20000.0,-8.725,40.901,0.7701535087719309
Elec & Eltek USD,https://www2.sgx.com/securities/equities/E16,1.38,0.13,10.61634965034965,10.615384615384615,24300000.0,5.421,4.134,0.06914802800068294,19.957185185185185,25080000.0,726530000.0,6.167,0.03640558518607299,3.576,0.033446657398868596,0.41349386278057604,3.9769090909090914,13530000.0,3.602,12.139,-0.000965034965034306
Cortina,https://www2.sgx.com/securities/equities/C41,1.48,0.14,8.462811594202899,10.571428571428571,28960000.0,8.397,6.434,0.12212710327668368,12.118522099447514,35490000.0,258810000.0,13.233,0.09517862424820062,10.884,0.11189675823963526,0.5566864104179795,6.794057971014493,2310000.0,4.88,6.243,2.1086169772256724
Delfi,https://www2.sgx.com/securities/equities/P34,1.3,0.05,28.15428571428572,26.0,28290000.0,8.437,4.886,0.03275367017088871,39.69020855425946,54710000.0,361120000.0,10.169,0.069,5.844,0.07833961010190518,1.2778469387755105,18.158214285714287,80000.0,-3.446,-18.867,-2.15428571428572
GP Industries,https://www2.sgx.com/securities/equities/G20,0.575,0.02,14.051623931623931,28.749999999999996,19820000.0,3.798,2.794,0.036492184191629994,15.756798688193744,198330000.0,1168810000.0,6.459,0.017968686255133585,2.631,0.01695741822879681,0.25601760537657975,5.051153846153846,30990000.0,3.742,30.678,14.698376068376065
Hai Leck,https://www2.sgx.com/securities/equities/BLH,0.505,0.01,0.0,50.5,-1530000.0,-3.039,-1.739,-0.0317823016202742,-15.889346405228759,61140000.0,147950000.0,1.136,-0.005772277974798159,-1.03,-0.010341331530922608,1.1257778568885726,20.888896226415092,20000.0,-12.812,-39.684,50.5
HC Surgical,https://www2.sgx.com/securities/equities/1B1,0.545,0.03,10.406728813559322,18.166666666666668,7810000.0,42.774,52.531,0.091291642314436,5.969878361075545,4990000.0,22640000.0,29.24,0.25640183847669074,39.172,0.34496466431095407,4.408871516805516,8.694135593220341,0.0,0.0,0.0,7.7599378531073455
First Sponsor,https://www2.sgx.com/securities/equities/ADN,1.33,0.16,8.86528125,8.3125,113010000.0,47.525,42.634,0.07335215655729724,18.131709583222726,164970000.0,2381810000.0,9.449,0.055806856228580455,5.269,0.04744710955113968,3.9666373291015624,8.5088828125,48890000.0,-5.666,-0.017,-0.5527812500000007
Fuxing China,https://www2.sgx.com/securities/equities/AWK,0.78,0.08,9.491,9.75,1410000.0,3.209,0.786,0.03098901098901099,25.170212765957448,63750000.0,1290940000.0,1.055,0.0010659046582301448,0.522,0.001092227369203836,0.075,1.764,0.0,7.858,0.0,0.25900000000000034
Jawala,https://www2.sgx.com/securities/equities/1J7,0.21,0.03,9.987977528089887,7.0,2490000.0,38.532,26.361,0.19317300232738557,1.0871084337349397,25470000.0,33730000.0,57.242,0.03618660078476966,0.0,0.07382152386599466,2.1086826158313343,6.605561797752809,1420000.0,0.0,0.0,-2.9879775280898873
Karin Tech,https://www2.sgx.com/securities/equities/K29,0.305,0.02,10.360317460317459,15.25,6340000.0,2.339,1.714,0.07668118045476537,3.977507886435331,54210000.0,897730000.0,6.595,0.006865261128978116,3.644,0.007062257026054604,0.18187805492567397,8.554523809523811,0.0,-12.239,-13.026,4.889682539682541
Keong Hong,https://www2.sgx.com/securities/equities/5TT,0.47,0.11,4.578183673469387,4.2727272727272725,24170000.0,16.884,14.899,0.12172643029814666,3.8611170872983034,45760000.0,479710000.0,10.715,0.05166406600688284,5.051,0.05038460736695086,0.6946251561849229,4.142714285714286,38820000.0,2.475,0.174,-0.30545640074211455
Khong Guan,https://www2.sgx.com/securities/equities/K03,2.0,0.04,49.776,50.0,1040000.0,2.754,2.043,0.03029420332071075,66.01923076923077,17290000.0,75310000.0,1.644,0.009464009464009463,1.698,0.0138095870402337,0.849,29.128,0.0,-2.218,-41.158,0.22399999999999665
Koda,https://www2.sgx.com/securities/equities/BJZ,0.61,0.11,5.236414285714286,5.545454545454545,9610000.0,12.966,12.086,0.21484462329532752,2.839261186264308,10500000.0,43910000.0,18.297,0.13710943073191612,16.168,0.21885675244818947,0.5551124489795919,4.486114285714286,1320000.0,4.69,64.584,0.30904025974025906
Kori,https://www2.sgx.com/securities/equities/5VC,0.3,0.01,121.95147540983606,30.0,240000.0,1.088,0.825,0.006418828563787109,46.7375,2850000.0,63800000.0,1.536,0.003898635477582846,0.374,0.003761755485893417,0.9916689062080085,69.6127868852459,550000.0,-7.659,-37.856,-91.95147540983606
Hotel Royal,https://www2.sgx.com/securities/equities/H12,3.18,0.08,56.41339156626507,39.75,6940000.0,24.201,11.555,0.017271844901819267,184.1146685878963,37880000.0,807390000.0,1.131,0.008918932812419678,0.894,0.008595598161978722,5.110145521846423,20.518662650602412,14520000.0,1.968,-7.52,-16.66339156626507
Intraco,https://www2.sgx.com/securities/equities/I06,0.245,0.02,10.08198113207547,12.25,2520000.0,0.948,1.638,-0.72,-0.3402777777777778,40590000.0,102500000.0,3.729,0.014476102941176471,2.55,0.024585365853658538,0.15300071199715196,8.313358490566038,1130000.0,2.742,15.979,2.1680188679245305
Medinex,https://www2.sgx.com/securities/equities/OTX,0.27,0.02,0.0,13.5,0.0,0.0,0.0,0.0,0.0,9130000.0,14880000.0,8.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5
MegaChem,https://www2.sgx.com/securities/equities/5DS,0.33,0.03,10.784205882352941,11.000000000000002,4080000.0,4.566,3.625,0.0781010719754977,4.225294117647059,12580000.0,81710000.0,8.891,0.046697951241845025,5.288,0.04993268877738343,0.3617439446366782,8.483911764705882,2780000.0,1.637,10.287,0.2157941176470608
Micro-Mechanics,https://www2.sgx.com/securities/equities/5DD,1.57,0.12,13.90230409356725,13.083333333333334,15700000.0,31.835,24.608,0.0716764061358656,21.904,20920000.0,73290000.0,29.795,0.13930789707187222,22.397,0.2142174921544549,3.140869806094183,9.912116959064328,2140000.0,10.704,27.318,-0.8189707602339169
Lonza,https://www2.sgx.com/securities/equities/O6Z,79.97,10.15,39.78,7.8788177339901475,655000000.0,15.193,11.891,0.025438859158435932,3143.6158163358778,461000000.0,13921000000.0,10.606,0.060755032000742046,4.749,0.047051217584943614,3.996,0.0,58230000.0,3.106,41.504,-31.901182266009855
Luxking,https://www2.sgx.com/securities/equities/BKK,0.29,0.06,0.0,4.833333333333333,-1660000.0,-1.104,-1.769,-0.055314895034988334,-5.2427108433734935,18640000.0,357120000.0,2.029,-0.00470281602357074,-2.37,-0.004648297491039426,0.02125703097187611,2.268566037735849,15930000.0,-2.206,-1.326,4.833333333333333
Nomura Yen1k,https://www2.sgx.com/securities/equities/N33,1.99,61.88,0.0,0.0321590174531351,-78611000000.0,-0.819,-4.088,-0.003219937355996063,-618.024445815471,2670084000000.0,40343947000000.0,7.92,-0.005349746545285698,-0.169,-0.0019485203071479347,0.824,0.0,268520000.0,0.214,16.863,0.0321590174531351
Neo,https://www2.sgx.com/securities/equities/5UJ,0.55,0.03,19.038191489361704,18.333333333333336,4220000.0,3.929,1.87,0.03171978352375226,17.339336492890993,13730000.0,147290000.0,10.599,0.04487929384239073,2.134,0.02865096068979564,0.5340651878678138,6.699468085106384,124100000.0,0.0,0.0,-0.7048581560283687
Reclaims Global,https://www2.sgx.com/securities/equities/NEX,0.22,0.03,10.1805,7.333333333333334,2420000.0,25.635,9.073,0.11388235294117648,1.9318181818181817,4950000.0,27460000.0,18.871,0.07115554248750368,0.0,0.08812818645302258,1.1882199999999996,6.2898,0.0,0.0,0.0,-2.8471666666666664
Roxy-Pacific,https://www2.sgx.com/securities/equities/E8Z,0.39,0.02,23.955512195121955,19.5,21290000.0,18.976,15.849,0.014866487905703591,26.233499295443874,149080000.0,1676460000.0,4.255,0.019818478007912498,1.318,0.012699378452214785,3.666324806662701,18.101707317073174,46270000.0,-19.958,-26.767,-4.455512195121955
PNE Industries,https://www2.sgx.com/securities/equities/BDA,0.755,0.06,12.037837662337662,12.583333333333334,5260000.0,8.234,6.592,0.18839541547277938,4.007528517110266,36700000.0,102240000.0,6.555,0.029947620132088362,5.137,0.05144757433489828,0.7777875274076572,10.414097402597402,0.0,-0.498,6.937,0.5454956709956722
Powermatic Data,https://www2.sgx.com/securities/equities/BCY,1.73,0.13,12.47242405063291,13.307692307692307,4850000.0,31.738,28.55,0.167646042170757,10.319360824742269,27640000.0,59000000.0,8.416,0.04172401927047488,7.878,0.08220338983050847,3.9958883592373007,11.870208860759492,0.0,3.953,48.264,0.835268257059397
Prudential USD,https://www2.sgx.com/securities/equities/K6S,21.0,1.38,14.219333333333333,15.217391304347828,3010000000.0,14.711,11.807,0.06435611810737422,326.3093023255814,0.0,508645000000.0,18.059,0.0,0.601,0.005917683256495198,1.5793244444444443,13.710666666666667,70180000.0,-13.556,17.244,0.9980579710144948
SP Corp,https://www2.sgx.com/securities/equities/AWE,0.55,0.05,10.16984375,11.0,1900000.0,1.694,1.392,0.15833333333333333,3.4736842105263164,10460000.0,67730000.0,3.641,0.02143260011280316,2.817,0.028052561641813082,0.12185668945312501,9.955859375000001,0.0,-2.221,-4.606,0.8301562499999999
Sri Trang Agro,https://www2.sgx.com/securities/equities/NC2,0.545,1.35,11.564092592592592,0.40370370370370373,2064360000.0000002,4.15,2.92,0.047934942449786806,11.369576600011627,4197300000.0,55748110000.0,8.671,0.05488050949155589,3.717,0.03703013429513575,0.2872463991769547,4.62038888888889,35720000.0,-7.166,-0.385,-11.160388888888889
Swing Media Tech,https://www2.sgx.com/securities/equities/BEV,0.46,0.29,0.0,1.5862068965517244,12850000.0,7.637,6.534,0.19821070492056148,2.320762645914397,55310000.0,1931290000.0,4.968,0.006598338348412804,3.972,0.00665358387399096,0.131,0.609,0.0,-8.953,-6.83,1.5862068965517244
SingReinsurance,https://www2.sgx.com/securities/equities/S49,0.29,0.02,19.9723,14.499999999999998,8790000.0,9.735,7.656,0.0,0.0,0.0,817730000.0,3.364,0.0,1.115,0.010749269318723784,1.469881111111111,19.161266666666666,0.0,3.341,-15.471,-5.472300000000002
Union Steel,https://www2.sgx.com/securities/equities/BLA,0.3,0.03,16.39310344827586,10.0,710000.0,1.811,0.787,0.020999704229517895,14.285915492957745,18270000.0,117070000.0,1.465,0.006194921909082977,0.453,0.006064747586913812,0.12508917954815693,1.9420689655172412,6940000.0,-5.277,-31.216,-6.393103448275859
Willas-Array,https://www2.sgx.com/securities/equities/BDR,0.61,1.33,5.0325,0.45864661654135336,58530000.0,2.652,1.343,0.05830784710253933,10.461713651119084,327100000.0,2261070000.0,17.305,0.036172053643161735,2.522,0.025885974339582587,0.07189803804994055,4.2026896551724136,0.0,7.348,19.264,-4.573853383458647
TeleChoice Intl,https://www2.sgx.com/securities/equities/T41,0.21,0.01,24.138279069767442,21.0,4000000.0,1.367,0.874,0.04431150991470034,4.739175,28760000.0,154880000.0,5.502,0.020933640360058615,2.587,0.025826446280991736,0.18985181179015684,14.129581395348836,0.0,-2.538,-16.246,-3.1382790697674423
Tosei,https://www2.sgx.com/securities/equities/S2D,9.5,141.1,7.534,0.0673281360737066,6040390000.0,16.021,10.018,0.06426551861531644,147.8242174760239,26520570000.0,138768540000.0,13.958,0.05575301164507377,4.513,0.04352852599011275,0.754,6.758,130169999.99999999,10.989,26.798,-7.466671863926293
TPV Tech,https://www2.sgx.com/securities/equities/T18,0.4,0.17,32.33543859649124,2.3529411764705883,171930000.0,1.35,0.165,0.03831377495309109,10.440109346827198,315810000.0,5054910000.0,1.419,0.03546608412597236,0.283,0.03401247499955489,0.10834102800861806,0.0,23240000.0,-5.24,0.0,-29.98249742002065
YHI Intl,https://www2.sgx.com/securities/equities/BPF,0.35,0.04,7.452784810126581,8.75,13730000.0,3.955,3.134,0.09285810902204789,3.769191551347414,51100000.0,393970000.0,5.478,0.03327194300392575,3.654,0.034850369317460723,0.1986380387758372,4.092784810126582,3220000.0,-2.19,9.238,1.2972151898734188
Yongmao,https://www2.sgx.com/securities/equities/BKX,0.715,0.05,10.899508474576272,14.299999999999999,5820000.0,4.463,3.318,0.10704432591502668,6.679475945017182,131970000.0,1446260000.0,3.299,0.003741947098383633,1.743,0.004024172693706526,0.9692861246768172,3.9094745762711867,150000.0,-1.412,-1.534,3.4004915254237265
