names,openprice,high_low,close,prevclosedate,marketcap,sharesoutstanding,p_float,avgvolume,normalizedeps,mthvwap,unadjvwap,adjvwap,peratio,price_sales,price_cf,pricebookvalue,dividend,divident_5_yr_avg,debt,long_term_debt_equity,enterprisevalue,assets,cash,roe,roa,capex,ebit,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Thakral,0.485,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPC Corp,0.295,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starland,0.116,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanli Env,0.075,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavillon,0.018,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ban Leong,0.230,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF Global,0.149,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koh Bros,0.200,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHT,0.525,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDR,0.001,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Progen,0.020,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teckwah,0.460,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amara,0.450,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medinex,0.265,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Ind,0.720,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrant Group,0.128,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captii,0.370,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYP Properties,0.110,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP Oil,0.172,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippecraft,0.034,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirach Energy,0.169,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figtree,0.103,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low Keng Huat,0.435,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrelist Ltd,0.084,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasper Inv,0.004,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colex,0.195,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khong Guan,1.850,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Monte Pac,0.144,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYP,0.108,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Chem,0.755,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTL Enterprise,0.500,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuan Hup,0.235,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darco Water Tech,0.210,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forise Intl,0.002,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOP,0.058,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Trang Agro,0.450,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soup Restaurant,0.154,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hor Kew,0.215,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asiatic,0.007,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaPhos,0.010,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suntar Eco-City,0.255,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL Global Ent,0.300,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoneyMax Fin,0.154,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olive Tree,0.060,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beng Kuang,0.050,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blumont,0.002,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SingReinsurance,0.290,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspen,0.082,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSM Intl,0.025,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Inv,0.143,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Silkroutes,0.220,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ Benjamin,0.031,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top Global,0.182,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raffles Edu,0.088,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TalkMed,0.515,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metech Intl,0.116,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Int,0.200,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGV,0.025,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICP Ltd,0.007,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCCP,0.004,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKH Global,0.016,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arion Ent,0.006,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeBrandz,0.006,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transit Concrete,0.075,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP Softcom,0.009,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS Energy,0.015,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLW,0.004,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Wave,0.005,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPH,0.004,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Real Estate,0.002,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaissance United,0.002,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annica,0.001,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai Sin Electric,0.320,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Cnergy,0.008,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuji Offset,0.420,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiap Seng,0.020,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISA,0.001,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR,0.700,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tung Lok Rest,0.168,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abundance Intl,0.009,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noel Gifts Intl,0.245,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Wan,0.084,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viking Offshore,0.004,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spindex Ind,0.965,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santak,0.090,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunrise Shares,0.026,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEL,0.004,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Micro,0.003,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Dragon,0.062,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWX Global,0.003,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyflux,0.210,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8Telecom,0.069,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Sonic Aero,0.365,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA,0.008,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abterra,0.045,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ace Achieve Info,0.008,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acesian Partners,0.011,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acma,0.104,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acromec,0.079,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Systems,0.001,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced,0.114,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advancer Global,0.150,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adventus,0.004,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL Marine,0.037,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astaka,0.088,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Nav,0.034,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVIC,0.149,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEI,0.865,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIMS Property,1.330,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AliPictures HKD,1.380,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alita Resources,0.078,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance HC,0.140,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Tech,0.011,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha Energy,0.032,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amplefield Ltd,0.024,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnAn Intl,0.002,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anchor Resources,0.007,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnnAik,0.064,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia Enterprises,0.153,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia Fashion,0.064,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia Vets,0.130,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsiaMedic R,﹣,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Healthcare,0.225,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asiatravel.com,0.027,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVJennings A$,0.545,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axcelasia,0.044,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayondo,0.048,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azeus,0.950,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B&M Hldg,3.500,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlian LajuTank,0.027,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best World,1.360,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH Global,0.074,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackGoldNatural,0.010,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMM,0.007,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boldtek,0.108,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brook Crompton,0.900,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C&G Env Protect,0.001,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cacola,0.001,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camsing Hc,1.070,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa,0.056,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDW,0.170,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFM,0.017,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH Offshore,0.050,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charisma Energy,0.002,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChasWood Res,0.009,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Global,0.010,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choo Chiang,0.250,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citicode,0.001,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civmec,0.375,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNA,0.026,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Env,0.037,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Env Res,0.020,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Essence,0.014,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Fishery,0.076,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Gaoxian,0.003,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Great Land,0.005,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Hongxing,0.115,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Mining,0.102,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Paper,0.024,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Sky Chem,0.027,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Sports,0.011,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Taisan,0.028,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Yuanbang,0.315,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChinaKangdaFood,0.110,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChinaKundaTech,0.007,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combine Will,1.060,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordlife,0.455,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortina,1.500,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CosmoSteel,0.089,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courage Inv,0.020,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datapulse Tech,0.210,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Design Studio,0.090,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLF,0.185,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon,0.004,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dukang,0.055,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic Colours,0.190,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoWise,0.026,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edition,0.005,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eindec,0.023,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elec & Eltek USD,1.540,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMAS Offshore,0.050,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envictus,0.112,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enviro-Hub,0.024,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epicentre,0.018,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,0.020,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Palm Res,0.154,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Testing,0.500,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodland,0.189,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Build,0.035,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRP,0.196,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guoan Intl,0.007,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hafary,0.150,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETC Singapore,0.013,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excelpoint,0.450,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezion,0.043,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezra,0.011,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabchem China,0.141,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcon Energy,0.027,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far East,0.122,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Sponsor,1.350,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FortressMinerals,0.200,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian Zhenyun,0.149,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Apex,0.405,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuxing China,0.780,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G K Goh,0.855,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDS Global,0.350,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatec Jietong,0.019,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hengyang Petro,0.157,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG Metal,0.220,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoe Leong,0.002,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hosen,0.031,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Royal,3.010,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hu An Cable,0.009,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HuanHsin,0.014,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huationg Global,0.090,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyphens Pharma,0.215,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFS Capital,0.225,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inch Kenneth,﹣,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incredible,0.008,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Informatics,0.048,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InnoPac,0.002,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPS Securex,0.040,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IX Biopharma,0.215,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackspeed,0.143,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Marine,0.120,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawala,0.240,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JES Intl,0.026,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTL Global,0.046,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTMG,0.150,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lafe,0.650,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasseters Intl,0.035,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCT,0.500,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leader Env,0.006,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHN,0.126,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libra,0.035,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joyas Intl,0.001,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jubilee,0.080,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katrina,0.159,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kencana Agri,0.120,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keong Hong,0.430,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KimHeng Offshore,0.044,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen Culture,0.081,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koda,0.595,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koon,0.042,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kori,0.285,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koyo Intl,0.072,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KrisEnergy,0.030,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linc Energy,0.089,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonza,79.970,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Intl,0.016,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Kee Bermuda,0.450,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxking,0.380,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luzhou Bio-Chem,0.012,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LY Corp,0.190,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Development,0.002,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnus Energy,0.001,,,20 Dec 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
