name,openPrice,high_low,close,prevCloseDate,marketCap,sharesOutstanding,float,normalizedEPS,mthvwap,unadjVWAP,adjVWAP,peratio,price/Sales,price/CF,pricebookvalue,dividend,divident_5_yr_avg,debt,long term debt/equity,enterpriseValue,assets,cash,roe,roa,capEx,EBIT,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita
Acromec,0.093,0.081,-,30 Jun 2019,11.22M,138.56M,28.21%,-0.03,0.30M,SGD 0.10221,SGD 0.10221,-,0.34933470507544584,-,1.542,-,-,-5.20M,28.53M,6.02M,21.68M,8.98M,-47.963,-15.304,-0.62M,-,42.31M,-3.34M,-7.903,-3.43M,-8.171,-3.118,-,-
Advanced,0.122,0.159,-,30 Jun 2019,16.46M,101.27M,36.72%,0.00,0.34M,SGD 0.1708,SGD 0.1708,40.13186163522012,0.1571942565563071,8.347408805031446,0.279,30.818,-,-24.56M,13.17M,-8.10M,85.71M,33.36M,0.532,0.069,-0.35M,-,61.76M,2.56M,4.147,0.31M,0.100,-10.739,-41.788,-
Adventus,0.004,0.004,-,30 Jun 2019,7.80M,1.95B,28.80%,-0.00,4.65M,SGD 0.00457,SGD 0.00457,-,-,-,0.414,-,-,-1.00M,-,-,38.76M,1.00M,-9.213,-6.530,-18.19M,-,-,-2.00M,-,-1.82M,-,-,-,-
AEI,0.610,0.645,-,30 Jun 2019,37.24M,56.73M,75.80%,-0.11,0.05M,SGD 0.65291,SGD 0.65291,-,3.536526410672435,-,0.698,-,-,-35.32M,4.53M,1.92M,58.62M,38.07M,-13.447,-11.771,-0.20M,-,9.42M,-6.11M,-64.893,-5.90M,-62.674,-30.558,-,-
AGV,0.011,0.016,-,30 Jun 2019,2.98M,185.95M,18.26%,-0.09,1.68M,SGD 0.01314,SGD 0.01314,-,0.17582812499999997,-,-,-,-,13.92M,-,16.89M,20.28M,0.08M,-474.164,-50.482,-0.40M,-,7.99M,-13.87M,-173.536,-11.76M,-167.242,-12.198,-,-
AIMS Property,1.390,1.650,-,30 Jun 2019,61.55M,44.60M,45.23%,0.31,0.12M,-,-,3.9661333333333335,3.205618255280074,-,0.579,1.680,3.111,-2.24M,-,56.73M,106.13M,4.82M,14.093,12.496,-,-,13.63M,14.02M,92.391,12.61M,92.493,93.993,-,-
AliPictures HKD,1.650,1.440,-,30 Jun 2019,"43,802.70M",26.63B,45.63%,-,"1,053.74M",HKD 1.36916,HKD 1.36916,-,-,-,2.559,-,-,"-5,883.75M",0.25M,"37,899.56M","14,982.58M","5,093.42M",-,-,-145.93M,-,-,"-1,613.05M",-,-,-,-,-,-
Alpha Energy,0.027,-,-,30 Jun 2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AMOS,0.032,0.025,-,30 Jun 2019,64.93M,2.60B,5.67%,-0.09,1.20M,SGD 0.03485,SGD 0.03485,-,0.9355264,-,0.523,-,-,16.13M,44.37M,65.13M,182.42M,57.79M,-50.760,-30.465,-1.95M,-,113.74M,-51.28M,-50.932,-57.91M,-51.013,-9.337,-,-
Amplefield Ltd,0.017,0.023,-,30 Jun 2019,20.71M,900.62M,27.40%,0.00,3.16M,SGD 0.02359,SGD 0.02359,29.824652173913044,0.9456691871455578,17.618652173913045,0.325,-,-,2.24M,1.59M,22.60M,85.17M,1.23M,1.241,0.893,-0.34M,-,11.96M,0.92M,8.450,0.67M,7.038,-12.871,-32.166,-
AnAn Intl,0.004,0.003,-,30 Jun 2019,12.73M,4.23B,18.33%,-0.01,0.62M,SGD 0.0029,SGD 0.0029,-,0.008888888888888887,-,0.135,-,-,2.70M,20.65M,15.44M,347.92M,21.32M,-25.581,-5.466,-5.79M,-,"2,747.18M",-16.70M,-0.824,-28.16M,-0.930,11.554,-,-
Medtecs Intl,0.027,0.027,-,30 Jun 2019,14.87M,549.41M,65.65%,0.00,0.76M,SGD 0.02895,SGD 0.02895,-,-,-,0.176,-,-,43.44M,9.49M,58.31M,112.89M,8.78M,1.471,-,-4.17M,-,-,1.19M,-,-,-,-0.663,3.318,-
Spindex Ind,0.900,0.950,-,30 Jun 2019,109.60M,115.37M,12.36%,0.09,0.03M,SGD 0.87981,SGD 0.87981,6.205263157894737,0.6237673130193906,4.114421052631579,0.978,3.158,3.604,-32.92M,-,80.41M,152.78M,29.19M,13.504,11.275,-20.89M,-,157.65M,16.03M,11.906,16.73M,10.614,10.621,14.891,-
Transit Concrete,0.135,0.132,-,30 Jun 2019,9.19M,69.59M,13.04%,-0.03,0.17M,SGD 0.16463,SGD 0.16463,-,0.5784220041322313,-,0.546,7.576,5.600,-3.19M,0.25M,6.26M,25.46M,3.09M,-21.922,-21.308,-1.41M,-,16.60M,-5.10M,-38.359,-5.63M,-34.876,-4.296,-,-
IP Softcom,0.009,0.008,-,30 Jun 2019,5.86M,732.04M,11.08%,-0.01,0.09M,SGD 0.00767,SGD 0.00767,-,-,-,0.128,-,-,0.65M,-,6.50M,56.05M,3.02M,-9.991,-,-1.16M,-,-,-4.45M,-,-,-,-10.730,-,-
KS Energy,0.015,0.019,-,30 Jun 2019,9.96M,515.60M,28.05%,-0.09,0.13M,SGD 0.02465,SGD 0.02465,-,-,-,-,-,-,368.18M,-,378.14M,413.61M,15.61M,-415.531,-,-0.92M,-,-,-31.91M,-,-,-,-21.386,-,-
Santak,0.095,0.093,-,30 Jun 2019,10.01M,107.58M,7.74%,-0.02,0.00M,SGD 0.07867,SGD 0.07867,-,0.6845184414383166,-,0.472,-,-,-4.34M,0.95M,3.23M,24.75M,7.05M,-7.905,-1.946,-0.40M,-,15.26M,-1.69M,-2.036,-0.50M,-3.255,-29.517,-,-
Sunrise Shares,0.026,0.037,-,30 Jun 2019,6.60M,178.34M,12.76%,0.00,0.01M,SGD 0.02467,SGD 0.02467,5.935729729729729,0.18319649379108843,5.404486486486487,0.719,-,-,-5.26M,-,1.34M,13.99M,5.59M,8.851,6.081,-0.16M,-,17.81M,1.65M,9.278,0.78M,4.392,-7.517,-,-
Progen,0.045,0.050,-,30 Jun 2019,19.53M,390.51M,20.75%,-0.01,0.17M,SGD 0.04939,SGD 0.04939,-,-,-,0.579,-,-,-1.51M,-,18.01M,36.72M,1.51M,-7.701,-,-0.11M,-,-,-2.04M,-,-,-,-31.217,-,-
OEL,0.005,0.006,-,30 Jun 2019,4.01M,668.27M,61.68%,-0.00,2.42M,SGD 0.00725,SGD 0.00725,-,3.7729166666666667,-,0.617,-,-,1.18M,-,5.19M,8.37M,0.02M,-7.655,-5.995,-,-,0.74M,-0.39M,-52.168,-0.52M,-70.325,-39.227,-,-
Global Dragon,0.069,0.060,-,30 Jun 2019,40.92M,681.98M,9.36%,-0.00,0.21M,SGD 0.05704,SGD 0.05704,9.03095,-,-,1.045,-,-,55.90M,51.49M,40.15M,54.98M,23.33M,-2.152,-0.794,-0.10M,-,-0.34M,-0.42M,-,-0.45M,-,-38.546,-,-
Atlantic Nav,0.100,0.100,-,30 Jun 2019,52.49M,523.51M,4.51%,-0.08,0.00M,SGD 0.11556,SGD 0.11556,-,-,-,0.459,-,-,105.91M,73.94M,158.40M,202.37M,4.94M,-21.163,-,-45.52M,-,-,9.27M,-,-,-,3.473,-,-
Attilan,0.002,0.002,-,30 Jun 2019,2.43M,1.24B,56.37%,0.00,0.00M,-,-,-,1.325,5.182,-,-,-,0.68M,-,3.11M,6.29M,0.48M,-,0.993,-,-,1.83M,0.25M,13.471,0.07M,4.046,-24.896,-,-
Axcelasia,0.065,0.065,-,30 Jun 2019,10.43M,160.32M,17.87%,0.00,0.04M,SGD 0.0629,SGD 0.0749,-,-,-,1.007,-,-,-7.64M,-,-,37.58M,23.32M,5.210,-,-0.30M,-,-,2.38M,-,-,-,30.164,25.410,-
Ayondo,0.048,0.048,-,30 Jun 2019,24.41M,509.79M,69.20%,-0.02,0.12M,SGD 0.06935,SGD 0.06935,-,0.828,-,0.581,-,-,-1.97M,-,40.14M,90.20M,1.86M,-68.268,-16.632,-1.97M,-,29.47M,-7.61M,-47.419,-18.73M,-63.628,-,-,-
Azeus,0.675,0.390,-,30 Jun 2019,11.73M,30.00M,9.52%,-0.02,0.10M,SGD 0.37946,SGD 0.37946,11.978653846153847,1.6355769230769233,7.553076923076923,0.752,2.782,-,-8.41M,-,1.60M,118.71M,58.62M,2.196,8.755,-0.44M,-,21.47M,2.83M,9.118,1.69M,7.894,-2.594,-43.058,-
B&M Hldg,3.500,3.500,-,30 Jun 2019,30.65M,8.76M,1.13%,0.07,0.00M,SGD 3.5,SGD 3.5,-,13.379,-,3.066,1.200,-,-6.73M,-,22.97M,11.40M,7.68M,5.605,-5.375,-0.05M,-,2.29M,-0.84M,-25.416,-0.58M,-25.407,-11.373,2.950,-
Ban Leong,0.250,0.260,-,30 Jun 2019,30.29M,114.42M,15.84%,0.05,0.25M,SGD 0.24188,SGD 0.24188,5.775961538461537,0.17936390532544375,5.244230769230769,1.035,6.731,-,-1.86M,0.70M,19.48M,63.40M,14.77M,20.054,8.725,-0.48M,-,156.19M,6.55M,3.707,4.98M,3.359,4.281,34.798,-
Beng Kuang,0.035,0.055,-,30 Jun 2019,7.43M,135.01M,42.14%,-0.05,0.20M,SGD 0.05808,SGD 0.05808,-,0.054264462809917376,5.670636363636365,0.141,-,-,29.76M,21.06M,37.18M,129.91M,5.21M,-12.329,-5.211,-1.69M,-,55.32M,-4.80M,-8.675,-7.21M,-12.805,-7.979,-,-
Berlian LajuTank,0.027,0.027,-,30 Jun 2019,"1,170,830.00M",23.45B,73.89%,3.23,6.83M,-,-,17.756,3.344,7.564,2.875,-,-,"426,377.70M",97.21M,"1,597,207.68M",71.35M,3.17M,17.769,7.093,-1.47M,-,"350,086.10M",0.30M,1.195,"76,178.38M",21.760,-48.205,-56.886,-
Boardroom,0.880,0.750,-,30 Jun 2019,157.25M,209.66M,7.06%,0.03,0.04M,SGD 0.74987,SGD 0.74987,24.838293333333333,2.363812977777778,17.094293333333333,1.650,3.333,-,22.69M,39.29M,179.94M,177.15M,25.56M,7.836,4.773,-3.13M,-,91.59M,9.26M,10.106,6.95M,7.588,-,-,-
Boldtek,0.110,0.105,-,30 Jun 2019,19.49M,185.63M,13.08%,0.00,1.19M,SGD 0.09132,SGD 0.09132,25.287428571428574,0.20633106575963722,10.008952380952381,0.681,-,-,18.95M,7.94M,40.10M,81.50M,3.38M,2.242,0.846,-0.15M,-,103.69M,1.42M,1.569,0.81M,0.713,-4.766,-37.359,-
Broadway Ind,0.042,0.051,-,30 Jun 2019,24.07M,468.96M,47.27%,0.01,2.14M,SGD 0.0594,SGD 0.0594,10.852470588235295,0.0420484429065744,1.2278823529411766,0.285,-,-,27.88M,-,51.95M,205.02M,11.53M,1.809,0.647,-17.07M,-,386.93M,3.75M,0.970,1.52M,0.351,-11.608,-3.551,-
Brook Crompton,0.700,0.730,-,30 Jun 2019,25.88M,35.46M,26.51%,0.10,0.05M,SGD 0.7657,SGD 0.7657,-,-,-,0.824,2.740,-,-15.38M,0.01M,10.50M,43.33M,16.47M,11.757,-,-0.09M,-,-,4.52M,-,-,-,-2.921,-16.719,-
C&G Env Protect,0.010,0.010,-,30 Jun 2019,9.80M,977.76M,17.31%,-0.00,0.03M,SGD 0.01044,SGD 0.01044,-,-,-,-,68.000,-,-0.01M,-,-,0.05M,0.05M,-,-164.317,-,-,-,-0.57M,-,-0.10M,-,-,-,-
Cacola,0.001,0.001,-,30 Jun 2019,1.80M,709.01M,62.83%,0.00,0.00M,-,-,-,0.13,0.954,-,-,-,0.61M,11.11M,2.41M,48.86M,0.56M,45.751,20.597,-,-,13.85M,9.39M,13.710,1.89M,13.638,-40.018,-,-
Camsing Hc,1.070,1.070,-,30 Jun 2019,32.10M,30.00M,13.16%,0.00,0.00M,SGD 0.88864,SGD 0.96578,-,2.477,-,3.335,-,-,-2.81M,0.23M,30.45M,15.77M,5.09M,0.483,-7.474,-0.82M,-,12.96M,0.12M,-7.493,-0.86M,-8.350,-4.244,-,-
Anchun Intl,0.190,0.195,-,30 Jun 2019,9.84M,50.50M,45.02%,0.01,0.19M,SGD 0.20263,SGD 0.20263,4.488871794871795,0.4158264299802761,2.1094871794871795,0.171,-,-,-27.19M,-,-,383.58M,134.52M,3.754,2.824,-1.02M,-,22.48M,9.86M,8.870,2.12M,9.435,-3.647,8.097,-
AnnAik,0.080,0.080,-,30 Jun 2019,19.92M,244.77M,47.31%,0.00,0.12M,SGD 0.10147,SGD 0.10147,16.495,0.352,4.794,0.354,2.500,-,26.97M,30.17M,46.89M,109.23M,5.47M,2.157,1.278,-2.73M,-,56.56M,0.88M,1.549,1.20M,2.445,1.746,-,-
AP Oil,0.195,0.210,-,30 Jun 2019,34.55M,164.53M,34.28%,0.01,0.40M,SGD 0.19925,SGD 0.19925,16.59542857142857,0.38025000000000003,10.2765,0.626,2.381,2.410,-33.16M,2.24M,1.39M,65.27M,34.54M,3.558,3.143,-3.17M,-,78.38M,2.09M,2.660,1.93M,2.559,3.991,-14.254,-
Artivision Tech,0.005,0.006,-,30 Jun 2019,10.79M,1.80B,58.31%,-0.00,16.65M,SGD 0.00618,SGD 0.00618,-,-,-,-,-,-,5.24M,-,15.39M,3.70M,2.28M,-,-49.112,-,-,-,-3.38M,-,-1.96M,-,-,-,-
Asia Fashion,0.064,0.064,-,30 Jun 2019,5.47M,85.50M,44.06%,-0.04,0.00M,-,-,-,1.279,-,1.376,-,-,1.72M,51.82M,7.19M,77.94M,1.69M,-56.471,-10.807,-0.16M,-,4.28M,-11.62M,-54.939,-3.13M,-73.145,-,-,-
Asia Vets,0.180,0.184,-,30 Jun 2019,25.56M,138.93M,31.76%,-0.02,0.21M,SGD 0.19555,SGD 0.17035,-,16.76749763705104,-,1.375,-,-,-11.95M,-,-,21.03M,11.95M,-12.801,-11.860,-0.02M,-,1.46M,-2.31M,-158.602,-2.34M,-160.041,-49.005,-,-
Asiatravel.com,0.027,0.027,-,30 Jun 2019,12.59M,449.31M,26.49%,-,0.00M,-,-,-,0.133,-,1.125,-,-,-0.97M,3.15M,11.50M,25.93M,1.64M,-,-79.011,-0.66M,-,94.35M,-34.47M,-34.037,-27.64M,-34.106,-,-,-
ASL Marine,0.053,0.069,-,30 Jun 2019,43.59M,629.27M,41.72%,-0.09,0.58M,SGD 0.05852,SGD 0.05751,-,0.08437030035706783,-,0.152,-,-,443.58M,127.86M,517.09M,"1,047.47M",28.61M,-20.570,-7.062,-30.97M,-,305.34M,-68.28M,-23.854,-73.73M,-24.592,-16.537,-,-
Aspen,0.143,0.146,-,30 Jun 2019,140.79M,963.62M,23.66%,0.01,0.42M,SGD 0.14143,SGD 0.14143,9.678945205479453,0.7233320510414712,7.609363013698631,1.099,-,-,-1.39M,29.70M,139.40M,941.63M,163.04M,12.173,5.757,-36.61M,-,186.66M,80.37M,14.101,13.40M,8.580,-,-,-
Astaka,0.088,0.088,-,30 Jun 2019,164.63M,1.87B,18.97%,0.00,0.02M,SGD 0.08257,SGD 0.08257,-,2.16,-,2.151,-,-,-0.55M,6.18M,188.52M,847.03M,16.42M,4.522,-0.803,-0.15M,-,76.23M,13.54M,-2.189,-1.47M,-2.538,-31.558,-52.869,-
China Fishery,0.076,0.076,-,30 Jun 2019,270.33M,3.68B,100.00%,0.04,0.00M,-,-,-,0.409,2.062,-,-,-,"1,123.38M",75.28M,"1,739.03M","2,807.61M",129.09M,5.234,1.172,-54.95M,-,661.28M,78.09M,6.495,39.59M,6.614,-,-,-
China Gaoxian,0.003,0.003,-,30 Jun 2019,0.34M,113.75M,47.69%,-0.02,0.43M,SGD 0.00627,SGD 0.00627,-,-,-,-,-,-,78.56M,-,78.90M,"1,817.24M",0.13M,-,-0.510,-19.94M,-,-,-9.49M,-,-1.92M,-,-,-,-
China Great Land,0.005,0.005,-,30 Jun 2019,1.35M,270.00M,41.88%,-0.00,0.00M,-,-,-,-,-,-,-,-,-0.03M,-,-,1.11M,0.15M,-,-40.543,-,-,-,-4.26M,-,-0.86M,-,-,-,-
China Haida,0.007,0.011,-,30 Jun 2019,2.80M,254.88M,47.45%,-0.02,0.01M,SGD 0.00989,SGD 0.00989,-,0.02470247933884298,-,0.062,-,-,-0.61M,-,2.19M,282.14M,25.02M,-9.109,-7.352,-0.58M,-,46.27M,-21.09M,-9.214,-4.38M,-9.463,-11.935,-,-
China Hongxing,0.115,0.115,-,30 Jun 2019,342.29M,2.80B,100.00%,-0.00,0.00M,-,-,-,-,-,-,2.078,-,-0.63M,-,-,3.10M,3.10M,-1.569,-0.423,-3.93M,-,-,-2.50M,-,-0.51M,-,-,-,-
China Intl,0.440,0.550,-,30 Jun 2019,39.16M,71.23M,19.15%,0.02,0.01M,SGD 0.36711,SGD 0.36711,-,-,-,0.620,-,-,-7.33M,-,31.83M,648.63M,64.27M,2.312,-,-22.00M,-,-,25.36M,-,-,-,-18.753,-26.049,-
China Jishan,0.106,0.110,-,30 Jun 2019,33.15M,301.50M,15.90%,0.01,0.43M,SGD 0.11009,SGD 0.11009,13.4938,4.0366026446281,10.188527272727272,0.908,-,-,56.56M,-,89.70M,709.14M,27.65M,6.701,1.627,-2.26M,-,7.63M,16.33M,43.294,2.37M,31.041,-38.695,-,-
China Mining,0.092,0.125,-,30 Jun 2019,268.36M,516.07M,67.20%,0.04,41.64M,SGD 0.18426,SGD 0.18426,9.782912,0.38568755199999993,7.237824,1.567,5.288,5.813,-37.59M,0.19M,230.76M,269.08M,74.05M,11.649,7.031,-6.55M,-,376.79M,25.13M,6.669,20.11M,5.160,-1.962,42.805,-
China Paper,0.024,0.024,-,30 Jun 2019,43.55M,1.82B,91.41%,0.01,0.00M,-,-,-,0.295,4.243,-,-,1.441,-72.96M,-,-,"1,814.44M",433.66M,3.461,-2.708,-433.00M,-,147.48M,75.19M,-5.316,-9.10M,-6.173,-15.062,-27.571,-
China Sky Chem,0.027,0.027,-,30 Jun 2019,23.99M,870.16M,100.00%,-0.07,0.00M,-,-,-,0.075,-,-,-,-,-86.11M,-,-32.47M,"2,013.05M",279.29M,-19.836,-16.555,-,-,321.35M,-425.27M,-22.901,-73.59M,-22.901,-6.218,-,-
China Sports,0.011,0.011,-,30 Jun 2019,12.70M,1.15B,100.00%,-,0.00M,-,-,-,0.243,3.794,-,-,-,-31.17M,-,-15.42M,611.21M,204.10M,-,0.070,-24.62M,-,52.15M,-2.39M,1.459,0.08M,0.151,-,-,-
China Taisan,0.028,0.028,-,30 Jun 2019,1.58M,55.95M,80.80%,0.12,0.00M,-,-,0.341,0.066,0.214,0.027,-,-,5.77M,-,8.08M,376.95M,4.54M,12.019,6.295,-60.00M,-,23.96M,33.59M,19.526,4.60M,19.187,-26.396,-,-
ChinaKangdaFood,0.170,0.170,-,30 Jun 2019,332.35M,432.95M,30.54%,0.04,20.63M,SGD 0.1153,SGD 0.1153,50.332,0.202,3.971,0.445,-,-,171.09M,0.04M,503.44M,"1,763.91M",276.87M,0.886,0.331,-,-,"1,641.74M",32.76M,2.334,6.60M,0.407,-1.027,-2.423,-
ChinaKundaTech,0.009,0.009,-,30 Jun 2019,3.70M,409.80M,57.73%,-0.00,8.45M,SGD 0.00946,SGD 0.00946,-,0.52,-,0.361,-,-,-8.42M,-,-7.37M,129.59M,64.04M,-2.452,-2.921,-1.87M,-,7.11M,-1.32M,-6.869,-0.51M,-7.231,-32.691,-,-
Chinese Global,0.010,0.010,-,30 Jun 2019,9.16M,915.98M,43.81%,-0.00,0.00M,-,-,-,0.989,-,-,-,-,3.08M,-,11.24M,7.43M,1.83M,-,-36.211,-0.09M,-,9.26M,-3.44M,-32.385,-3.00M,-32.385,-5.881,-,-
Choo Chiang,0.290,0.245,-,30 Jun 2019,50.96M,208.00M,29.22%,0.02,0.09M,SGD 0.28143,SGD 0.28143,-,-,-,1.131,3.265,-,-13.17M,3.56M,37.79M,56.95M,15.18M,11.121,-,-0.96M,-,-,5.81M,-,-,-,-3.092,-17.506,-
Captii,0.385,0.410,-,30 Jun 2019,13.10M,31.96M,27.94%,0.07,0.07M,SGD 0.38355,SGD 0.38355,-,-,-,0.336,3.049,-,-6.67M,-,6.43M,55.75M,8.69M,6.154,-,-1.10M,-,-,3.68M,-,-,-,12.360,18.050,-
Casa,0.065,0.074,-,30 Jun 2019,15.53M,209.83M,25.09%,0.01,0.30M,SGD 0.06426,SGD 0.06426,4.282094594594595,0.5570580715850987,4.5526351351351355,0.246,-,-,4.75M,1.47M,20.28M,111.86M,7.77M,5.206,1.696,-0.16M,-,21.49M,3.56M,16.546,3.19M,8.943,-7.069,-19.683,-
CFM,0.016,0.016,-,30 Jun 2019,3.22M,201.54M,12.85%,-0.01,0.02M,SGD 0.01934,SGD 0.01934,-,0.146,5.618,0.287,-,-,2.65M,47.82M,5.85M,24.39M,4.46M,-7.554,-1.872,-0.10M,-,22.14M,-0.18M,0.623,-0.47M,-2.123,-11.466,-,-
Charisma Energy,0.002,0.002,-,30 Jun 2019,26.40M,13.17B,38.12%,-0.00,6.06M,SGD 0.00258,SGD 0.00258,-,1.133,-,-,-,-,75.12M,309.12M,111.07M,109.51M,5.86M,-188.969,-32.584,-0.15M,-,23.31M,-35.44M,-206.197,-57.29M,-243.978,-,-,-
ChasWood Res,0.009,0.009,-,30 Jun 2019,2.26M,250.61M,27.58%,-0.01,0.00M,-,-,-,0.078,-,-,-,-,11.65M,-,13.91M,26.16M,3.10M,-,-24.809,-,-,28.99M,-7.61M,-8.596,-2.59M,-8.916,-12.939,-,-
Chemical Ind,0.725,0.760,-,30 Jun 2019,57.72M,75.95M,39.76%,0.12,0.07M,SGD 0.72286,SGD 0.72286,5.271513157894736,0.7207323407202214,3.246282894736842,0.529,1.974,7.819,-31.00M,0.02M,34.48M,119.44M,23.27M,8.797,8.889,-1.40M,-,72.85M,9.77M,15.403,10.44M,14.329,-8.725,40.901,-
Cheung Woh,0.125,0.149,-,30 Jun 2019,46.65M,302.21M,19.95%,-0.04,0.05M,SGD 0.13407,SGD 0.13407,-,0.38005044817801004,12.731543624161073,0.493,1.007,3.681,-8.01M,2.89M,56.33M,133.23M,9.18M,-16.790,-5.498,-11.22M,-,86.46M,-15.68M,-6.940,-7.06M,-8.166,3.884,-,-
China Env,0.037,0.037,-,30 Jun 2019,30.90M,843.02M,97.07%,-0.03,0.00M,-,-,-,0.959,-,-,-,-,22.80M,-,53.16M,"1,107.04M",63.52M,-13.222,-52.678,-0.35M,-,32.23M,-108.77M,-317.742,-103.23M,-320.373,-14.507,-,-
China Env Res,0.014,0.011,-,30 Jun 2019,315.66M,2.04B,77.04%,-0.03,144.43M,SGD 0.02405,SGD 0.02405,-,2.194876033057852,-,0.460,-,-,10.34M,-,301.54M,919.83M,14.13M,-20.095,-21.597,-37.42M,-,233.02M,-204.51M,-104.424,-193.16M,-82.640,-1.684,-,-
China Essence,0.014,-,-,30 Jun 2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dukang,0.100,0.160,-,30 Jun 2019,12.77M,79.83M,41.86%,-0.36,2.95M,SGD 0.17336,SGD 0.19327,-,0.17109375,-,0.060,-,-,-3.79M,-,0.63M,"1,379.96M",175.04M,-18.506,-16.036,-1.28M,-,29.16M,-212.17M,-147.501,-45.02M,-154.386,-42.708,-,-
Dynamic Colours,0.162,0.170,-,30 Jun 2019,35.79M,209.97M,17.51%,0.01,0.07M,SGD 0.17948,SGD 0.17948,-,-,-,0.806,2.941,6.239,-9.22M,0.05M,26.57M,37.34M,6.83M,4.164,-,-0.59M,-,-,2.02M,-,-,-,-10.069,-9.436,-
EcoWise,0.027,0.026,-,30 Jun 2019,24.89M,957.48M,43.75%,-0.01,3.84M,SGD 0.02839,SGD 0.02793,-,0.468026627218935,-,0.671,-,-,13.93M,15.03M,39.35M,80.09M,3.94M,-11.947,-5.475,-2.69M,-,57.33M,-3.64M,-5.741,-4.72M,-7.953,-6.739,-,-
Edition,0.005,0.007,-,30 Jun 2019,17.66M,2.51B,8.97%,-0.00,0.35M,SGD 0.00535,SGD 0.00535,-,195.90816326530614,-,0.734,-,-,-15.90M,0.15M,1.77M,24.50M,15.95M,-10.691,-12.419,-1.13M,-,0.05M,-3.22M,"-7,000.000",-2.77M,"-7,002.174",-73.239,-,-
Eindec,0.025,0.025,-,30 Jun 2019,2.69M,107.70M,15.94%,-0.02,0.12M,SGD 0.01967,SGD 0.01967,-,0.258,-,0.289,-,-,-1.89M,0.82M,0.80M,17.46M,2.89M,-23.279,-12.805,-0.51M,-,10.44M,-2.43M,-23.278,-2.47M,-23.633,-13.481,-,-
Elec & Eltek USD,1.380,1.430,-,30 Jun 2019,267.30M,186.92M,25.26%,0.13,0.37M,USD 1.37933,USD 1.37933,10.61634965034965,0.41349386278057604,3.9769090909090914,0.672,-,4.720,84.13M,13.53M,351.42M,726.53M,25.08M,6.167,3.576,-85.23M,-,602.63M,32.67M,5.421,24.30M,4.134,3.602,12.139,-
Ellipsiz,0.405,0.430,-,30 Jun 2019,71.87M,167.13M,36.84%,-0.03,1.03M,SGD 0.43727,SGD 0.43727,39.47337209302326,1.1381507571660359,-,0.611,5.814,5.578,-71.48M,-,-3.71M,138.91M,75.58M,-3.774,-6.708,-0.83M,-,56.01M,-4.80M,-14.702,-9.63M,-17.178,-17.057,-,-
EMAS Offshore,0.050,0.050,-,30 Jun 2019,133.98M,438.43M,23.58%,-8.66,0.00M,-,-,-,0.115,-,-,-,-,"4,252.62M",-,"4,386.60M",466.48M,9.17M,-,-88.186,-16.77M,-,"1,161.44M",-649.18M,-475.647,"-6,005.00M",-517.031,-23.627,-,-
EMS Energy,0.022,0.022,-,30 Jun 2019,10.12M,448.74M,13.18%,-0.01,0.00M,-,-,-,21.487,-,-,-,-,25.83M,-,35.95M,12.71M,0.11M,-,-103.553,-0.02M,-,0.47M,-26.60M,"-5,646.921",-26.60M,"-5,646.921",-68.428,-,-
Envictus,0.136,0.138,-,30 Jun 2019,34.16M,247.11M,22.29%,-0.07,1.20M,SGD 0.14804,SGD 0.16688,-,0.23503633690401174,-,0.307,-,-,35.22M,34.41M,73.96M,518.86M,36.11M,-8.663,-5.683,-48.86M,-,141.19M,-25.43M,-6.472,-9.20M,-6.898,5.139,-,-
Enviro-Hub,0.024,0.035,-,30 Jun 2019,36.18M,1.03B,21.47%,0.00,1.06M,SGD 0.03891,SGD 0.03891,47.99999999999999,0.6479412244897956,4.295999999999999,0.750,8.571,-,92.72M,194.85M,128.90M,168.42M,5.38M,1.021,2.070,-1.13M,-,26.25M,6.58M,25.061,0.52M,14.062,-15.512,-36.571,-
ES,0.038,0.025,-,30 Jun 2019,3.53M,141.20M,14.01%,0.01,0.62M,SGD 0.02679,SGD 0.02679,-,-,-,0.131,-,-,3.32M,25.09M,6.85M,46.52M,7.13M,3.641,-,-1.93M,-,-,0.17M,-,-,-,-16.226,-13.419,-
Ezion,0.043,0.043,-,30 Jun 2019,160.73M,3.72B,92.44%,-0.13,462.99M,SGD 0.05142,SGD 0.05142,-,0.999,-,-,-,-,94.48M,-,"1,949.40M","1,342.10M",49.03M,-,-23.976,-65.35M,-,160.96M,-376.42M,-317.129,-465.79M,-290.105,-29.262,-,-
Ezra,0.011,0.011,-,30 Jun 2019,32.20M,2.94B,100.00%,-0.20,0.00M,-,-,-,0.045,-,-,-,-,"1,577.97M",5.50M,"1,610.17M","1,936.47M",34.03M,-121.680,-30.352,-168.38M,-,712.10M,-850.35M,-161.937,"-1,103.08M",-176.691,-14.797,-,-
