names,openprice,high_low,close,prevclosedate,marketcap,sharesoutstanding,p_float,avgvolume,normalizedeps,mthvwap,unadjvwap,adjvwap,peratio,price_sales,price_cf,pricebookvalue,dividend,divident_5_yr_avg,debt,long_term_debt_equity,enterprisevalue,assets,cash,roe,roa,capex,ebit,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Avi-Tech,0.305,0.320 - 0.300,0.305,apr_05_2020,53.44M,171.05M,-,7.21M,0.03,-,SGD 0.39657,SGD 0.39657,8.50611111080303,1.4859624588349405,7.098269841181819,1.042,6.348841269621212,5.872460317636364,-34.42M,0.083,19.02M,56.63M,34.49M,9.478,10.695,-0.77M,-,33.72M,5.72M,21.501,5.94M,17.611,7.9,-,9.03M,Technology Equipment / Semiconductor Equipment & Testing / 
BlackGoldNatural,0.009,0.011 - 0.010,0.011,apr_05_2020,11.04M,1.00B,-,190.01M,0,-,SGD 0.01587,SGD 0.01587,-,0.5678099999999999,-,2.683,-,-,9.84M,136.567,20.89M,15.58M,0.09M,-101.764,-33.666,-0.01M,-,15.74M,-5.76M,-52.175,-8.16M,-52.176,-,-,-0.54M,Energy - Fossil Fuels / Coal / 
PHIL AP DIV REIT S$D,0.943,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Hong Leong Asia,0.410,0.395 - 0.375,0.385,apr_05_2020,287.91M,747.82M,-,6.88M,0.07,-,SGD 0.61227,SGD 0.61227,4.963594936305881,0.08080435823833908,1.1531898735764705,0.38,-,-,-487.20M,30.837,-236.47M,"4,817.44M","1,299.35M",3.634,2.941,-137.74M,-,"3,856.81M",195.31M,4.553,30.60M,3.676,-6.02,-13.833,339.14M,"Automobiles & Auto Parts / Auto, Truck & Motorcycle Parts / "
YHI Intl,0.305,0.300 - 0.280,0.28,apr_05_2020,81.84M,292.30M,-,1.02M,0.04,-,SGD 0.321,SGD 0.321,6.4233,0.18915083296462545,2.7216166670172415,0.32,-,4.217133332982758,38.50M,8.8,120.34M,398.08M,56.39M,5.093,3.223,-4.93M,-,448.21M,16.22M,3.619,12.96M,2.848,-2.597,13.014,35.05M,"Automobiles & Auto Parts / Auto, Truck & Motorcycle Parts / "
DLC SG5xShort CityDev,0.515,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG7xLongHSI210114,0.031,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
KLW,0.002,0.003 - 0.002,0.003,apr_05_2020,16.14M,5.38B,-,92.25M,0,-,SGD 0.00292,SGD 0.00292,-,0.6299999999999999,-,0.231,-,-,-7.82M,4.21,4.44M,95.73M,15.80M,-1.843,-2.178,-0.68M,-,25.63M,-0.76M,-4.897,-1.91M,-7.869,-,-,-0.17M,Cyclical Consumer Products / Home Furnishings / 
Tritech,0.012,0.012 - 0.012,0.012,apr_05_2020,11.34M,944.87M,-,185.20M,0,-,SGD 0.02751,SGD 0.02752,-,0.326,-,0.289,-,-,11.70M,1.355,39.34M,107.87M,6.55M,-20.695,-5.69,-1.98M,-,34.78M,-5.29M,-10.431,-5.26M,-15.566,-9.533,-,-5.35M,Industrial & Commercial Services / Construction & Engineering / 
DBS MB ePW201230,0.380,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Geo Energy Res,0.080,0.080 - 0.075,0.08,apr_05_2020,111.94M,1.40B,-,9.91M,-0.04,-,SGD 0.13136,SGD 0.13136,-,0.3584,-,0.589,13.33333333,-,198.69M,208.698,310.63M,501.28M,139.00M,-24.628,-7.192,-3.15M,-,355.43M,-34.89M,-14.005,-53.94M,-15.155,31.141,-,11.33M,Energy - Fossil Fuels / Coal / 
Moya Asia,0.049,0.051 - 0.048,0.049,apr_05_2020,205.98M,4.20B,-,148.46M,0,-,SGD 0.07667,SGD 0.07667,12.663437499999999,1.0431427952455996,4.054749999999999,0.719,-,-,133.38M,70.134,339.36M,644.29M,113.14M,5.989,2.65,-7.38M,-,205.79M,58.03M,28.2,16.63M,8.244,37.809,-,89.35M,Industrial & Commercial Services / Environmental Services & Equipment / 
Datapulse Tech,0.195,0.195 - 0.180,0.195,apr_05_2020,42.72M,218.25M,-,2.87M,0,-,SGD 0.20434,SGD 0.20434,-,10.690330172160667,-,0.563,2.702594594289474,2.3779459459736842,-20.46M,26.564,18.95M,103.56M,47.16M,-0.887,-1.318,-46.18M,-,4.44M,-0.46M,-16.284,-1.20M,-26.959,-41.921,-,-0.23M,Technology Equipment / Computer Hardware / 
HSI25200MBePW200428,0.380,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
XT SingGovBond SG$,154.630,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Union Gas,0.215,0.215 - 0.210,0.21,apr_05_2020,48.07M,228.90M,-,2.23M,0.04,-,SGD 0.23861,SGD 0.23861,5.8469761899999995,0.6393934239999999,3.7133571429999996,1.55,4.388047619,-,-20.84M,0.052,27.23M,55.84M,20.96M,29.523,17.962,-1.68M,-,78.80M,10.47M,13.288,8.42M,10.681,9.148,25.29,15.19M,Utilities / Natural Gas Utilities / 
Low Keng Huat,0.385,0.380 - 0.345,0.38,apr_05_2020,280.75M,738.82M,-,0.57M,0.02,-,SGD 0.40858,SGD 0.40858,88.16165217171053,9.073449695292934,46.21004347473684,0.435,4.404623188552631,4.502826086868421,721.96M,58.643,640.61M,"1,213.12M",130.47M,2.342,0.381,-30.67M,-,38.53M,19.44M,16.67,3.53M,13.192,16.549,-19.977,17.19M,Industrial & Commercial Services / Construction & Engineering / 
DLC SG5xShort CCB,0.335,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Starburst,0.345,0.360 - 0.345,0.36,apr_05_2020,91.35M,243.82M,-,2.39M,-0.01,-,SGD 0.38241,SGD 0.39046,-,9.07565625,-,3.92,-,1.15,9.97M,64.119,101.31M,38.40M,4.99M,-10.006,-5.906,-0.01M,-,9.24M,-1.97M,-21.333,-2.38M,-25.79,-26.331,-,-0.51M,Industrial & Commercial Services / Business Support Services / 
Metro,0.615,0.670 - 0.655,0.66,apr_05_2020,548.82M,828.04M,-,2.61M,0.12,-,SGD 0.84251,SGD 0.8422,6.028835820659091,2.0625858764390492,5.445044776522726,0.368,2.781268656340909,1.9000746272272726,176.07M,9.878,551.78M,"1,899.69M",226.72M,6.386,4.41,-1.97M,-,224.19M,34.94M,20.092,83.21M,37.496,4.321,-2.267,7.48M,Retailers / Department Stores / 
MarcoPolo Marine,0.012,0.013 - 0.012,0.013,apr_05_2020,45.85M,3.52B,-,425.70M,0,-,SGD 0.02098,SGD 0.02144,-,1.519,12.853999999999997,0.42,-,-,-13.47M,0.079,32.38M,124.32M,13.57M,-3.481,-3.103,-4.27M,-,30.18M,1.72M,5.689,-3.87M,-12.806,-51.87,-,9.15M,Transportation / Marine Freight & Logistics / 
Yongnam,0.080,0.103 - 0.086,0.088,apr_05_2020,45.99M,522.60M,-,5.53M,-0.08,-,SGD 0.14282,SGD 0.14291,-,0.1351305497283951,-,0.229,-,-,170.58M,65.797,216.57M,463.09M,9.12M,-23.352,-11.474,-26.95M,-,205.13M,-58.86M,-28.694,-53.05M,-26.324,-8.833,-,1.18M,Industrial & Commercial Services / Construction & Engineering / 
Lyxor ChinaH US$,14.610,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Challenger,0.385,0.400 - 0.390,0.395,apr_05_2020,136.36M,345.21M,-,0.72M,0.05,-,SGD 0.50555,SGD 0.50555,7.447825,0.38353218797500394,3.8057249999999994,1.326,7.553699999999999,5.426574999999999,-54.97M,11.942,81.39M,161.39M,78.66M,18.089,12.112,-1.89M,-,329.57M,20.00M,6.08,17.62M,5.372,-1.482,3.583,36.82M,Retailers / Computer & Electronics Retailers / 
Tai Sin Electric,0.275,0.285 - 0.285,0.285,apr_05_2020,131.95M,460.26M,-,4.46M,0.03,-,SGD 0.32027,SGD 0.31955,8.167982456071428,0.3733533393415178,5.857982456071428,0.72,7.617982456071428,6.865350877589285,13.59M,0.077,140.99M,236.59M,16.82M,6.736,6.082,-11.40M,-,329.30M,13.34M,5.504,15.23M,4.708,1.418,-11.79,24.44M,Industrial Goods / Electrical Components & Equipment / 
Duty Free Intl,0.130,0.130 - 0.112,0.13,apr_05_2020,159.80M,1.20B,-,4.05M,0.01,-,SGD 0.15113,SGD 0.15113,17.444375,1.061639031,12.01339286,0.858,13.39232143,7.926517857,-77.72M,0.117,103.67M,752.84M,192.06M,8.186,4.416,-4.83M,-,202.89M,67.45M,7.747,9.89M,5.628,-2.113,-4.35,17.80M,Transportation / Airport Services / 
Chasen,0.041,0.037 - 0.037,0.037,apr_05_2020,14.39M,387.03M,-,74.40M,0.01,-,SGD 0.07602,SGD 0.07602,5.459648648648648,0.1436647187728269,1.374054054054054,0.208,11.979756756756757,2.7359189189189186,45.74M,9.645,37.95M,135.93M,13.36M,7.677,2.255,-8.45M,-,123.36M,8.82M,5.66,2.91M,2.618,-1.83,8.557,15.03M,Transportation / Ground Freight & Logistics / 
SunMoonFood,0.026,0.023 - 0.023,0.023,apr_05_2020,18.05M,778.27M,-,107.40M,-0.01,-,SGD 0.0546,SGD 0.05475,-,0.633829868,-,1.863,-,-,-1.38M,24.913,11.83M,34.33M,8.31M,-49.723,-12.539,-0.01M,-,36.39M,-5.78M,-8.928,-3.25M,-8.928,-,-,-3.20M,Food & Beverages / Fishing & Farming / 
Ley Choon,0.011,0.011 - 0.010,0.011,apr_05_2020,13.03M,1.18B,-,104.76M,-0.01,-,SGD 0.01739,SGD 0.01739,-,0.15850999999999996,5.0215,0.596,-,-,58.07M,218.013,65.86M,116.89M,5.22M,-33.346,-5.202,-0.65M,-,99.14M,-6.09M,-2.415,-6.36M,-6.411,-,-,7.08M,Industrial & Commercial Services / Construction & Engineering / 
GL,0.480,0.515 - 0.480,0.51,apr_05_2020,697.71M,1.37B,-,5.70M,0.05,-,SGD 0.74637,SGD 0.74637,9.668038830891087,1.2083566783930986,8.153475727841583,0.511,4.020815534257426,2.490407767128713,"1,204.51M",19.483,861.65M,"1,368.10M",94.80M,3.148,1.683,-44.20M,-,501.66M,52.50M,18.601,39.95M,7.964,-5.355,-2.453,147.10M,"Cyclical Consumer Services / Hotels, Motels & Cruise Lines / "
ISOTeam,0.127,0.130 - 0.119,0.119,apr_05_2020,39.97M,335.07M,-,2.81M,0.02,-,SGD 0.20659,SGD 0.2066,4.595182539798561,0.319003904933492,3.508626984446043,0.573,3.557007936870503,1.6963571427266184,34.08M,22.098,76.27M,122.98M,3.60M,12.443,4.957,-1.39M,-,127.24M,8.40M,7.191,7.43M,5.266,9.892,-1.773,13.09M,Industrial & Commercial Services / Construction & Engineering / 
Singapore O&G,0.158,0.160 - 0.156,0.16,apr_05_2020,76.29M,476.80M,-,8.20M,0.01,-,SGD 0.27928,SGD 0.27928,-,1.9685205453384378,71.94266666337501,2.107,3.924679486825,3.1549358975625004,-22.17M,6.576,54.12M,49.06M,25.99M,-2.804,-2.248,-0.95M,-,39.76M,0.65M,1.632,-1.13M,-2.85,16.51,-,14.76M,Healthcare Services / Healthcare Facilities & Services / 
Bonvests,0.820,0.830 - 0.815,0.815,apr_05_2020,327.24M,401.52M,-,0.49M,0.01,-,SGD 1.045,SGD 1.045,84.75539758999999,1.4025820869999999,9.350963855,0.373,1.939349398,-,293.19M,17.218,620.43M,"1,346.68M",46.46M,0.435,0.33,-52.44M,-,227.78M,18.85M,8.275,3.82M,1.909,3.01,-35.509,48.83M,"Cyclical Consumer Services / Hotels, Motels & Cruise Lines / "
PanUnited,0.270,0.290 - 0.280,0.28,apr_05_2020,196.56M,700.89M,-,4.57M,0.03,-,SGD 0.35124,SGD 0.35084,9.053052631392857,0.2297617725420918,4.144736842071429,0.97,5.413263157928571,5.651052631392857,79.49M,31.974,276.05M,442.10M,49.65M,10.415,4.845,-4.78M,-,768.26M,30.37M,3.953,20.51M,2.724,-2.694,-11.315,55.37M,Mineral Resources / Construction Materials / 
XT STGLDv US$,23.720,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Chuan Hup,0.177,0.182 - 0.179,0.181,apr_05_2020,168.02M,928.27M,-,2.50M,-0.04,-,SGD 0.23081,SGD 0.23081,2.7439944132746112,8.803917357994576,-,0.449,5.463268156398963,4.4902625696735745,-179.98M,-,-33.11M,288.54M,141.02M,-10.486,-7.206,-2.89M,-,18.66M,-26.24M,-178.561,-35.00M,-181.879,-38.116,-,-9.10M,Real Estate / Real Estate Development & Operations / 
Asia Enterprises,0.110,0.120 - 0.113,0.114,apr_05_2020,38.98M,341.13M,-,0.98M,0,-,SGD 0.13248,SGD 0.13248,55.765132741228065,0.9182316544244382,11.123628314912281,0.408,-,2.562123893421053,-41.94M,10.142,-2.96M,109.60M,52.12M,0.72,0.473,-0.05M,-,40.25M,0.55M,1.354,0.68M,1.255,-9.121,-18.663,2.33M,Mineral Resources / Iron & Steel / 
Stamford Land,0.305,0.335 - 0.315,0.315,apr_05_2020,272.19M,820.74M,-,4.49M,0.05,-,SGD 0.48075,SGD 0.48075,7.076,1.1074306078622222,5.548268656883334,0.468,2.8906716417,1.9483582085,408.12M,-,209.67M,667.40M,168.23M,9.215,3.968,-8.77M,-,203.78M,62.73M,21.713,33.67M,16.901,2.076,12.287,48.89M,"Cyclical Consumer Services / Hotels, Motels & Cruise Lines / "
XIAOMI MBePW200703,0.024,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
IS MS INDIA S$D,8.480,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Uni-Asia Grp,0.395,0.415 - 0.400,0.4,apr_05_2020,31.44M,78.60M,-,1.54M,0.02,-,SGD 0.67526,SGD 0.67273,7.150463414753086,0.16242935705730835,0.6715,0.177,10.115853659012345,4.266963414753087,518.72M,87.651,214.14M,334.22M,52.67M,0.966,1.142,-1.30M,-,179.18M,11.86M,13.78,4.26M,4.095,9.298,-25.696,42.58M,Real Estate / Real Estate Development & Operations / 
First Sponsor,1.100,1.140 - 1.140,1.14,apr_05_2020,913.28M,801.12M,-,1.33M,0.18,-,SGD 1.20932,SGD 1.2855,6.7466666669911515,2.6637503845406854,5.008859648849558,0.578,2.031140351150443,1.6432456145132746,379.52M,28.008,"1,292.80M","2,760.50M",313.39M,11.602,6.44,-37.48M,-,319.16M,122.11M,38.258,167.09M,51.878,3.328,34.203,136.37M,Real Estate / Real Estate Development & Operations / 
Dasin Retail Tr,0.815,0.820 - 0.800,0.8,apr_05_2020,518.90M,648.63M,-,7.91M,-0.01,-,SGD 0.8317,SGD 0.83024,-,6.743997732,-,0.584,8.473018293,-,589.82M,56.636,"1,108.72M","1,960.40M",115.69M,-0.895,-0.42,-0.07M,-,76.01M,13.65M,17.967,-7.44M,-9.783,27.624,-,52.11M,Real Estate / Commercial REITs / 
Kitchen Culture,0.069,0.071 - 0.070,0.07,apr_05_2020,12.37M,176.75M,-,51.58M,-0.03,-,SGD 0.06744,SGD 0.07489,-,0.863232295,-,-,-,-,4.81M,-,16.04M,13.79M,0.33M,-,-23.561,-0.07M,-,13.53M,-3.35M,-21.771,-3.63M,-28.405,-,-,-2.70M,Retailers / Home Furnishings Retailers / 
XT MSWorld US$,5.240,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
CDW,0.131,0.151 - 0.130,0.14,apr_05_2020,35.30M,223.19M,-,0.96M,-0.02,-,SGD 0.16983,SGD 0.16983,-,0.183644752,-,0.425,9.32615894,6.273251656,-22.07M,4.105,13.24M,89.05M,28.47M,-5.27,-3.225,-2.16M,-,144.80M,0.40M,0.392,-4.10M,-2.828,-6.691,-,4.71M,Technology Equipment / Electronic Equipment & Parts / 
FortressMinerals,0.210,0.210 - 0.210,0.21,apr_05_2020,105.00M,500.00M,-,2.05M,0.02,-,SGD 0.21944,SGD 0.22368,-,-,-,2.645,1.714,-,-16.81M,-,101.96M,25.08M,2.13M,124.031,-,-6.44M,-,-,6.82M,-,-,-,-,-,-,Mineral Resources / Iron & Steel / 
Vividthree,0.050,0.053 - 0.050,0.051,apr_05_2020,17.03M,334.01M,-,61.20M,0.01,-,SGD 0.13106,SGD 0.13175,4.981132075,1.482734069,4.296226415,0.658,-,-,-2.26M,-,12.65M,28.47M,4.38M,19.32,12.138,-1.56M,-,10.22M,4.09M,39.551,3.23M,31.565,-,-,4.56M,Cyclical Consumer Services / Entertainment Production / 
Aspial,0.158,0.164 - 0.133,0.164,apr_05_2020,319.13M,1.94B,-,0.43M,0.01,-,SGD 0.15096,SGD 0.15096,26.37336,0.632421333,7.190053333,1.016,4.816893333,2.659666667,"1,033.64M",103.139,"1,352.76M","1,723.49M",155.91M,4.104,1.094,-30.36M,-,560.24M,3.07M,0.549,12.70M,3.313,0.285,-22.924,76.61M,Real Estate / Real Estate Development & Operations / 
Nordic,0.220,0.225 - 0.205,0.225,apr_05_2020,90.00M,391.90M,-,3.88M,0.02,-,SGD 0.28037,SGD 0.28037,10.897333333333334,1.1677460317460318,8.030000000000001,1.027,3.6415238095238096,3.6121904761904764,1.91M,8.402,91.91M,161.84M,43.20M,10.162,5.406,-3.18M,-,84.63M,9.18M,10.848,8.48M,10.021,3.573,1.94,13.86M,Industrial & Commercial Services / Construction & Engineering / 
Hock Lian Seng,0.250,0.255 - 0.250,0.25,apr_05_2020,128.03M,512.10M,-,2.53M,0.02,-,SGD 0.34411,SGD 0.34411,9.987254903846155,0.6362937333579881,6.860784313461537,0.622,4.705882352884615,5.321568627884615,-99.12M,-,28.91M,324.02M,99.12M,6.162,3.779,-0.30M,-,193.49M,16.49M,8.522,12.57M,6.512,-5.933,-29.649,25.60M,Industrial & Commercial Services / Construction & Engineering / 
Noel Gifts Intl,0.150,0.160 - 0.150,0.15,apr_05_2020,15.37M,102.48M,-,0.06M,0,-,SGD 0.213,SGD 0.213,-,0.602050781,14.1421875,0.496,0.6253125,-,-7.98M,-,1.01M,36.52M,14.37M,-1.469,-0.302,-0.37M,-,22.44M,-0.40M,-0.067,-0.11M,-0.504,-4.402,-,1.19M,Retailers / Miscellaneous Specialty Retailers / 
Amplefield Ltd,0.022,0.023 - 0.022,0.022,apr_05_2020,19.81M,900.62M,-,106.59M,0,-,SGD 0.03842,SGD 0.03842,13.018,2.776,12.008,0.299,-,-,0.31M,0.807,20.12M,76.71M,0.76M,2.339,1.984,-0.02M,-,7.14M,1.71M,23.946,1.52M,22.502,-32.283,-16.505,1.13M,Real Estate / Real Estate Development & Operations / 
Wilton Resources,0.020,0.018 - 0.018,0.018,apr_05_2020,46.11M,2.56B,-,74.04M,-0.01,-,SGD 0.03736,SGD 0.03736,-,147.5666667036011,-,3.074,-,-,25.92M,230.774,68.63M,"551,331.00M","27,733.00M",-132.87,-51.807,"-174,095.00M",-,0.39M,"-264,473.00M","-6,312.84",-23.89M,"-6,312.84",-,-,-16.16M,Mineral Resources / Gold / 
FJ Benjamin,0.016,0.017 - 0.017,0.017,apr_05_2020,15.47M,909.94M,-,25.81M,0,-,SGD 0.03472,SGD 0.03472,-,0.10984083,2.013176471,0.293,-,-,33.91M,2.835,28.09M,102.10M,7.72M,0.335,-0.406,-3.09M,-,125.05M,4.07M,3.352,-0.46M,-0.368,-22.53,-,12.21M,Retailers / Apparel & Accessories Retailers / 
Spackman,0.007,0.008 - 0.007,0.008,apr_05_2020,9.64M,1.18B,-,237.96M,0,-,SGD 0.01466,SGD 0.01466,-,0.254953125,-,0.129,-,-,0.36M,5.503,10.01M,70.70M,8.35M,-4.972,-4.159,-1.26M,-,28.93M,-0.85M,-4.172,-3.71M,-14.179,-13.943,-,4.82M,Cyclical Consumer Services / Entertainment Production / 
Anchor Resources,0.005,0.005 - 0.004,0.005,apr_05_2020,6.22M,1.24B,-,73.27M,0,-,SGD 0.00857,SGD 0.00857,-,6.271875,-,3.649,-,-,7.62M,106.018,13.84M,40.88M,1.74M,-188.579,-35.238,-0.38M,-,1.55M,-15.82M,-336.697,-5.22M,-336.697,-,-,-3.02M,Mineral Resources / Non-Gold Precious Metals & Minerals / 
KingsmenCreative,0.175,0.205 - 0.191,0.205,apr_05_2020,41.40M,201.95M,-,2.69M,0,-,SGD 0.34713,SGD 0.34713,69.796125,0.08651562499999998,4.1991249999999996,0.36,10.670624999999998,-,-21.75M,23.792,19.65M,286.36M,65.00M,0.438,0.165,-11.81M,-,365.92M,2.17M,0.594,0.52M,0.131,0.942,-50.712,10.97M,Industrial & Commercial Services / Business Support Services / 
AsiaMedic,0.007,0.007 - 0.006,0.006,apr_05_2020,6.72M,416.09M,-,323.75M,0,-,SGD 0.01491,SGD 0.01491,-,0.35400000047222224,3.522000000166667,0.655,-,-,7.65M,236.91,14.37M,19.16M,2.89M,-14.364,-3.659,-0.17M,-,18.99M,-0.59M,-3.098,-0.59M,-3.098,-2.904,-,1.81M,Healthcare Services / Healthcare Facilities & Services / 
ZICO Hldgs,0.148,0.149 - 0.148,0.148,apr_05_2020,47.99M,324.25M,-,5.96M,0,-,SGD 0.15453,SGD 0.137,62.41130201,1.697976848,11.04338255,1.162,-,-,20.60M,3.104,62.42M,213.19M,15.96M,2.875,1.267,-2.12M,-,27.88M,8.53M,4.891,0.75M,3.398,26.89,-27.735,3.72M,Banking & Investment Services / Investment Management & Fund Operators / 
MindChamps,0.240,0.240 - 0.230,0.23,apr_05_2020,55.57M,241.60M,-,0.72M,0.03,-,SGD 0.44785,SGD 0.44785,8.022,1.031,3.437,0.884,5.826,-,70.02M,90.471,125.58M,155.89M,5.77M,11.207,5.567,-3.96M,-,53.89M,3.75M,6.957,6.93M,12.893,30.071,14,13.36M,Personal & Household Products & Services / Personal Services / 
STI 2650MBeCW201231,0.077,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
STI 3000MBePW200630,0.280,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
STI 2800MBePW201030,0.240,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
IS ASIA BND US$,10.020,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG3xLongHSI200714,1.385,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
XT S&P500 US$,47.600,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
STI 3100MBePW200430,0.335,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Amara,0.300,0.340 - 0.310,0.31,apr_05_2020,178.85M,574.97M,-,1.32M,0.05,-,SGD 0.42017,SGD 0.41376,5.6659701496875,1.3625306305664062,4.081791045,0.441,-,2.06865671625,359.53M,82.619,538.38M,821.69M,12.57M,7.016,3.489,-5.13M,-,105.30M,24.88M,23.627,28.18M,26.761,6.83,-4.349,35.98M,"Cyclical Consumer Services / Hotels, Motels & Cruise Lines / "
Pacific Century,0.280,0.285 - 0.280,0.28,apr_05_2020,741.48M,2.65B,-,5.28M,0.01,-,SGD 0.33574,SGD 0.33592,23.175157890370368,40.812400124663924,22.879438597037037,0.7,9.123087719407406,-,330.11M,29.073,"1,071.59M","1,411.73M",13.76M,2.553,2.219,-0.72M,-,17.54M,31.35M,178.775,31.46M,179.414,16.966,-21.169,6.86M,Holding Companies / Investment Holding Companies / 
Koh Bros,0.140,0.155 - 0.155,0.155,apr_05_2020,67.89M,412.46M,-,2.53M,0.01,-,SGD 0.19232,SGD 0.20262,10.021290326250002,0.15663683689062505,2.2201290326250005,0.212,-,1.5454193545000001,280.66M,92.387,348.55M,858.78M,88.90M,1.975,0.98,-21.58M,-,353.71M,8.68M,2.453,5.77M,2.297,-1.051,-27.027,17.36M,Industrial & Commercial Services / Construction & Engineering / 
Shangri-La HKD,5.300,HKD 5.950 - 5.950,HKD 5.950,apr_05_2020,"19,541.11M",3.59B,-,66.10M,0.59,-,HKD 7.51381,HKD 7.51381,14.42401680672269,0.7886861097380127,4.515243697478991,0.406,1.3076302521008403,-,"38,214.61M",74.792,"50,977.41M","13,170.65M","1,079.28M",2.993,1.137,-161.36M,-,"19,667.69M",180.51M,9.24,"1,202.30M",6.15,1.12,-15.541,"5,059.51M","Cyclical Consumer Services / Hotels, Motels & Cruise Lines / "
IEV,0.025,0.029 - 0.023,0.025,apr_05_2020,12.20M,487.67M,-,37.33M,-0.01,-,SGD 0.04959,SGD 0.04992,25.581521740384616,4.471880906989647,-,6.576,-,-,3.96M,158.558,16.16M,38.33M,2.99M,-,-24.011,-0.07M,-,3.22M,-7.57M,-77.477,-2.43M,-76.884,-49.735,-,-1.71M,Energy - Fossil Fuels / Oil Related Services and Equipme / 
Yeo Hiap Seng,0.790,0.740 - 0.740,0.74,apr_05_2020,429.13M,579.91M,-,0.40M,0.01,-,SGD 0.8773,SGD 0.8773,25.9013243192,1.3425672019338668,13.726783787200002,0.697,2.885635135106667,1.9216216212800001,-274.01M,3.112,155.12M,717.57M,295.75M,2.833,2.481,-16.42M,-,364.35M,24.10M,6.614,17.69M,4.855,-3.77,-9.546,11.17M,Food & Beverages / Food Processing / 
Mewah Intl,0.196,0.205 - 0.198,0.205,apr_05_2020,307.64M,1.50B,-,1.14M,0.01,-,SGD 0.23155,SGD 0.22208,18.1447,0.0739508,6.4062600000000005,0.413,4.35022,-,494.83M,6.578,802.47M,"1,252.79M",61.81M,2.236,0.922,-53.20M,-,"4,019.66M",18.14M,0.644,16.62M,0.41,-3.844,34.092,58.88M,Food & Beverages / Food Processing / 
Del Monte Pac,0.090,0.090 - 0.090,0.09,apr_05_2020,703.65M,1.94B,-,2.85M,0.02,-,SGD 0.12476,SGD 0.12476,-,0.25699999988309064,5.447000000412371,0.272,7.844000000103091,2.3720000001030925,"2,571.59M",176.676,"2,830.29M","2,398.69M",21.64M,3.844,-2.747,-123.48M,-,"2,743.11M",97.02M,3.209,-89.39M,-3.759,-,-,405.00M,Food & Beverages / Food Processing / 
