names,openprice,high_low,close,prevclosedate,marketcap,sharesoutstanding,p_float,avgvolume,normalizedeps,mthvwap,unadjvwap,adjvwap,peratio,price_sales,price_cf,pricebookvalue,dividend,divident_5_yr_avg,debt,long_term_debt_equity,enterprisevalue,assets,cash,roe,roa,capex,ebit,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry
Global Dragon,0.075,0.075 - 0.075,0.075,apr_05_2020,51.15M,681.98M,-,0.11M,0,-,SGD 0.06586,SGD 0.06586,8.013,33.584,-,1.307,-,-,55.90M,51.492,50.38M,54.98M,23.33M,-2.152,-0.652,-0.10M,-,1.52M,-0.42M,-24.425,-0.37M,-24.425,-38.546,-,-1.68M,Real Estate / Real Estate Development & Operations / 
CWX Global,0.003,0.002 - 0.002,0.002,apr_05_2020,7.80M,3.90B,-,273.68M,0,-,SGD 0.00417,SGD 0.0034,-,3.465,-,0.11,-,-,26.27M,35.127,32.94M,111.34M,2.09M,-2.854,-1.461,-2.07M,-,5.07M,-1.54M,-67.127,-2.34M,-46.282,-48.685,-,0.03M,Energy - Fossil Fuels / Integrated Oil & Gas / 
Pavillon,0.013,0.008 - 0.008,0.008,apr_05_2020,3.10M,387.75M,-,0.22M,0,-,SGD 0.01358,SGD 0.01358,14.941875,0.631109375,2.656875,0.102,-,-,-6.27M,3.135,-3.17M,43.05M,8.30M,1.072,2.711,-3.56M,-,12.99M,1.20M,9.201,0.34M,9.74,-,-,3.20M,Cyclical Consumer Services / Restaurants & Bars / 
Hyflux,0.210,0.210 - 0.210,0.21,apr_05_2020,187.46M,785.28M,-,0.00M,-0.15,-,-,-,-,1.248,-,-,-,-,"1,375.06M",119.468,"1,465.91M","3,653.23M",247.21M,-7.116,-36.626,-15.98M,-,150.18M,21.27M,-723.602,"-1,165.08M",-756.249,-10.452,-,-178.45M,Utilities / Water Utilities / 
2ndChance W230307,0.001,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
3Cnergy W200528,0.001,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
8Telecom,0.069,0.069 - 0.069,0.069,apr_05_2020,7.90M,112.48M,-,0.00M,-0.01,-,-,-,-,9.853,-,-,-,-,-,-,9.87M,5.60M,0.18M,-,-15.571,-0.30M,-,0.80M,-1.46M,-65.96,-0.27M,-65.835,-57.952,-,-0.55M,Technology Equipment / Communications & Networking / 
A-Smart,0.320,0.315 - 0.315,0.315,apr_05_2020,40.55M,128.73M,-,3.36M,-0.01,-,SGD 0.33184,SGD 0.33184,-,5.878260518626431,-,3.796,-,-,-3.47M,4.026,36.35M,14.86M,4.91M,-19.655,-14.974,-0.14M,-,7.12M,-2.49M,-28.066,-1.62M,-28.066,-28.292,-,-1.29M,Industrial & Commercial Services / Commercial Printing Services / 
A-Sonic Aero,0.196,0.194 - 0.194,0.194,apr_05_2020,11.34M,58.48M,-,0.24M,0.06,-,SGD 0.33919,SGD 0.33919,3.171360824262626,0.03980826839179676,1.5993195873737376,0.267,5.20814433010101,-,-20.44M,2.931,-9.10M,64.28M,20.86M,8.811,4.507,-0.65M,-,292.36M,3.48M,1.699,3.61M,1.516,-2.875,89.124,7.74M,Transportation / Air Freight & Logistics / 
AA,0.007,0.007 - 0.007,0.007,apr_05_2020,12.47M,1.78B,-,52.09M,0,-,SGD 0.00909,SGD 0.00909,-,0.563,-,0.226,-,-,0.98M,12.894,13.45M,80.26M,6.64M,-9.271,-6.463,-0.01M,-,22.16M,-5.07M,-22.86,-5.36M,-24.358,-21.175,-,3.73M,Technology Equipment / Electronic Equipment & Parts / 
Abterra,0.045,0.045 - 0.045,0.045,apr_05_2020,13.79M,292.83M,-,0.00M,-0.03,-,-,-,-,0.128,1.576,-,-,-,-0.21M,-,13.37M,100.31M,0.43M,-15.107,12.826,-,-,107.74M,-14.16M,7.985,2.70M,8.087,67.839,-,8.65M,Energy - Fossil Fuels / Coal / 
Accrelist Ltd,0.016,0.016 - 0.016,0.016,apr_05_2020,4.47M,279.14M,-,2.24M,0,-,SGD 0.06882,SGD 0.06916,-,0.028,2.872,0.112,-,-,7.92M,4.416,16.79M,106.93M,8.65M,0.361,-1.778,-1.00M,-,160.25M,1.18M,-0.917,-1.28M,-1.136,-2.611,-62.989,1.70M,Technology Equipment / Computer Hardware / 
Ace Achieve Info,0.008,0.008 - 0.008,0.008,apr_05_2020,6.02M,752.00M,-,0.00M,0,-,-,-,-,0.162,3.917,-,-,-,21.76M,1.297,27.77M,880.79M,36.00M,0.988,0.529,-4.49M,-,37.17M,5.21M,2.819,0.90M,2.419,-5.596,-26.684,3.54M,Technology Equipment / Communications & Networking / 
Acromec,0.060,0.060 - 0.060,0.06,apr_05_2020,8.31M,138.56M,-,5.41M,0,-,SGD 0.09133,SGD 0.09133,272.727,0.261,13.506,1.138,-,-,-6.81M,25.626,1.51M,23.21M,8.88M,0.414,0.169,-0.23M,-,31.90M,0.20M,0.623,0.03M,0.119,3.686,-60.552,0.78M,Industrial & Commercial Services / Construction & Engineering / 
Advanced Systems,0.001,0.001 - 0.001,0.001,apr_05_2020,22.32M,22.32B,-,1.77M,0,-,SGD 0.001,SGD 0.001,-,1.628,-,14.21,-,-,-0.06M,32.909,22.26M,20.72M,2.31M,-100.52,-17.445,-0.82M,-,13.71M,-3.42M,-24.907,-3.86M,-28.845,-42.499,-,-2.02M,Technology Equipment / Semiconductor Equipment & Testing / 
Advanced,0.031,0.038 - 0.038,0.038,apr_05_2020,3.93M,101.27M,-,0.14M,-0.04,-,SGD 0.11165,SGD 0.11165,-,0.028617035829059827,-,0.07,-,-,-7.08M,13.75,-3.15M,101.58M,16.16M,-5.163,-3.112,-0.64M,-,91.44M,-0.28M,-0.303,-2.90M,-3.187,1,-,-0.40M,Energy - Fossil Fuels / Oil Related Services and Equipme / 
AMOS,0.030,0.030 - 0.030,0.03,apr_05_2020,77.92M,2.60B,-,0.32M,-0.01,-,SGD 0.03719,SGD 0.03719,-,0.592,-,0.667,-,-,30.57M,31.995,100.24M,211.69M,28.61M,-26.413,-18.544,-9.91M,-,131.55M,-34.38M,-25.435,-33.45M,-25.521,-25.901,-,-15.85M,Industrial Goods / Industrial Machinery & Equipment / 
Amplefield Ltd W221218,0.002,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
AnAn Intl,0.006,0.002 - 0.002,0.002,apr_05_2020,8.47M,4.23B,-,0.90M,0,-,SGD 0.00257,SGD 0.00257,-,0.036,2.748,0.089,-,-,6.93M,31.883,15.39M,366.49M,26.96M,-3.961,-0.359,-5.17M,-,"2,396.33M",3.35M,0.2,-3.85M,-0.076,33.728,-,17.02M,Energy - Fossil Fuels / Oil & Gas Refining and Marketin / 
Anchun Intl,0.205,0.205 - 0.205,0.205,apr_05_2020,10.35M,48.69M,-,0.28M,0.05,-,SGD 0.29308,SGD 0.29308,4.375,0.301,2.343,0.169,-,-,-21.60M,0.015,-11.25M,377.85M,107.59M,4.008,3.048,-1.37M,-,34.39M,11.23M,6.568,2.33M,6.786,5.918,17.399,2.82M,Industrial Goods / Industrial Machinery & Equipment / 
AnnAik,0.051,0.050 - 0.050,0.05,apr_05_2020,12.66M,248.97M,-,0.63M,0,-,SGD 0.06396,SGD 0.06396,6.63204,0.2507364,2.08692,0.212,-,-,23.03M,31.661,35.69M,122.46M,10.99M,3.435,2.833,-11.69M,-,52.63M,4.55M,8.649,1.96M,6.211,1.177,21.705,6.59M,Mineral Resources / Iron & Steel / 
AnnAik W241009,0.002,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Annica,0.001,0.001 - 0.001,0.001,apr_05_2020,16.67M,16.67B,-,0.40M,0,-,SGD 0.001,SGD 0.001,-,1.836,203.351,3.747,-,-,-0.79M,2.157,15.88M,9.52M,1.62M,-7.577,-2.539,-0.16M,-,9.08M,-0.16M,-1.74,-0.33M,-2.654,-52.225,-,-0.12M,Energy - Fossil Fuels / Oil Related Services and Equipme / 
Aoxin Q & M,0.164,0.150 - 0.150,0.15,apr_05_2020,57.24M,381.57M,-,0.07M,0,-,SGD 0.17258,SGD 0.17258,-,-,-,1.191,-,-,4.82M,-,47.30M,265.77M,50.32M,-0.188,-,-33.89M,-,-,0.40M,-,-,-,199.729,-,-,Healthcare Services / Healthcare Facilities & Services / 
AP Oil,0.160,0.160 - 0.160,0.16,apr_05_2020,26.32M,164.53M,-,0.70M,0.01,-,SGD 0.16954,SGD 0.16954,11.212,0.419,6.929,0.47,4.688,2.671,-23.79M,15.015,2.53M,75.52M,33.62M,4.221,3.335,-7.06M,-,62.84M,2.80M,4.456,2.35M,3.736,-4.332,-13.091,3.37M,Chemicals / Commodity Chemicals / 
Arion Ent,0.007,0.007 - 0.007,0.007,apr_05_2020,4.36M,622.94M,-,8.37M,0,-,SGD 0.00931,SGD 0.00857,-,4.472,-,1.725,-,-,-2.52M,-,1.20M,3.41M,3.16M,-57.988,-53.082,-0.01M,-,0.98M,-1.29M,-130.256,-1.30M,-132.923,-59.321,-,-1.27M,Cyclical Consumer Services / Consumer Publishing / 
Arion Ent W200505,0.001,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Artivision Tech,0.002,0.002 - 0.002,0.002,apr_05_2020,3.60M,1.80B,-,40.40M,0,-,SGD 0.00407,SGD 0.00407,-,-,-,-,-,-,6.17M,-,9.47M,1.06M,1.00M,-,-87.388,-,-,-,-1.89M,-,-1.46M,-,-,-,-0.65M,Holding Companies / Investment Holding Companies / 
Asia Fashion,0.064,0.064 - 0.064,0.064,apr_05_2020,5.77M,85.50M,-,0.00M,-0.04,-,-,-,-,1.355,-,-,-,-,1.71M,51.823,7.48M,77.94M,1.69M,-56.471,-10.807,-0.16M,-,4.26M,-11.62M,-54.939,-3.11M,-73.145,-,-,-1.52M,Cyclical Consumer Products / Textiles & Leather Goods / 
Adventus,0.004,0.003 - 0.003,0.003,apr_05_2020,5.85M,1.95B,-,25.59M,0,-,SGD 0.00585,SGD 0.00585,-,-,-,0.402,-,-,15.38M,125.129,21.23M,62.85M,2.85M,-8.62,-3.044,-21.14M,-,-,-1.53M,-,-1.32M,-,-,-,-1.51M,Industrial Goods / Industrial Machinery & Equipment / 
AEI W210527,0.001,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
AEI,0.900,0.900 - 0.900,0.9,apr_05_2020,51.96M,54.72M,-,0.08M,-0.09,-,SGD 0.80234,SGD 0.80234,-,5.725,-,1.095,-,-,-23.86M,21.106,28.10M,60.19M,33.91M,-12.024,-9.856,-0.31M,-,9.08M,-5.00M,-55.057,-5.86M,-64.511,-30.032,-,-2.44M,Mineral Resources / Aluminum / 
AF Global,0.118,0.115 - 0.115,0.115,apr_05_2020,121.40M,1.06B,-,0.67M,0,-,SGD 0.14171,SGD 0.14171,6.574139130293577,4.522009829468898,35.18759999999999,0.502,4.461426086862384,-,-22.13M,2.389,99.27M,369.27M,31.28M,-0.634,-0.086,-9.81M,-,28.27M,-1.23M,-4.344,-1.70M,-1.309,-,-,3.55M,"Cyclical Consumer Services / Hotels, Motels & Cruise Lines / "
AGV,0.020,0.022 - 0.022,0.022,apr_05_2020,4.09M,185.95M,-,5.18M,-0.04,-,SGD 0.02123,SGD 0.02321,-,0.5206611570247934,-,-,-,-,12.38M,-,16.47M,19.03M,0.14M,-,-42.76,-0.01M,-,6.50M,-7.67M,-118.083,-6.79M,-129.332,-22.757,-,-4.09M,Mineral Resources / Iron & Steel / 
AIMS Property,0.950,0.950 - 0.950,0.95,apr_05_2020,45.94M,44.52M,-,0.17M,0.22,-,-,-,4.646,4.053,-,0.399,2.566,3.041,-1.20M,-,39.29M,115.02M,6.65M,9.003,8.909,-,-,11.34M,9.91M,87.156,9.89M,87.227,6.742,-15.534,9.88M,Real Estate / Commercial REITs / 
AliPictures HKD,1.170,HKD 1.170 - 1.170,HKD 1.170,apr_05_2020,"26,553.79M",26.82B,-,857.30M,-0.01,-,HKD 1.31571,HKD 1.31571,-,8.093,-,1.655,-,-,"-3,759.89M",4.821,"22,586.69M","16,617.78M","4,360.36M",-1.759,-3.248,-58.68M,-,"3,281.08M",-497.00M,-17.129,-566.41M,-17.909,-,-,-300.38M,Cyclical Consumer Services / Entertainment Production / 
Alita Resources,0.078,0.078 - 0.078,0.078,apr_05_2020,115.16M,1.48B,-,0.00M,-0.01,-,-,-,-,1.805,-,0.584,-,-,22.29M,17.317,107.80M,92.21M,18.84M,-3.059,-28.171,-44.98M,-,63.82M,-0.10M,-76.191,-44.30M,-69.417,-,-,-19.23M,Mineral Resources / Specialty Mining & Metals / 
Alliance HC,0.197,0.197 - 0.197,0.197,apr_05_2020,40.95M,207.89M,-,0.04M,0,-,SGD 0.17871,SGD 0.17871,28.224,1.016,12.757,2.237,-,-,-7.37M,24.048,31.83M,35.48M,14.29M,2.708,-,-2.38M,-,40.30M,1.25M,5.812,1.39M,4.349,-,-,4.04M,Healthcare Services / Healthcare Facilities & Services / 
DLC SG5xShortAAC A,0.495,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Allied Tech,0.011,0.011 - 0.011,0.011,apr_05_2020,19.47M,1.77B,-,0.00M,-0.02,-,-,-,-,0.158,-,0.289,-,-,10.48M,16.661,29.95M,121.24M,5.95M,-34.539,-22.926,-5.49M,-,123.35M,-29.18M,-23.652,-28.08M,-24.789,-13.936,-,-25.16M,Industrial Goods / Industrial Machinery & Equipment / 
Alpha Energy,0.032,0.032 - 0.032,0.032,apr_05_2020,72.18M,2.26B,-,0.00M,0,-,SGD 0.03348,SGD 0.03348,-,-,-,0.268,-,-,147.13M,-,82.92M,89.57M,1.07M,-1.773,-1.084,-3.05M,-,-,-0.92M,-,-2.64M,-,-,-,-1.05M,Energy - Fossil Fuels / Oil & Gas Exploration and Productio / 
Asia Vets,0.063,0.063 - 0.063,0.063,apr_05_2020,8.75M,138.93M,-,0.06M,0.01,-,SGD 0.12769,SGD 0.12769,11.754,2.298,7.591,0.452,-,-,-11.95M,0.501,-3.19M,21.53M,12.28M,4.017,3.581,-,-,3.81M,0.79M,20.72,0.76M,20.011,-39.117,-18.862,1.20M,Healthcare Services / Healthcare Facilities & Services / 
Asian Healthcare,0.180,0.184 - 0.184,0.184,apr_05_2020,79.30M,430.96M,-,19.86M,0.01,-,SGD 0.24285,SGD 0.24285,20.31554348,6.217592155,26.73097826,2.568,6.911413043,-,-17.02M,-,62.27M,29.66M,17.02M,15.683,12.943,-0.08M,-,12.21M,3.53M,28.316,2.87M,23.49,-,-,3.72M,Healthcare Services / Healthcare Facilities & Services / 
Asiatic,0.005,0.005 - 0.005,0.005,apr_05_2020,7.78M,1.56B,-,53.31M,-0.01,-,SGD 0.00728,SGD 0.00694,-,0.182,-,0.183,-,-,22.56M,0.47,29.43M,85.99M,1.17M,-41.04,-20.513,-0.45M,-,42.76M,-18.73M,-42.477,-19.56M,-45.365,-19.084,-,-0.21M,Industrial Goods / Industrial Machinery & Equipment / 
Asiatravel.com,0.027,0.027 - 0.027,0.027,apr_05_2020,13.19M,449.31M,-,0.00M,-,-,-,-,-,0.14,-,-,-,-,-0.97M,3.148,12.11M,25.93M,1.64M,-,-79.011,-0.66M,-,94.35M,-34.47M,-34.037,-27.64M,-34.106,-,-,-22.59M,Software & IT Services / Internet Services / 
ASL M W240723,0.002,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ASL Marine,0.032,0.032 - 0.032,0.032,apr_05_2020,20.22M,629.27M,-,0.76M,-0.19,-,SGD 0.03824,SGD 0.03824,-,0.074,-,0.141,-,-,342.52M,201.885,367.96M,746.07M,15.40M,-61.186,-15.89,-10.18M,-,271.96M,-141.68M,-49.691,-139.53M,-50.975,-16.23,-,-36.61M,Industrial Goods / Shipbuilding / 
Astaka,0.088,0.088 - 0.088,0.088,apr_05_2020,164.51M,1.87B,-,0.00M,-0.02,-,-,-,-,1.526,-,4.459,-,-,7.05M,0.218,169.68M,623.58M,10.28M,-62.653,-18.923,-0.12M,-,107.80M,-100.80M,-32.683,-36.56M,-36.665,-2.054,-,-35.09M,Real Estate / Real Estate Development & Operations / 
Atlantic Nav,0.050,0.050 - 0.050,0.05,apr_05_2020,26.18M,523.51M,-,0.34M,0.01,-,SGD 0.04078,SGD 0.04078,7.635,0.24,1.532,0.213,-,-,95.74M,61.434,121.91M,196.10M,2.12M,2.822,1.206,-1.28M,-,109.18M,9.53M,12.448,3.43M,3.139,-4.9,-38.135,28.80M,Energy - Fossil Fuels / Oil Related Services and Equipme / 
AVJennings A$,0.480,AUD 0.570 - 0.570,AUD 0.570,apr_05_2020,180.77M,406.23M,-,2.10M,0.04,-,AUD 0.56711,AUD 0.56711,6.534109090485436,0.38844297490508056,6.2783999999999995,0.453,5.294836363805825,6.042763636194174,172.22M,50.417,362.40M,685.24M,18.70M,4.134,3.583,-0.79M,-,354.64M,23.84M,9.67,23.90M,6.74,2.216,-3.763,36.12M,Real Estate / Real Estate Development & Operations / 
Axcelasia,0.137,0.135 - 0.135,0.135,apr_05_2020,21.64M,160.31M,-,0.19M,0.01,-,SGD 0.08957,SGD 0.08957,24.25711852,2.617876433,17.90539259,1.967,-,-,-7.51M,1.682,14.14M,39.07M,23.87M,8.443,7.094,-0.29M,-,8.51M,4.47M,17.309,0.91M,10.536,19.333,6.059,1.80M,Industrial & Commercial Services / Business Support Services / 
Ayondo,0.048,0.048 - 0.048,0.048,apr_05_2020,24.47M,509.79M,-,0.00M,0,-,-,-,-,-,-,-,-,-,2.62M,-,27.09M,0.04M,0.03M,-,-8.3,-,-,-,-1.53M,-,-2.10M,-,-,-,-1.59M,Banking & Investment Services / Financial & Commodity Market Operators / 
B&M Hldg,2.600,2.600 - 2.600,2.6,apr_05_2020,22.77M,8.76M,-,0.00M,-0.09,-,SGD 2.6,SGD 2.6,-,10.523,-,2.565,1.615,-,-5.69M,-,16.13M,10.15M,6.64M,-7.939,-7.776,-0.03M,-,2.16M,-0.80M,-34.893,-0.76M,-34.937,-10.748,-,-0.62M,Banking & Investment Services / Investment Management & Fund Operators / 
Ban Leong,0.210,0.210 - 0.210,0.21,apr_05_2020,23.92M,111.35M,-,0.09M,0.03,-,SGD 0.22457,SGD 0.22457,7.763,0.152,5.94,0.778,7.143,-,-2.85M,0.572,14.53M,66.40M,13.49M,11.787,5.309,-0.25M,-,157.02M,4.60M,2.643,3.07M,2.056,4.609,20.5,4.26M,Technology Equipment / Computer Hardware / 
BBR,0.148,0.148 - 0.148,0.148,apr_05_2020,48.06M,322.39M,-,1.50M,-0.04,-,SGD 0.15295,SGD 0.15295,-,0.376,-,0.393,-,-,69.68M,93.051,117.74M,302.22M,48.97M,-10.022,-4.811,-1.66M,-,127.81M,-13.63M,-10.666,-12.82M,-11.13,-28.931,-,-3.21M,Industrial & Commercial Services / Construction & Engineering / 
Beng Kuang,0.046,0.046 - 0.046,0.046,apr_05_2020,6.21M,135.01M,-,0.19M,-0.01,-,SGD 0.04785,SGD 0.04785,"1,150.00",0.106,0.651,0.118,-,-,29.93M,22.982,36.14M,115.93M,4.44M,4.236,1.396,-3.89M,-,58.36M,4.13M,7.072,2.22M,2.94,-4.619,-,5.86M,Industrial & Commercial Services / Construction & Engineering / 
Berlian LajuTank,0.027,0.027 - 0.027,0.027,apr_05_2020,"1,297,009.00M",25.91B,-,0.22M,3.7,-,-,-,155.28,3.607,13.342,2.731,-,-,"480,155.10M",97.213,"1,785,946.39M",71.35M,3.17M,17.769,1.024,-1.47M,-,"359,584.50M",0.30M,-5.341,"11,956.34M",3.325,-48.205,-56.886,"67,693.26M",Transportation / Marine Freight & Logistics / 
Best World,1.360,1.360 - 1.360,1.36,apr_05_2020,753.97M,544.10M,-,0.00M,0.13,-,-,-,8.265,1.915,7.904,3.363,0.882,2.67,-212.30M,-,549.30M,288.39M,206.72M,48.074,30.247,-2.59M,-,393.67M,93.14M,30.642,90.02M,22.841,43.26,116.465,124.73M,Personal & Household Products & Services / Personal Products / 
BH Global,0.080,0.080 - 0.080,0.08,apr_05_2020,24.00M,900.00M,-,0.20M,0,-,SGD 0.0898,SGD 0.0898,13.423,0.486,9.623,0.518,-,-,20.51M,23.938,44.51M,82.78M,6.23M,4.567,1.572,-2.29M,-,49.37M,1.67M,3.379,1.74M,2.327,-20.727,-22.721,3.38M,Industrial Goods / Electrical Components & Equipment / 
BHG Retail Reit,0.500,0.520 - 0.520,0.52,apr_05_2020,264.94M,509.49M,-,0.80M,0.09,-,SGD 0.64962,SGD 0.64333,5.2894230769999995,3.09818787,4.0625,0.626,7.155769231,5.882692308,231.55M,65.187,496.49M,957.78M,47.03M,11.527,6.85,-0.06M,-,79.06M,83.39M,105.477,48.01M,79.182,7.704,45.019,47.44M,Real Estate / Commercial REITs / 
BIDU ADR US$+,175.000,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
BMM W210213,0.002,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
BMM,0.007,0.007 - 0.007,0.007,apr_05_2020,3.71M,529.41M,-,0.00M,-,-,-,-,-,-,-,4.514,-,-,0.04M,-,3.44M,7.41M,0.40M,-,-,-0.64M,-,-,-2.43M,-,-,-,-,-,-,Renewable Energy / Renewable Energy Equipment & Services / 
Boldtek,0.093,0.093 - 0.093,0.093,apr_05_2020,17.26M,185.63M,-,0.11M,0,-,SGD 0.09427,SGD 0.09427,41.892,0.224,13.362,0.599,-,-,28.42M,16.153,42.67M,86.34M,1.89M,2.92,0.447,-1.80M,-,76.98M,0.98M,0.77,0.41M,0.508,-8.892,-31.484,2.65M,Real Estate / Real Estate Development & Operations / 
Brook Crompton,0.860,0.860 - 0.860,0.86,apr_05_2020,30.49M,35.46M,-,0.07M,0.11,-,SGD 0.86207,SGD 0.86207,7.888,0.653,6.544,0.877,2.326,-,-13.35M,10.261,17.14M,50.35M,17.93M,11.682,8.253,-0.07M,-,46.70M,4.68M,10.018,3.87M,8.279,-3.68,-,5.57M,Industrial Goods / Electrical Components & Equipment / 
DLC SG5xShortDBS A,3.440,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
DLC SG5xShortHSC200714,0.465,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Bund Center,0.440,0.430 - 0.430,0.43,apr_05_2020,327.01M,758.77M,-,0.49M,0.04,-,SGD 0.56557,SGD 0.56557,12.108186046511628,3.1024164413196327,7.2569302325581395,0.751,2.380093023255814,3.9231627906976745,-160.80M,0.005,166.21M,491.58M,160.89M,6.341,5.744,-1.30M,-,110.35M,31.87M,28.883,27.57M,25.779,-3.145,-3.649,49.53M,Real Estate / Real Estate Development & Operations / 
Camsing Hc,1.070,1.070 - 1.070,1.07,apr_05_2020,32.10M,30.00M,-,0.00M,0,-,-,-,-,2.477,-,-,-,-,-2.81M,0.225,30.45M,15.77M,5.09M,0.483,-7.474,-0.82M,-,12.96M,0.12M,-7.493,-0.86M,-8.35,-4.244,-,-0.37M,Retailers / Miscellaneous Specialty Retailers / 
Capital World,0.005,0.005 - 0.005,0.005,apr_05_2020,9.16M,1.83B,-,47.92M,0,-,SGD 0.00923,SGD 0.00898,-,0.603,-,0.099,-,-,13.40M,-,22.80M,793.82M,3.22M,-15.003,-11.29,-33.59M,-,15.18M,-30.15M,-199.389,-30.57M,-202.803,-,-,-3.21M,Real Estate / Real Estate Development & Operations / 
Captii,0.260,0.260 - 0.260,0.26,apr_05_2020,8.31M,31.96M,-,0.11M,0.06,-,SGD 0.34492,SGD 0.34492,4.002,0.349,2.087,0.204,4.808,-,-8.52M,-,-0.21M,54.02M,10.17M,5.204,5.224,-1.07M,-,23.81M,3.56M,14.941,2.08M,12.04,1.99,-0.782,4.66M,Telecommunications Services / Wireless Telecommunications Services / 
Casa,0.045,0.045 - 0.045,0.045,apr_05_2020,9.44M,209.83M,-,0.17M,0.01,-,SGD 0.05388,SGD 0.05388,3.728,0.508,3.586,0.167,-,-,-0.83M,0.714,8.61M,93.31M,1.75M,5.164,2.078,-0.06M,-,18.59M,3.07M,16.535,2.86M,10.968,-4.737,-11.225,3.62M,"Cyclical Consumer Products / Appliances, Tools & Housewares / "
CEA ADR US$,21.400,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
CFM,0.014,0.014 - 0.014,0.014,apr_05_2020,2.82M,201.54M,-,0.03M,0,-,SGD 0.01475,SGD 0.01475,-,0.156,3.335,0.258,-,-,5.62M,50.218,6.15M,22.34M,3.61M,2.63,-0.537,-0.21M,-,18.11M,0.80M,1.927,-0.13M,-0.701,-20.648,-17.155,1.33M,Industrial Goods / Industrial Machinery & Equipment / 
CH Offshore,0.025,0.025 - 0.025,0.025,apr_05_2020,17.63M,704.89M,-,0.14M,-0.03,-,SGD 0.05157,SGD 0.05157,-,0.59,-,0.162,-,-,0.58M,2.973,18.21M,99.42M,8.32M,-16.899,-13.59,-0.40M,-,29.90M,-9.78M,-46.655,-20.06M,-67.103,-,-,-3.73M,Energy - Fossil Fuels / Oil Related Services and Equipme / 
CHA ADR US$,47.350,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Charisma Energy,0.002,0.002 - 0.002,0.002,apr_05_2020,27.31M,13.66B,-,0.00M,0,-,-,-,-,1.563,-,-,-,-,76.08M,254.807,115.09M,107.57M,5.86M,-185.82,-37.993,-1.00M,-,17.48M,-34.96M,-315.365,-69.18M,-394.596,-,-,-46.83M,Utilities / Electric Utilities / 
Charisma W211128,0.001,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
ChasWood Res,0.009,-,-,apr_05_2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Cheung Woh,0.115,0.115 - 0.115,0.115,apr_05_2020,36.00M,298.53M,-,0.30M,-0.01,-,SGD 0.14841,SGD 0.14841,-,0.716,-,0.434,1.304,-,-21.59M,0.564,20.92M,98.57M,20.70M,-10.416,-11.12,-1.45M,-,50.32M,-7.41M,-19.564,-11.38M,-22.615,5.305,-,7.54M,Industrial Goods / Industrial Machinery & Equipment / 
China Env,0.037,0.037 - 0.037,0.037,apr_05_2020,32.61M,843.02M,-,0.00M,-0.03,-,-,-,-,1.017,-,-,-,-,22.68M,-,54.76M,"1,107.04M",63.52M,-13.222,-52.678,-0.35M,-,32.07M,-108.77M,-317.742,-102.70M,-320.373,-14.507,-,-96.41M,Industrial & Commercial Services / Environmental Services & Equipment / 
