symbol,exchange,name,type,week52change,week52high,week52low,marketcap,employees,day200movingavg,day50movingavg,float,avg10volume,avg30volume,ttmeps,ttmdividendrate,companyname,sharesoutstanding,maxchangepercent,year5changepercent,year2changepercent,year1changepercent,ytdchangepercent,month6changepercent,month3changepercent,month1changepercent,day30changepercent,day5changepercent,nextdividenddate,dividendyield,nextearningsdate,exdividenddate,peratio,beta,primaryexchange,calculationprice,open,opentime,opensource,close,closetime,closesource,high,hightime,highsource,low,lowtime,lowsource,latestprice,latestsource,latesttime,latestupdate,latestvolume,iexrealtimeprice,iexrealtimesize,iexlastupdated,delayedprice,delayedpricetime,oddlotdelayedprice,oddlotdelayedpricetime,extendedprice,extendedchange,extendedchangepercent,extendedpricetime,previousclose,previousvolume,change,changepercent,volume,iexmarketpercent,iexvolume,avgtotalvolume,iexbidprice,iexbidsize,iexaskprice,iexasksize,iexopen,iexopentime,iexclose,iexclosetime,ytdchange,lasttradetime,isusmarketopen
DK,NYS,Delek US Holdings Inc,cs,-0.396355,44.08,7.79,1675664536,3814,29.77,16.45,63529887,1524496,1674404.03,-2.1466,1.18,"Delek US Holdings, Inc.",75514400,0.3655,-0.3812,-0.5393,-0.396355,-0.347161,-0.423187,-0.228174,0.232093,0.607971,0.003165,2020-05-19,0.05317710680486705,2020-08-10,2020-03-09,-10.34,1.277429113598037,New York Stock Exchange,close,20.09,1588944600484,official,22.19,1588968001782,official,22.44,1588967227693,IEX real time price,19.733,1588945113461,15 minute delayed price,22.19,Close,"May 8, 2020",1588968001782,1258113,,,,22.19,1588968600007,22.24,1588967985021,22.19,0,0,1588977000007,19.68,1355292,2.51,0.12754,1258113,,,1674404,,,,,,,22.245,1588967957212,-0.21826,1588968023592,false
DKL,NYS,Delek Logistics Partners LP,cs,-0.36744,33.69,5.51,569393100,,26.7,12.74,3871785,440358.1,436647.33,2.8636,3.435,Delek Logistics Partners LP,29426000,-0.1937,-0.5682,-0.3052,-0.36744,-0.402778,-0.405347,-0.359907,1.107843,1.166853,0.049919,,0.17751937984496122,2020-08-10,2020-05-04,6.76,1.419816687749697,New York Stock Exchange,close,17.67,1588944600540,official,19.35,1588968001613,official,19.35,1588979180988,15 minute delayed price,17.313,1588945374773,15 minute delayed price,19.35,Close,"May 8, 2020",1588968001613,262423,,,,19.35,1588968561290,19.35,1588967995175,19.35,0,0,1588979180988,17.38,168408,1.97,0.11335,262423,,,436647,,,,,,,19.23,1588967909744,-0.29105,1588967997608,false
DKS,NYS,Dick's Sporting Goods Inc.,cs,-0.17560800000000001,49.8,13.46,2591640352,41600,37.41,26.11,59115622,2150746.4,3131280.8,3.4052,1.1,"Dick's Sporting Goods, Inc.",62647500,3.855,-0.4514,-0.0178,-0.175608,-0.381792,-0.270793,-0.318629,0.080856,0.371205,0.094347,,0.036900369003690044,2020-06-02,2020-03-19,8.75,1.238692682682579,New York Stock Exchange,close,28.77,1588944600661,official,29.81,1588968001849,official,29.91,1588981971155,15 minute delayed price,28.3,1588945090055,15 minute delayed price,29.81,Close,"May 8, 2020",1588968001849,2013019,,,,29.81,1588968310677,29.79,1588967985074,29.78,-0.03,-0.00101,1588981971155,27.8,1082326,2.01,0.0723,2013019,,,3131281,,,,,,,29.805,1588967960660,-0.32830000000000004,1588967999509,false
GKOS,NYS,Glaukos Corp,cs,-0.429266,84.65,23.31,1762766040,600,56.06,35.22,41790058,794407.4,696076.53,-0.8566,,Glaukos Corp.,44179600,0.278,0.278,0.1145,-0.429266,-0.266948,-0.364751,-0.388131,0.177338,0.196761,0.153846,,,2020-07-29,,-46.58,1.2025170061578339,New York Stock Exchange,close,40.34,1588944600624,official,39.9,1588968001801,official,41,1588977000002,15 minute delayed price,38.51,1588945292920,15 minute delayed price,39.9,Close,"May 8, 2020",1588968001801,684230,,,,39.9,1588968398016,39.85,1588967996493,39.9,0,0,1588977000002,41.16,671526,-1.26,-0.03061,684230,,,696077,,,,,,,39.86,1588967994331,-0.30511,1588968001799,false
DLB,NYS,Dolby Laboratories Inc. Class A,cs,-0.090083,73.2,44.68,5846287498,2193,63.78,57.36,63845792,445354.5,469730.9,2.1914,0.82,"Dolby Laboratories, Inc.",64434400,1.3901,0.4608,-0.06,-0.090083,-0.163835,-0.115982,-0.177919,0.014321,0.076752,-0.007519,2020-05-15,0.014118457300275482,2020-07-22,2020-02-07,26.5,1.0659672716304176,New York Stock Exchange,close,57.64,1588944600609,official,58.08,1588968001764,official,58.31,1588977000006,15 minute delayed price,57.51,1588945162125,15 minute delayed price,58.08,Close,"May 8, 2020",1588968001764,282485,,,,58.08,1588968674603,58.12,1588967999996,58.08,0,0,1588977000006,56.82,320999,1.26,0.02218,282485,,,469731,,,,,,,58.09,1588967994184,-0.13802,1588968020724,false
DLNG,NYS,Dynagas LNG Partners LP,cs,-0.246637,2.5,0.98,59623200,,1.7,1.39,19814635,51849.2,69925.93,0.0204,,Dynagas LNG Partners LP,35490000,-0.9067,-0.915,-0.7895,-0.246637,-0.211268,-0.203791,-0.101604,0.46087,0.46087,0.037037,,,2020-05-13,2019-05-02,82.35,0.7175274968537066,New York Stock Exchange,close,1.66,1588944600577,official,1.68,1588968001645,official,1.7,1588945226267,15 minute delayed price,1.66,1588944600577,15 minute delayed price,1.68,Close,"May 8, 2020",1588968001645,13781,,,,1.68,1588968000000,1.67,1588967841558,1.68,0,0,1588977000008,1.69,37913,-0.01,-0.00592,13781,,,69926,,,,,,,1.58,1588774197402,-0.21342,1588968001645,false
DLPH,NYS,Delphi Technologies Plc,cs,-0.439963,21.84,5.39,1043104376,21000,12.71,9.59,86003783,4942127.2,3562472.77,-0.6575,,Delphi Technologies Plc,86282000,-0.4337,-0.857,-0.7426,-0.439963,-0.08067,-0.057722,-0.181572,0.457177,0.241521,0.272919,,,2020-08-05,2018-11-05,-18.37,1.5751477041859911,New York Stock Exchange,close,11.73,1588944600607,official,12.08,1588968001778,official,12.14,1588982220003,15 minute delayed price,11.64,1588945136427,15 minute delayed price,12.08,Close,"May 8, 2020",1588968001778,5128135,,,,12.08,1588968442043,12.1,1588967985023,12.07,-0.01,-0.00083,1588982220003,11.47,6090536,0.61,0.05318,5128135,,,3562473,,,,,,,12.095,1588967983407,-0.02182,1588968001775,false
DLR,NYS,Digital Realty Trust Inc.,cs,0.23350300000000002,158.36,105,38906687660,1550,127.19,138.06,267258046,1687033.2,2408484.33,2.8175,4.36,"Digital Realty Trust, Inc.",268211000,11.0883,1.2719,0.36,0.233503,0.229322,0.243442,0.150539,-0.021782,0.091908,-0.004871,,0.030056528333103544,2020-07-23,2020-03-16,51.49,0.8665180676206335,New York Stock Exchange,close,153,1588944600694,official,145.06,1588968001784,official,153.18,1588982373401,15 minute delayed price,143,1588945549862,15 minute delayed price,145.06,Close,"May 8, 2020",1588968001784,2033678,,,,145.06,1588968357949,145.07,1588967985036,145.9,0.84,0.00579,1588982373401,149.03,1655740,-3.97,-0.02664,2033678,,,2408484,,,,,,,145.16,1588967996828,0.18206,1588968001774,false
DLX,NYS,Deluxe Corporation,cs,-0.407355,54.15,19.57,1053856240,5584,42.21,26.78,41910276,444974.8,446648.93,-7.1076,1.2,Deluxe Corp.,42188000,-0.3826,-0.6128,-0.6332,-0.407355,-0.497789,-0.507783,-0.40651,-0.169824,-0.009123,-0.057714,2020-05-15,0.04803843074459568,2020-07-23,2020-02-14,-3.51,1.1204090713130306,New York Stock Exchange,close,26.83,1588944600602,official,24.98,1588968001875,official,27.42,1588977000006,15 minute delayed price,24.15,1588959172284,15 minute delayed price,24.98,Close,"May 8, 2020",1588968001875,824150,,,,24.98,1588968600007,24.97,1588967995183,24.98,0,0,1588977000006,25.54,355036,-0.56,-0.02193,824150,,,446649,,,,,,,24.96,1588967982367,-0.52473,1588968023010,false
DNOW,NYS,NOW Inc.,cs,-0.566548,15.33,4.05,665685720,4400,9.94,6.09,108496825,1202532.7,1492778.27,-4.0843,,"NOW, Inc.",110353000,-0.7997,-0.7506,-0.5708,-0.566548,-0.450857,-0.51241,-0.368912,0.070299,0.101266,-0.001639,,,2020-07-29,,-1.49,0.9558879473513148,New York Stock Exchange,close,6.03,1588944600499,official,6.09,1588968001922,official,6.275,1588977000008,15 minute delayed price,5.98,1588945187418,15 minute delayed price,6.09,Close,"May 8, 2020",1588968001922,1446329,,,,6.09,1588970502355,6.09,1588967995853,6.09,0,0,1588977000008,5.94,1251414,0.15,0.02525,1446329,,,1492778,,,,,,,6.1,1588967971929,-0.43915,1588968023113,false
DNR,NYS,Denbury Resources Inc.,cs,-0.840899,1.97,0.163,152250424,806,0.9175,0.3149,498805199,24850590.2,26516938.17,0.4755,,"Denbury Resources, Inc.",506320000,-0.8897,-0.965,-0.9123,-0.840899,-0.788239,-0.724128,-0.679561,0.366818,0.311382,-0.084906,,,2020-05-12,2015-08-21,0.63,1.773020883793725,New York Stock Exchange,close,0.288,1588944600666,official,0.3007,1588968001882,official,0.305,1588982362457,15 minute delayed price,0.28,1588945144419,15 minute delayed price,0.3007,Close,"May 8, 2020",1588968001882,14157483,,,,0.3007,1588968582078,0.2999,1588967995840,0.2999,-0.0008,-0.00266,1588982362457,0.28,22352835,0.0207,0.07393,14157483,,,26516938,,,,,,,0.2999,1588967979525,-0.72007,1588968001876,false
DOC,NYS,Physicians Realty Trust,cs,-0.10906,20.78,11.01,3226733010,77,17.67,15.58,200541355,1702053.1,2117890.1,0.4046,0.92,Physicians Realty Trust,202557000,10.8,-0.0233,0.0473,-0.10906,-0.127123,-0.124725,-0.209821,-0.040939,0.084411,0.082937,,0.057752667922159454,2020-07-30,2020-04-01,39.37,0.9493729356570159,New York Stock Exchange,close,15.63,1588944600516,official,15.93,1588968001915,official,15.99,1588977306846,15 minute delayed price,15.45,1588945097106,15 minute delayed price,15.93,Close,"May 8, 2020",1588968001915,1523334,,,,15.93,1588968024932,15.94,1588967984866,15.9,-0.03,-0.00188,1588977306846,15.38,2560410,0.55,0.03576,1523334,,,2117890,,,,,,,15.9,1588967949226,-0.11603999999999999,1588968024932,false
DOOR,NYS,Masonite International Corp.,cs,0.177887,89.21,34.88,1578446808,10000,62.25,54.04,23934496,247229.1,237246.63,2.8314,,Masonite International Corp.,24449300,0.2475,-0.0614,0.0354,0.177887,-0.101836,-0.04171,-0.173791,0.226211,0.433711,0.100767,,,2020-08-05,,22.8,1.4047075295261142,New York Stock Exchange,close,65.03,1588944600530,official,64.56,1588968001604,official,65.99,1588977000010,15 minute delayed price,64.225,1588950264678,15 minute delayed price,64.56,Close,"May 8, 2020",1588968001604,188268,,,,64.56,1588969792926,64.81,1588967995848,64.56,0,0,1588977000010,62.42,278043,2.14,0.03428,188268,,,237247,,,,,,,64.815,1588967964287,-0.07642000000000002,1588968013542,false
DOV,NYS,Dover Corporation,cs,-0.041666999999999996,120.26,62.95,13276231810,24000,101.28,88.01,143013072,874452.3,1112312.57,5.1614,1.95,Dover Corp.,143947000,4.641,0.5162,0.2345,-0.041667,-0.210833,-0.161164,-0.219844,0.03154,0.125442,0.017542,2020-05-28,0.021142795185948172,2020-07-16,2020-02-27,17.87,1.2276610487437998,New York Stock Exchange,close,92.88,1588944600595,official,92.23,1588968001839,official,93.5,1588977000007,15 minute delayed price,91.32,1588961408715,15 minute delayed price,92.23,Close,"May 8, 2020",1588968001839,588255,,,,92.23,1588971111113,92.19,1588967999998,92.23,0,0,1588977000007,91.07,605405,1.16,0.01274,588255,,,1112313,,,,,,,92.21,1588967997044,-0.19316,1588968043643,false
DOW,NYS,Dow Inc.,cs,-0.351408,56.25,21.95,25429295230,36500,44.86,32.08,739754717,6261574.3,7446389.17,-2.2752,2.8,"Dow, Inc.",740731000,-0.3897,-0.3897,-0.3897,-0.351408,-0.361302,-0.384877,-0.287612,-0.060996,0.202031,0.038415,2020-05-28,0.08156131663268279,2020-07-23,2020-02-27,-15.09,1.384455275397143,New York Stock Exchange,close,33.78,1588944600811,official,34.33,1588968001831,official,34.37,1588981554232,15 minute delayed price,33.37,1588944966726,15 minute delayed price,34.33,Close,"May 8, 2020",1588968001831,4323590,,,,34.33,1588968596273,34.34,1588967985026,34.35,0.02,0.00058,1588981554232,32.85,5058466,1.48,0.04505,4323590,,,7446389,,,,,,,34.34,1588967994256,-0.33335000000000004,1588968001799,false
DPZ,NYS,Domino's Pizza Inc.,cs,0.308158,387.85,220.9,14440049386,13100,288.52,343.23,38843957,887280.7,926964.23,10.7072,2.73,"Domino's Pizza, Inc.",39117900,26.3415,2.4779,0.4735,0.308158,0.258044,0.315009,0.342951,0.074118,0.089656,0.027875,2020-06-12,0.007396169163663948,2020-07-16,2020-03-12,34.47,0.4734933561722976,New York Stock Exchange,close,369.5,1588944600675,official,369.11,1588968001791,official,373.68,1588982398149,15 minute delayed price,365.11,1588950169781,15 minute delayed price,369.11,Close,"May 8, 2020",1588968001791,940703,,,,369.11,1588968415467,369.4,1588967984976,370,0.89,0.00241,1588982398149,367.17,1312513,1.94,0.00528,940703,,,926964,,,,,,,369.16,1588967998600,0.26168,1588967999509,false
DRE,NYS,Duke Realty Corporation,cs,0.113957,38.88,25.19,12608572800,400,33.99,32.3,367477254,2334644.3,2654125.3,1.1062,0.9,Duke Realty Corp.,368382000,0.2201,0.7342,0.1939,0.113957,-0.013093,-0.024166,-0.090373,-0.046119,0.057357,0.033831,2020-05-13,0.02653301886792453,2020-07-22,2020-02-13,30.66,1.1413290123932414,New York Stock Exchange,close,33.81,1588944600608,official,33.92,1588968001765,official,34.05,1588977000007,15 minute delayed price,33.365,1588949096413,15 minute delayed price,33.92,Close,"May 8, 2020",1588968001765,1818427,,,,33.92,1588968043613,33.905,1588967984528,33.92,0,0,1588977000007,33.23,2137979,0.69,0.02076,1818427,,,2654125,,,,,,,33.92,1588967990331,-0.007039999999999998,1588968043613,false
DRH,NYS,DiamondRock Hospitality Company,cs,-0.48782800000000004,11.79,1.96,1097342887,31,8.95,5.44,197688929,3704735.6,3145288.97,,0.5,DiamondRock Hospitality Co.,199819000,-0.484,-0.5878,-0.5248,-0.487828,-0.50363,-0.470474,-0.463199,0.011091,0.100604,-0.023214,,0.09140767824497258,2020-05-11,2019-12-31,,1.3226542767207097,New York Stock Exchange,close,5.16,1588944600617,official,5.47,1588968001851,official,5.52,1588977000006,15 minute delayed price,4.95,1588945117925,15 minute delayed price,5.47,Close,"May 8, 2020",1588968001851,6526570,,,,5.47,1588968023648,5.47,1588967995799,5.47,0,0,1588977000006,5,3201104,0.47,0.094,6526570,,,3145289,,,,,,,5.465,1588967981419,-0.41590000000000005,1588968023648,false
DRI,NYS,Darden Restaurants Inc.,cs,-0.379144,128.41,26.15,9704558880,185000,103.67,64.65,129426502,3050281.1,4059749.57,5.195,3.39,"Darden Restaurants, Inc.",129879000,3.7291,0.3539,-0.187,-0.379144,-0.334402,-0.346625,-0.386485,0.16133,0.366996,0.058057,,0.045369379014989296,2020-06-18,2020-01-09,14.38,1.605581210619453,New York Stock Exchange,close,72.02,1588944600687,official,74.72,1588968001842,official,74.88,1588980979139,15 minute delayed price,71.75,1588945200122,15 minute delayed price,74.72,Close,"May 8, 2020",1588968001842,2995206,,,,74.72,1588968583552,74.71,1588967995116,74.75,0.03,0.0004,1588980979139,70.53,2304814,4.19,0.05941,2995206,,,4059750,,,,,,,74.695,1588967990234,-0.26009,1588968001831,false
DRQ,NYS,Dril-Quip Inc.,cs,-0.335325,56.71,23.91,975038067,1814,42.65,31.74,34593166,376089.2,394238.93,-0.3357,,"Dril-Quip, Inc.",35060700,2.9957,-0.6486,-0.3607,-0.335325,-0.404879,-0.384053,-0.330202,-0.200862,-0.00572,-0.073,,,2020-07-24,,-82.84,1.045936730719239,New York Stock Exchange,close,27.33,1588944600556,official,27.81,1588968001790,official,28.21,1588977000005,15 minute delayed price,27.02,1588961971600,15 minute delayed price,27.81,Close,"May 8, 2020",1588968001790,386239,,,,27.81,1588968600006,27.81,1588967996717,27.81,0,0,1588977000005,26.76,636183,1.05,0.03924,386239,,,394239,,,,,,,27.78,1588967930673,-0.37426,1588968001789,false
DS,NYS,Drive Shack Inc.,cs,-0.76306,5.42,0.86,85179535,4658,3.46,1.47,57579354,1668252.1,917582.8,-0.9425,,"Drive Shack, Inc.",67070500,-0.8226,-0.7548,-0.7534,-0.76306,-0.653005,-0.693976,-0.626471,-0.147651,-0.124138,0.104348,,,2020-08-11,2016-12-16,-1.35,1.396172723224524,New York Stock Exchange,close,1.2,1588944600683,official,1.27,1588968001826,official,1.32,1588977000002,15 minute delayed price,1.13,1588945742369,15 minute delayed price,1.27,Close,"May 8, 2020",1588968001826,2433382,,,,1.27,1588968526180,1.27,1588967996560,1.27,0,0,1588977000002,1.14,1505790,0.13,0.11404,2433382,,,917583,,,,,,,1.28,1588967689189,-0.53896,1588968001825,false
DSSI,NYS,Diamond S Shipping Inc.,cs,-0.163235,17.5,8.62,458710730,45,12.58,11.17,24271723,1057849.9,838912.5,0.9216,,"Diamond S Shipping, Inc.",40308500,0.0383,0.0383,0.0383,-0.163235,-0.32503,-0.241333,0.088995,0.095284,-0.001754,-0.171158,,,2020-08-05,,12.35,0.9395918735342551,New York Stock Exchange,close,10.99,1588944600634,official,11.38,1588968001742,official,11.48,1588977000004,15 minute delayed price,10.69,1588945554960,15 minute delayed price,11.38,Close,"May 8, 2020",1588968001742,1169176,,,,11.38,1588968017761,11.4,1588967985024,11.38,0,0,1588977000004,11.57,682180,-0.19,-0.01642,1169176,,,838913,,,,,,,11.4,1588967994074,-0.33742,1588968017761,false
DSX,NYS,Diana Shipping Inc.,cs,-0.438486,4.15,1.25,158909500,1025,2.85,1.69,66471130,402317,372330.37,-0.1809,,"Diana Shipping, Inc.",89275000,-0.8932,-0.7299,-0.5377,-0.438486,-0.420195,-0.492877,-0.333333,0.262411,0.271429,0.011364,,,2020-05-14,,-9.84,1.0416335523698086,New York Stock Exchange,close,1.85,1588944600617,official,1.78,1588968001842,official,1.86,1588977000006,15 minute delayed price,1.78,1588949265488,15 minute delayed price,1.78,Close,"May 8, 2020",1588968001842,325418,,,,1.78,1588968001842,1.78,1588967994965,1.78,0,0,1588977000006,1.82,334787,-0.04,-0.02198,325418,,,372330,,,,,,,1.8,1588962729301,-0.45508,1588968001842,false
DT,NYS,Dynatrace Inc.,cs,0.309015,37.07,17.05,8766326240,1981,24.92,26.14,117746756,1594454.5,1660230.9,-1.8581,,"Dynatrace, Inc.",280792000,1.7925,0.309,0.309,0.309015,0.199385,0.547076,-0.076878,0.260905,0.274806,0.104742,,,2020-05-12,,-16.8,0.4977453574914261,New York Stock Exchange,close,32.42,1588944600637,official,31.22,1588968001746,official,32.64,1588982379015,15 minute delayed price,31.05,1588966788518,15 minute delayed price,31.22,Close,"May 8, 2020",1588968001746,2752761,,,,31.22,1588970041681,31.16,1588967999966,31.4,0.18,0.00577,1588982379015,31.89,2457754,-0.67,-0.02101,2752761,,,1660231,,,,,,,31.19,1588967998129,0.19999,1588967999950,false
DTE,NYS,DTE Energy Company,cs,-0.18074400000000002,135.67,71.21,19503891120,10700,121.69,99.81,191325737,1243727.3,1353473.63,5.8979,3.915,DTE Energy Co.,192612000,1.5938,0.299,-0.0277,-0.180744,-0.213209,-0.16113,-0.241271,-0.089798,0.038245,0.004265,2020-06-12,0.03866284811376654,2020-07-22,2020-03-13,17.17,1.106009281907071,New York Stock Exchange,close,100,1588944600627,official,101.26,1588968001730,official,101.69,1588979958469,15 minute delayed price,99.65,1588945104405,IEX real time price,101.26,Close,"May 8, 2020",1588968001730,1018552,,,,101.26,1588970642793,101.18,1588967999998,101.27,0.01,0.0001,1588979958469,98.72,1340571,2.54,0.02573,1018552,,,1353474,,,,,,,101.27,1588967993878,-0.19537,1588968043587,false
DUK,NYS,Duke Energy Corporation,cs,-0.058159999999999996,103.79,62.13,60028891620,28793,90.77,84.65,733244323,3091726.2,3774532.7,5.0887,3.745,Duke Energy Corp.,734029000,2.4032,0.0703,0.0287,-0.05816,-0.094753,-0.066438,-0.150161,-0.094452,0.019828,-0.010287,2020-05-14,0.04579359256541942,2020-05-12,2020-02-13,16.07,0.9722421276539045,New York Stock Exchange,close,81.49,1588944600736,official,81.78,1588968001808,official,82.07,1588980186155,15 minute delayed price,80.5,1588950216634,15 minute delayed price,81.78,Close,"May 8, 2020",1588968001808,2874904,,,,81.78,1588968340173,81.74,1588967999998,81.77,-0.01,-0.00012,1588980186155,80.31,3431738,1.47,0.0183,2874904,,,3774533,,,,,,,81.74,1588967998469,-0.0858,1588967999998,false
DVA,NYS,DaVita Inc.,cs,0.54181,90.15,43.4,9836568000,65000,69.59,75.32,120703800,1340583.3,1347422.8,6.3254,,"DaVita, Inc.",121800000,10.6034,-0.008,0.2233,0.54181,0.073223,0.163186,-0.024048,0.079391,0.104939,0.07508,,,2020-07-29,,12.77,0.8376663166723252,New York Stock Exchange,close,81.04,1588944600638,official,80.76,1588968001770,official,81.39,1588944606998,IEX real time price,79.96,1588959045765,15 minute delayed price,80.76,Close,"May 8, 2020",1588968001770,1247988,,,,80.76,1588968023761,80.71,1588967995899,82.18,1.42,0.01758,1588979608499,80.16,1800512,0.6,0.00749,1247988,,,1347423,,,,,,,80.725,1588967995233,0.08059,1588968023761,false
DVD,NYS,Dover Motorsports Inc.,cs,-0.328358,2.09,1.06,49157516,60,1.76,1.3,14942864,34541.2,20100.13,0.131,0.1,"Dover Motorsports, Inc.",17903000,-0.5994,-0.4304,-0.351,-0.328358,-0.274194,-0.285714,-0.249583,0.054688,0.022727,0.08,,0.07407407407407407,,2019-11-07,10.31,0.3617641929284217,New York Stock Exchange,close,1.35,1588944600601,official,1.35,1588968001830,official,1.38,1588977000006,15 minute delayed price,1.333,1588949478549,15 minute delayed price,1.35,Close,"May 8, 2020",1588968001830,9246,,,,1.35,1588968000000,1.35,1588968001830,1.35,0,0,1588977000006,1.33,12344,0.02,0.01504,9246,,,20100,,,,,,,1.36,1588953594304,-0.25526,1588968001830,false
DVN,NYS,Devon Energy Corporation,cs,-0.5936,31.81,4.7,4864100000,1800,19.84,9.71,370878816,8844012.1,12500209.13,-5.0149,0.38,Devon Energy Corp.,383000000,-0.4752,-0.8118,-0.6648,-0.5936,-0.507561,-0.436307,-0.436557,0.31334,1.019078,0.112084,2020-06-12,0.029921259842519688,2020-08-04,2020-03-12,-2.53,1.6542433555771148,New York Stock Exchange,close,12.32,1588944600660,official,12.7,1588968001780,official,12.72,1588981544752,15 minute delayed price,12.25,1588959779192,15 minute delayed price,12.7,Close,"May 8, 2020",1588968001780,7363775,,,,12.7,1588968546082,12.71,1588967985036,12.8,0.1,0.00787,1588981544752,12.01,8928829,0.69,0.05745,7363775,,,12500209,,,,,,,12.705,1588967996533,-0.45804999999999996,1588968001773,false
