symbol,exchange,name,type,week52change,week52high,week52low,marketcap,employees,day200movingavg,day50movingavg,float,avg10volume,avg30volume,ttmeps,ttmdividendrate,companyname,sharesoutstanding,maxchangepercent,year5changepercent,year2changepercent,year1changepercent,ytdchangepercent,month6changepercent,month3changepercent,month1changepercent,day30changepercent,day5changepercent,nextdividenddate,dividendyield,nextearningsdate,exdividenddate,peratio,beta,primaryexchange,calculationprice,open,opentime,opensource,close,closetime,closesource,high,hightime,highsource,low,lowtime,lowsource,latestprice,latestsource,latesttime,latestupdate,latestvolume,iexrealtimeprice,iexrealtimesize,iexlastupdated,delayedprice,delayedpricetime,oddlotdelayedprice,oddlotdelayedpricetime,extendedprice,extendedchange,extendedchangepercent,extendedpricetime,previousclose,previousvolume,change,changepercent,volume,iexmarketpercent,iexvolume,avgtotalvolume,iexbidprice,iexbidsize,iexaskprice,iexasksize,iexopen,iexopentime,iexclose,iexclosetime,ytdchange,lasttradetime,isusmarketopen
EFOI,NAS,Energy Focus Inc.,cs,-0.40023699999999995,0.99,0.1614,5643435,42,0.4623,0.3534,12063121,660071.6,444320.3,-0.6017,,"Energy Focus, Inc.",15897000,-0.9878,-0.9397,-0.8523,-0.400237,-0.310947,-0.228093,-0.417937,0.175886,0.014286,0.128776,,,2020-05-13,,-0.59,0.8669191110725777,NASDAQ,close,0.39,1588944600353,official,0.355,1588968000480,official,0.4116,1588974700804,15 minute delayed price,0.3222,1588962984184,15 minute delayed price,0.355,Close,"May 8, 2020",1588968000480,727525,,,,0.355,1588967981284,0.355,1588967981285,0.351,-0.004,-0.01127,1588974700804,0.3868,2885592,-0.0318,-0.08221,727525,,,444320,,,,,,,0.355,1588966532491,-0.34601,1588967981284,false
PLSE,NAS,Pulse Biosciences Inc.,cs,-0.126783,17.45,5.11,229976380,82,11.91,7.26,11240732,231769.2,126993.17,-2.2637,,"Pulse Biosciences, Inc.",20869000,1.6427,1.6427,-0.4566,-0.126783,-0.248295,-0.229371,-0.197378,0.578797,0.649701,0.363861,,,2020-05-11,,-4.87,1.1212533904694066,NASDAQ,close,9.08,1588944600078,official,11.02,1588968000601,official,12,1588972324541,15 minute delayed price,9.01,1588945120104,15 minute delayed price,11.02,Close,"May 8, 2020",1588968000601,358106,,,,11,1588967996643,11,1588967974787,11.9,0.88,0.07985,1588972324541,8.99,149696,2.03,0.22581,358106,,,126993,,,,,,,10.92,1588967956160,-0.022484999999999977,1588968000601,false
EFSC,NAS,Enterprise Financial Services Corp,cs,-0.314674,48.81,24.13,752651970,805,39.92,29.38,23804208,131906.7,116214.67,3.353,0.66,Enterprise Financial Services Corp.,26161000,1.1232,0.3852,-0.4462,-0.314674,-0.401995,-0.367831,-0.361801,-0.077293,0.057721,-0.02968,2020-06-12,0.022940563086548488,2020-07-27,2020-03-13,8.58,1.2251531695377955,NASDAQ,close,28,1588944600414,official,28.77,1588968000597,official,28.97,1588968017687,15 minute delayed price,27.92,1588944803144,15 minute delayed price,28.77,Close,"May 8, 2020",1588968000597,140160,,,,28.77,1588968017687,28.71,1588967995041,28.77,0,0,1588968004407,27.59,181022,1.18,0.04277,140160,,,116215,,,,,,,28.78,1588967995143,-0.36283,1588968017687,false
EGAN,NAS,eGain Corporation,cs,0.201835,10.74,4.8,321075760,475,7.74,7.45,23781787,163627.5,176338.37,0.1708,,eGain Corp.,30637000,3.7636,2.275,0.1454,0.201835,0.29703,0.386243,0.044865,0.34359,0.478138,0.31,,,2020-09-02,,61.36,1.0301773367838156,NASDAQ,close,9.88,1588944600966,official,10.48,1588968000188,official,10.74,1588968017580,15 minute delayed price,9.66,1588944631511,15 minute delayed price,10.48,Close,"May 8, 2020",1588968000188,301377,,,,10.48,1588968017580,10.48,1588967984461,10.48,0,0,1588968017580,9.34,304833,1.14,0.12206,301377,,,176338,,,,,,,10.48,1588967962697,0.43366,1588968017580,false
WORX,NAS,SCWorx Corp.,cs,-0.028668,14.88,1.55,40890240,6,3.17,3.86,4049880,,5350542.7,-2.8014,,SCWorx Corp.,7099000,-0.9278,-0.9278,-0.224,-0.029511,0.970216,0.97089,1.740476,1.557778,1.701878,0,,,,,-2.06,-0.13633262118730283,NASDAQ,close,,,official,,,official,6.16,1587505610896,15 minute delayed price,5.61,1587491582081,15 minute delayed price,5.76,Close,"May 8, 2020",1588968000000,0,,,,,,5.75,1587499198776,4.93,-0.83,-0.1441,1587561899811,5.76,,0,0,0,,,5350543,,,,,,,5.84,1587498541741,0.970216,1587499200626,false
EGBN,NAS,Eagle Bancorp Inc.,cs,-0.411879,56.88,23.08,1071204171,492,40.94,31.51,30038052,152732,165370,3.9076,0.88,"Eagle Bancorp, Inc. (Maryland)",32197300,4.0794,-0.103,-0.4487,-0.411879,-0.31515,-0.272151,-0.254036,-0.015972,0.11011,-0.001201,,0.0264502554854223,2020-07-15,2020-04-14,8.51,1.0876365455630115,NASDAQ,close,32.19,1588944601184,official,33.27,1588968000408,official,33.54,1588968018704,15 minute delayed price,32.11,1588949201176,15 minute delayed price,33.27,Close,"May 8, 2020",1588968000408,133528,,,,33.27,1588968018704,33.21,1588967995783,33.27,0,0,1588968004834,31.26,163080,2.01,0.0643,133528,,,165370,,,,,,,33.25,1588967997148,-0.25570000000000004,1588968018704,false
EGLE,NAS,Eagle Bulk Shipping Inc,cs,-0.6798489999999999,5.74,1.45,130474320,974,3.67,1.95,74986892,605815.8,609117.63,-0.3533,,"Eagle Bulk Shipping, Inc.",76749600,-0.999,-0.9908,-0.6822,-0.679849,-0.62306,-0.581281,-0.444444,-0.090909,-0.123711,0.082803,,,2020-08-10,,-4.81,1.3061481545215894,NASDAQ,close,1.71,1588944600566,official,1.7,1588968000553,official,1.78,1588973365797,15 minute delayed price,1.6,1588944746733,15 minute delayed price,1.7,Close,"May 8, 2020",1588968000553,729172,,,,1.72,1588967996670,1.72,1588967995816,1.7,0,0,1588973365797,1.55,295654,0.15,0.09677,729172,,,609118,,,,,,,1.71,1588967952971,-0.53443,1588968000553,false
ESSCR,NAS,East Stone Acquisition Corp. Rights For Shares,rt,,0,0,2627274,,,,,,,,,East Stone Acquisition Corp.,17704000,0,0,0,0,0,0,0,0,0,0,,NaN,,,,,NASDAQ,close,0.1484,1588947027277,official,0.1484,1588968000181,official,0.1484,1588968000181,Previous close,0.1484,1588947027277,15 minute delayed price,0.1484,Previous close,"May 8, 2020",1588968000181,500,,,,0.1484,1588968000181,0.149,1588880993853,0.12,-0.0284,-0.19137,1586351562549,,,,,500,,,,,,,,,,,,0,1588968000181,false
EGOV,NAS,NIC Inc.,cs,0.423077,25.8,15.48,1585849600,1000,21.39,21.56,65144666,586892.1,536394.3,0.7503,0.33,"NIC, Inc.",66970000,12.848,0.4231,0.5083,0.423077,0.048251,0.04065,0.153434,0.00552,0.115928,0.02025,2020-06-10,0.013935810810810812,2020-07-29,2020-03-03,31.56,0.5723603233809867,NASDAQ,close,23.92,1588944601040,official,23.68,1588968000486,official,24.085,1588968979099,15 minute delayed price,23.5,1588959363058,15 minute delayed price,23.68,Close,"May 8, 2020",1588968000486,469458,,,,23.68,1588968979099,23.68,1588967984743,23.68,0,0,1588968979099,23.6,340545,0.08,0.00339,469458,,,536394,,,,,,,23.65,1588967972523,0.05579,1588968000486,false
EGRX,NAS,Eagle Pharmaceuticals Inc.,cs,-0.03727,64.94,33.8,817707240,108,54.68,45.68,13106828,124242.6,149001.27,1.0311,,"Eagle Pharmaceuticals, Inc.",14862000,3.2884,-0.032,-0.0238,-0.03727,-0.083458,-0.109853,-0.03609,0.133965,0.371044,0.051204,,,2020-05-11,,53.36,0.8465631642560846,NASDAQ,close,53.78,1588944600928,official,55.02,1588968000171,official,55.08,1588968004715,15 minute delayed price,53.31,1588945396122,15 minute delayed price,55.02,Close,"May 8, 2020",1588968000171,150816,,,,55.02,1588968004715,54.84,1588967995591,55.02,0,0,1588968004715,53.33,86610,1.69,0.03169,150816,,,149001,,,,,,,54.91,1588967948435,-0.06101,1588968004715,false
EHTH,NAS,eHealth Inc.,cs,0.871155,152.19,52.71,2975602160,1500,97.51,120.29,24135391,721309.8,1038099.13,3.1577,,"eHealth, Inc.",25612000,4.0734,8.6255,5.297,0.871155,0.1866,0.471378,0.00493,0.010173,-0.136914,0.124903,,,2020-07-23,,36.79,1.1193683895116264,NASDAQ,close,117.33,1588944601065,official,116.18,1588968000609,official,117.79,1588972837963,15 minute delayed price,113.76,1588959481310,IEX real time price,116.18,Close,"May 8, 2020",1588968000609,434718,,,,116.18,1588968685141,116.22,1588967984870,116.18,0,0,1588972837963,116.04,554349,0.14,0.00121,434718,,,1038099,,,,,,,116.23,1588967970372,0.19871,1588967999650,false
EIDX,NAS,Eidos Therapeutics Inc,cs,0.75,66.56,23.41,1655967824,45,47.17,46,13091624,84139.4,101700.13,-1.3072,,"Eidos Therapeutics, Inc.",38528800,0.859,0.859,0.859,0.75,-0.254078,-0.043188,-0.205104,-0.072508,0.022846,-0.02903,,,2020-05-12,,-32.84,1.0756991930426354,NASDAQ,close,43.41,1588944600247,official,42.98,1588968000566,official,46.11,1588968016591,15 minute delayed price,42.2,1588960132189,15 minute delayed price,42.98,Close,"May 8, 2020",1588968000566,56169,,,,42.98,1588968016591,43.2,1588967999961,42.98,0,0,1588968016591,42.29,61566,0.69,0.01632,56169,,,101700,,,,,,,43.24,1588967838605,-0.24047999999999997,1588968016591,false
EIGI,NAS,Endurance International Group Holdings Inc.,cs,-0.511765,6.19,1.31,349720500,3762,3.96,2.35,84686434,696517.1,790078.3,-0.077,,"Endurance International Group Holdings, Inc.",140450000,-0.7787,-0.8757,-0.7202,-0.511765,-0.461039,-0.401442,-0.484472,0.111607,0.303665,0.059574,,,2020-08-04,,-32.34,1.3176619745129803,NASDAQ,close,2.39,1588944601417,official,2.49,1588968000220,official,2.545,1588968012500,15 minute delayed price,2.36,1588944994881,15 minute delayed price,2.49,Close,"May 8, 2020",1588968000220,425969,,,,2.49,1588968012500,2.5,1588967995189,2.49,0,0,1588968012500,2.33,279382,0.16,0.06867,425969,,,790078,,,,,,,2.495,1588967882279,-0.40603,1588968012500,false
EIGR,NAS,Eiger BioPharmaceuticals Inc.,cs,-0.029411999999999997,15.82,4.55,264595584,24,10.65,7.4,21605981,334745.4,297641.17,-3.0981,,"Eiger BioPharmaceuticals, Inc.",24570400,-0.3011,-0.3011,0.1478,-0.029412,-0.274227,-0.013084,-0.115578,0.367876,0.512894,0.40988,,,2020-08-06,,-3.74,1.2534916157793514,NASDAQ,close,9.85,1588944600977,official,10.56,1588968000325,official,10.77,1588973206421,15 minute delayed price,9.45,1588945917893,15 minute delayed price,10.56,Close,"May 8, 2020",1588968000325,502348,,,,10.56,1588968000325,10.57,1588967975195,10.26,-0.3,-0.02841,1588973206421,9.44,408247,1.12,0.11864,502348,,,297641,,,,,,,10.55,1588967253992,-0.18066000000000002,1588968000325,false
EKSO,NAS,Ekso Bionics Holdings Inc.,cs,-0.8692310000000001,31.05,2.25,20861081,68,7.31,3.56,5194830,73011.8,109501.27,-1.5774,,"Ekso Bionics Holdings, Inc.",5843440,-0.9855,-0.9789,-0.8632,-0.869231,-0.405,-0.603333,-0.349822,0.284173,-0.047644,-0.077519,,,2020-08-11,,-2.26,0.33450559917729444,NASDAQ,close,3.52,1588944600624,official,3.57,1588968000527,official,3.71,1588972665801,15 minute delayed price,3.51,1588961434661,15 minute delayed price,3.57,Close,"May 8, 2020",1588968000527,47794,,,,3.57,1588968000527,3.54,1588967980859,3.7,0.13,0.03641,1588972665801,3.53,27959,0.04,0.01133,47794,,,109501,,,,,,,3.57,1588791169767,-0.40727,1588968000527,false
ELGX,NAS,Endologix Inc.,cs,-0.869119,8.14,0.6,16746598,488,2.6557,0.8617,16595231,216039.9,224583.4,-4.4239,,"Endologix, Inc.",19097500,-0.9485,-0.9942,-0.981,-0.869119,-0.538474,-0.718039,0.044302,0.161457,0.188856,-0.003523,,,2020-05-11,,-0.2,0.8107881157616706,NASDAQ,close,0.9014,1588944601053,official,0.8769,1588968000179,official,0.92,1588968000179,15 minute delayed price,0.87,1588953176839,15 minute delayed price,0.8769,Close,"May 8, 2020",1588968000179,106471,,,,0.8769,1588968000179,0.88,1588967993478,0.8377,-0.0392,-0.0447,1588624040969,0.9141,75644,-0.0372,-0.0407,106471,,,224583,,,,,,,0.8951,1588864278815,-0.4857,1588968000179,false
ELOX,NAS,Eloxx Pharmaceuticals Inc.,cs,-0.749367,13.37,1.44,119171250,29,4.69,2.53,23343963,130220.8,122522.23,-1.3596,,"Eloxx Pharmaceuticals, Inc.",40125000,-0.9993,-0.8644,-0.7785,-0.749367,-0.584615,-0.34,-0.27027,0.35,0.38785,0.076087,,,2020-08-05,,-2.18,1.7334079565775076,NASDAQ,close,2.81,1588944600154,official,2.97,1588968000564,official,3.15,1588968000564,15 minute delayed price,2.6,1588946471976,15 minute delayed price,2.97,Close,"May 8, 2020",1588968000564,189241,,,,2.97,1588968000564,2.92,1588967997555,2.89,-0.08,-0.02694,1588944240228,2.91,184282,0.06,0.02062,189241,,,122522,,,,,,,2.98,1588967984307,-0.5817800000000001,1588968000564,false
ELTK,NAS,Eltek Ltd,cs,1.985185,11.56,1.28,17652488,283,3.7,3.55,1289516,88566.2,47285.07,0.4835,,Eltek Ltd.,4380270,1.6,-0.1776,-0.0123,1.985185,0.104079,0.074667,-0.062791,-0.06713,0.116529,0.063325,,,,,8.34,0.5603994695643264,NASDAQ,close,3.92,1588944601187,official,4.03,1588968000593,official,4.05,1588973999948,15 minute delayed price,3.853,1588945498682,15 minute delayed price,4.03,Close,"May 8, 2020",1588968000593,8575,,,,4.03,1588967506176,3.99,1588968000593,4.05,0.02,0.00496,1588973999948,3.9,5649,0.13,0.03333,8575,,,47285,,,,,,,4.04,1588792846765,0.14353,1588967506176,false
EMCF,NAS,Emclaire Financial Corp.,cs,-0.25702200000000003,37.75,20.45,61629750,162,30.24,23.97,2220088,1350.9,1781.03,2.546,1.17,Emclaire Financial Corp.,2709000,-0.1757,-0.0915,-0.2891,-0.257133,-0.320896,-0.305344,-0.29733,-0.031503,-0.052083,0.042144,,0.05142857142857143,,2020-02-28,8.94,0.298851204704927,NASDAQ,close,22.75,1588967855063,official,22.75,1588968000267,official,22.75,1588968000267,Close,22.05,1588862585182,15 minute delayed price,22.75,Close,"May 8, 2020",1588968000267,100,,,,22.75,1588968000267,22.5,1588881600566,32.75,10,0.43956,1582667648524,22.1,2098,0.65,0.02941,100,,,1781,,,,,25.01,1583942143745,22.03,1588789723743,-0.29149,1588968000267,false
EMKR,NAS,EMCORE Corporation,cs,-0.178478,3.85,1.46,91933108,420,2.91,2.41,25828084,247032.4,128940.63,-1.1166,,EMCORE Corp.,29079000,-0.5529,-0.4371,-0.3677,-0.178478,0.006431,0.006431,-0.015723,0.442396,0.442396,0.199234,,,2020-08-06,2016-08-01,-2.8,0.6225798095477493,NASDAQ,close,3.27,1588944601345,official,3.13,1588968000484,official,3.36,1588972578090,15 minute delayed price,2.87,1588945623008,15 minute delayed price,3.13,Close,"May 8, 2020",1588968000484,262535,,,,3.13,1588968000484,3.17,1588967991407,3.14,0.01,0.00319,1588972578090,3.35,1269924,-0.22,-0.06567,262535,,,128941,,,,,,,3.17,1588967768822,-0.039470000000000005,1588968000484,false
EML,NAS,Eastern Company,cs,-0.31888,31.97,16.75,110595458,1399,25.36,20.5,5912041,14376.2,13416.6,2.3394,0.44,The Eastern Co.,6230730,1.1941,-0.0851,-0.4013,-0.31888,-0.406156,-0.378719,-0.370567,-0.107143,-0.121722,-0.030584,2020-05-14,0.024788732394366197,,2020-02-28,7.59,1.557601586476262,NASDAQ,close,17.94,1588944600650,official,17.75,1588968000514,official,18.485,1588968017654,15 minute delayed price,17.53,1588945529152,15 minute delayed price,17.75,Close,"May 8, 2020",1588968000514,13920,,,,17.75,1588968017654,18,1588967999674,17.75,0,0,1588968017654,17.74,20684,0.01,0.00056,13920,,,13417,,,,,,,17.88,1588963023553,-0.42464,1588968017654,false
FCEL,NAS,FuelCell Energy Inc.,cs,0.280488,3,0.134,443034900,538,1.09,1.66,199855364,10487277.9,8386687.63,-2.6838,,"FuelCell Energy, Inc.",210969000,-0.9971,-0.9882,-0.9107,0.280488,0.044776,3.656319,0.019417,0.4,0.354839,0.06599,,,2020-09-03,,-0.78,1.4730668707939338,NASDAQ,close,2,1588944600461,official,2.1,1588968000245,official,2.1,1588982345089,15 minute delayed price,1.97,1588944892711,15 minute delayed price,2.1,Close,"May 8, 2020",1588968000245,7600785,,,,2.1,1588967996165,2.095,1588967996418,2.1,0,0,1588982345089,1.97,4614610,0.13,0.06599,7600785,,,8386688,,,,,,,2.095,1588967944625,-0.17591,1588968000245,false
EMMS,NAS,Emmis Communications Corporation Class A,cs,-0.5882350000000001,6.34,1.26,18623312,560,3.74,2.15,10821643,189166.5,70000.6,-0.92,,Emmis Communications Corp.,12060000,-0.9781,-0.697,-0.7113,-0.588441,-0.628421,-0.676083,-0.633508,-0.263158,-0.354839,-0.034549,,,,,-1.52,0.2104876556031556,NASDAQ,close,1.41,1588947063088,official,1.4,1588968000289,official,1.44,1588971688859,15 minute delayed price,1.37,1588951357236,15 minute delayed price,1.4,Close,"May 8, 2020",1588968000289,63622,,,,1.4,1588968000289,1.38,1588967861302,1.4,0,0,1588971688859,1.4,54343,0,0,63622,,,70001,,,,,,,1.405,1588967136325,-0.6306,1588968000289,false
ENDP,NAS,Endo International Plc,cs,-0.489388,8.55,1.97,939493450,3172,4.22,3.87,226912936,4018174.8,4511203.13,-1.2127,,Endo International Plc,229705000,-0.7075,-0.9518,-0.274,-0.489694,-0.092222,-0.006083,-0.359718,0.092246,0.177233,-0.054398,,,2020-08-10,,-3.37,1.4087287454270416,NASDAQ,close,4.29,1588944600587,official,4.09,1588968000809,official,4.32,1588974165047,15 minute delayed price,3.99,1588960913474,15 minute delayed price,4.09,Close,"May 8, 2020",1588968000809,4255865,,,,4.08,1588967998001,4.085,1588967995508,4.09,0,0,1588974165047,4.16,5311420,-0.07,-0.01683,4255865,,,4511203,,,,,,,4.085,1588967996123,-0.13913,1588968000809,false
PLUG,NAS,Plug Power Inc.,cs,0.969697,6.05,1.86,1462174350,835,3.34,3.95,318072410,7573343.8,9270623.63,-0.3382,,"Plug Power, Inc.",321357000,-0.9066,0.8496,1.4332,0.969697,0.404321,0.547619,0.038813,0.191099,0.223118,0.112469,,,2020-08-06,,-13.45,1.229781835005984,NASDAQ,close,4.39,1588944600297,official,4.55,1588968000358,official,4.57,1588982277358,15 minute delayed price,4.23,1588944793709,15 minute delayed price,4.55,Close,"May 8, 2020",1588968000358,9142889,,,,4.55,1588968888488,4.55,1588967984551,4.54,-0.01,-0.0022,1588982277358,4.37,8865349,0.18,0.04119,9142889,,,9270624,,,,,,,4.545,1588967989838,0.445511,1588968000758,false
PLUS,NAS,ePlus inc.,cs,-0.200196,99.63,42.53,991205340,1537,76.82,62.9,13174333,61682.2,59236.77,5.3136,,"ePlus, Inc.",13506000,19.5574,0.76,-0.1361,-0.200196,-0.139322,-0.175022,-0.119707,0.143325,0.268187,0.073895,,,2020-05-24,2017-04-03,13.81,1.2957667495774274,NASDAQ,close,69.99,1588944600674,official,73.39,1588968000183,official,75.99,1588968015024,15 minute delayed price,69.99,1588944600674,15 minute delayed price,73.39,Close,"May 8, 2020",1588968000183,48153,,,,73.39,1588968015024,73.56,1588967995129,73.39,0,0,1588968015024,68.65,36313,4.74,0.06905,48153,,,59237,,,,,,,73.35,1588967107147,-0.070272,1588968015024,false
ENOB,NAS,Enochian Biosciences Inc.,cs,-0.253076,7.08,1.95,196813250,8,4.52,3.14,14027320,35942.9,34739.2,-0.0982,,"Enochian Biosciences, Inc.",46309000,-0.2917,-0.2917,-0.0761,-0.253076,-0.184261,-0.290484,0.049383,0.148649,0.597744,0.136364,,,,,-43.28,1.0660157167613642,NASDAQ,close,3.7,1588944601214,official,4.25,1588968000820,official,4.25,1588968000820,Close,3.6,1588946116850,15 minute delayed price,4.25,Close,"May 8, 2020",1588968000820,94425,,,,4.25,1588968000820,4.09,1588967999873,3.7,-0.55,-0.12941,1588881602372,3.7,25741,0.55,0.14865,94425,,,34739,,,,,,,4.09,1588967999873,-0.0064499999999999835,1588968000820,false
ENPH,NAS,Enphase Energy Inc.,cs,3.224189,59.15,13.19,7172143360,577,30.94,39.38,105743412,8210054.3,5669820.43,1.8578,,"Enphase Energy, Inc.",125212000,6.8038,4.3936,11.4793,3.224189,0.952284,2.056564,0.483553,0.504992,0.768993,0.30241,,,2020-08-04,,30.83,1.5772533485513842,NASDAQ,close,55.1,1588944601234,official,57.28,1588968000270,official,57.843,1588982175109,15 minute delayed price,54.37,1588944958859,15 minute delayed price,57.28,Close,"May 8, 2020",1588968000270,4512906,,,,57.28,1588968759550,57.3,1588967996506,57.05,-0.23,-0.00402,1588982175109,54.49,8124638,2.79,0.0512,4512906,,,5669820,,,,,,,57.28,1588967995046,1.2233999999999998,1588967999506,false
ENSG,NAS,Ensign Group Inc.,cs,-0.232711,58.92,24.06,2006560523,24500,43.2,36.27,50515309,443141.5,427679.3,2.0678,0.1925,"The Ensign Group, Inc.",53665700,8.0752,0.9363,0.2073,-0.232736,-0.169296,-0.107424,-0.298104,-0.051737,0.1023,0.094876,,0.005148435410537577,2020-05-11,2020-03-30,18.08,1.3793378744884897,NASDAQ,close,35.14,1588944600710,official,37.39,1588968000389,official,37.95,1588956592626,IEX real time price,34.89,1588945218276,15 minute delayed price,37.39,Close,"May 8, 2020",1588968000389,568141,,,,37.39,1588968000389,37.44,1588967995057,37.84,0.45,0.01204,1588978227175,34.41,353350,2.98,0.0866,568141,,,427679,,,,,,,37.415,1588967998477,-0.0873,1588968000389,false
ENT,NAS,Global Eagle Entertainment Incorporated,cs,-0.8774679999999999,33.5,1.52,8991655,,11.79,3.83,3188263,132569.3,122954.9,-41.5058,,"Global Eagle Entertainment, Inc.",3715560,-0.9935,-0.9924,-0.9187,-0.877468,-0.805302,-0.83453,-0.780648,-0.307582,-0.395755,0.052174,,,2020-05-12,,-0.06,2.4930709972853258,NASDAQ,close,2.34,1588944600532,official,2.42,1588968000181,official,2.582,1588971781430,15 minute delayed price,2.28,1588944640089,15 minute delayed price,2.42,Close,"May 8, 2020",1588968000181,103520,,,,2.42,1588968000181,2.43,1588967990250,2.42,0,0,1588971781430,2.33,47404,0.09,0.03863,103520,,,122955,,,,,,,2.45,1588967517757,-0.7677700000000001,1588968000181,false
EVFM,NAS,Evofem Biosciences Inc.,cs,-0.12695700000000001,7.5,3.34,249607954,53,5.37,5.04,33773000,275826.9,234591.17,-1.9288,,"Evofem Biosciences, Inc.",49722700,-0.9303,-0.8691,-0.3244,-0.126957,-0.146259,-0.041985,0.014141,-0.036468,0.07957,-0.039234,,,2020-07-30,,-2.6,0.9843178165848833,NASDAQ,close,5.05,1588944600299,official,5.02,1588968000385,official,5.19,1588982289177,15 minute delayed price,4.8,1588949576641,15 minute delayed price,5.02,Close,"May 8, 2020",1588968000385,364514,,,,5,1588967999569,5,1588967999553,5.12,0.1,0.01992,1588982289177,5.01,296087,0.01,0.002,364514,,,234591,,,,,,,4.975,1588967851124,-0.1974,1588967999569,false
ENTA,NAS,Enanta Pharmaceuticals Inc.,cs,-0.41790999999999995,101.27,38.4,1025687520,132,59.96,50.74,17574223,148553.8,159193,1.2037,,"Enanta Pharmaceuticals, Inc.",19924000,1.9965,0.4563,-0.5038,-0.41791,-0.169677,-0.166586,-0.076095,-0.029412,0.09462,0.007042,,,2020-08-10,,42.77,0.9129658143873112,NASDAQ,close,51.99,1588944600933,official,51.48,1588968000437,official,53.01,1588968013031,15 minute delayed price,50.76,1588960151450,15 minute delayed price,51.48,Close,"May 8, 2020",1588968000437,147514,,,,51.48,1588968013031,51.5,1588967999507,51.48,0,0,1588968003825,50.68,180866,0.8,0.01579,147514,,,159193,,,,,,,51.41,1588967944126,-0.15511,1588968013031,false
ENTG,NAS,Entegris Inc.,cs,0.42857100000000004,59.05,33.75,7632216900,5300,48.63,48.88,133229567,788167.4,896299.47,2.0966,0.31,"Entegris, Inc.",134607000,4.4207,3.289,0.6662,0.428571,0.112419,0.183963,0.006033,0.140157,0.266756,0.082888,,0.005467372134038801,2020-07-23,2020-04-28,27.04,1.3181109920000171,NASDAQ,close,54.32,1588944600209,official,56.7,1588968000637,official,56.96,1588968366906,15 minute delayed price,54.065,1588944855191,IEX real time price,56.7,Close,"May 8, 2020",1588968000637,822931,,,,56.7,1588968366906,56.68,1588967995794,56.7,0,0,1588968366906,53.25,741327,3.45,0.06479,822931,,,896299,,,,,,,56.66,1588967994680,0.18799,1588967996004,false
ENTX,NAS,Entera Bio Ltd.,cs,-0.47804900000000006,4.12,1.35,38952280,24,2.51,2.22,10601609,3114.7,4326.5,-0.8891,,Entera Bio Ltd.,18202000,-0.6592,-0.6592,-0.6592,-0.478049,-0.008111,-0.115154,-0.351515,0.000655,-0.095711,0.126316,,,,,-2.41,0.5680576484521788,NASDAQ,close,2.065,1588944601175,official,2.14,1588968000377,official,2.14,1588968000377,Close,1.88,1588948850092,15 minute delayed price,2.14,Close,"May 8, 2020",1588968000377,552,,,,2.13,1588968000377,2.13,1588968000377,2,-0.14,-0.06542,1588770811112,2.04,3147,0.1,0.04902,552,,,4327,,,,,,,1.95,1588692632669,0.04902,1588968000377,false
EOLS,NAS,Evolus Inc.,cs,-0.82793,25.3,3.12,139633920,235,11.56,4.71,21932172,455000.4,432611.27,-3.2269,,"Evolus, Inc.",33728000,-0.655,-0.655,-0.5269,-0.82793,-0.656146,-0.716049,-0.572755,0.045455,0.004854,0.029851,,,2020-07-30,,-1.28,1.1541276825495739,NASDAQ,close,4.2,1588944600233,official,4.14,1588968000292,official,4.3,1588975072930,15 minute delayed price,4.11,1588955063950,15 minute delayed price,4.14,Close,"May 8, 2020",1588968000292,309826,,,,4.14,1588968000292,4.14,1588967985023,4.14,0,0,1588975072930,4.2,325197,-0.06,-0.01429,309826,,,432611,,,,,,,4.145,1588967979008,-0.6762900000000001,1588968000292,false
EPAY,NAS,Bottomline Technologies (de) Inc.,cs,0.002188,57.22,27.82,2015566400,1900,43.82,37.52,42518549,323161.4,298520.07,-0.0626,,"Bottomline Technologies, Inc.",44008000,7.1786,0.7231,0.0698,0.002188,-0.151852,-0.0178,-0.070051,0.17466,0.306705,0.160669,,,2020-08-06,,-731.63,1.1191439596398185,NASDAQ,close,45.29,1588944600433,official,45.8,1588968000643,official,46.423,1588968097328,15 minute delayed price,44.09,1588944989441,15 minute delayed price,45.8,Close,"May 8, 2020",1588968000643,339747,,,,45.8,1588968097328,45.83,1588967999525,45.8,0,0,1588968097201,44.85,792703,0.95,0.02118,339747,,,298520,,,,,,,45.805,1588967995479,-0.13612,1588968000643,false
EPIX,NAS,ESSA Pharma Inc,cs,0.69962,6.14,1.41,93083280,25,4.18,4.15,14562973,30007.3,17460.8,-1.3515,,"ESSA Pharma, Inc.",20824000,-0.9717,2234,0.2049,0.700913,-0.190217,0.039535,-0.132039,0.123116,0.1175,0.046838,,,,,-3.31,0.6926541025553933,NASDAQ,close,4.5,1588944601198,official,4.47,1588968000819,official,4.505,1588968000819,15 minute delayed price,4.44,1588944890068,15 minute delayed price,4.47,Close,"May 8, 2020",1588968000819,25582,,,,4.47,1588968000819,4.47,1588967998430,4.45,-0.02,-0.00447,1588337917822,4.5,6970,-0.03,-0.00667,25582,,,17461,,,,,,,4.45,1588944890089,-0.19687000000000002,1588968000819,false
