symbol,company,price,change,percen_change,volume,market_cap,sector,industry,pe_ratio,forward_pe,one_yr_tar,eps,day_high_low,div,yield,ex_div_date,div_pay_date,fifty_day_vol,year_high_low,beta
SRE,Sempra Energy Common Stock,$126.97,+1.47,1.17%,"1,216,823","37,125,078,645",Public Utilities,Natural Gas Distribution,17.54,17.63,$144.00,$7.24,$127.86/$124.06,$4.18,3.38%,"Mar 19, 2020","Apr 15, 2020",,$161.87/$88.00,1
KDP,Keurig Dr Pepper Inc. Common Stock,$26.29,+0.12,0.46%,"2,729,775","36,989,670,169",Consumer Non-Durables,Beverages (Production/Distribution),29.88,19.10,$29.00,$0.88,$26.45/$25.90,$0.60,2.26%,"Apr 2, 2020","Apr 17, 2020",,$32.00/$18.98,1
AMXVF,America Movil SAB de CV,$0.56,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock,$5.66,-0.65,10.3%,"50,471,019","36,915,926,312",Energy,Oil & Gas Production,4.22,-31.55,$11.40,$1.34,$6.12/$5.51,$0.195,3.08%,"Nov 12, 2019","Feb 18, 2020",,$16.95/$4.01,1
CUAEF,China Shenhua Engy Co H,$1.85,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
EPD,Enterprise Products Partners L.P. Common Stock,$16.81,-0.38,2.21%,"10,648,747","36,743,302,085",Public Utilities,Natural Gas Distribution,8.08,8.95,$24.00,$2.08,$17.80/$16.72,$1.78,10.93%,"Apr 29, 2020","May 12, 2020",,$30.86/$10.27,1
GIS,"General Mills, Inc. Common Stock",$60.48,+0.77,1.29%,"3,151,093","36,659,281,761",Consumer Non-Durables,Packaged Foods,17.38,17.16,$58.50,$3.48,$60.60/$59.44,$1.96,3.26%,"Apr 8, 2020","May 1, 2020",,$61.66/$46.59,1
VOD,Vodafone Group Plc American Depositary Shares,$13.64,+0.43,3.26%,"4,305,910","36,517,232,433",Public Utilities,Telecommunications Equipment,N/A,20.64,$25.60,N/A,$13.66/$13.45,$0.967,7.3%,"Nov 27, 2019","Feb 7, 2020","4,724,723",$21.72/$11.46,1
HCA,"HCA Healthcare, Inc. Common Stock",$107.83,+3.09,2.95%,"2,308,465","36,497,092,645",Health Care,Hospital/Nursing Management,12.27,26.25,$140.00,$8.79,$108.61/$104.28,$1.72,1.65%,"Feb 28, 2020","Mar 31, 2020",,$151.97/$58.38,1
CAOVF,China Overseas Ld & Inv Ltd,$3.31,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
BCE,"BCE, Inc. Common Stock",$40.10,--,--,"1,361,930","36,263,541,893",Public Utilities,Telecommunications Equipment,15.73,16.57,$48.45,$2.55,$40.28/$39.61,$2.49,6.18%,"Mar 13, 2020","Apr 15, 2020",,$49.58/$31.66,1
BNPQY,BNP Paribas (France) ADR (Sponsored) repr 1/4 Shs,$14.45,-0.21,1.43%,"512,583",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$14.54/$14.17,N/A,N/A,N/A,N/A,0,N/A,
DKILF,Daikin Industries Ltd.,$123.00,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
AMX,"America Movil, S.A.B. de C.V. American Depository Receipt Series L",$10.90,+0.04,0.37%,"7,129,951","35,966,928,827",Public Utilities,Telecommunications Equipment,10.28,16.97,$15.00,$1.06,$10.99/$10.74,$0.356,3.26%,"Nov 7, 2019","Nov 18, 2019",,$18.04/$10.12,1
BRDCF,Bridgestone Corp. (Japan),$54.66,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
WEBNF,Westpac Banking Corp,$10.24,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),$3.66,-0.34,8.5%,"59,823,772","35,729,868,145",Finance,Major Banks,5.23,7.27,$6.00,$0.70,$3.83/$3.59,$0.036,0.94%,"May 1, 2020","Jun 11, 2020",,$10.01/$3.76,1
KHC,The Kraft Heinz Company Common Stock,$29.23,+0.70,2.45%,"7,256,750","35,711,952,550",Consumer Non-Durables,Packaged Foods,N/A,11.99,$28.50,N/A,$29.34/$28.59,$1.60,5.56%,"Mar 12, 2020","Mar 27, 2020","11,250,765",$33.57/$19.99,1
EXC,Exelon Corporation Common Stock,$36.60,+0.28,0.77%,"5,358,388","35,645,832,437",Public Utilities,Power Generation,12.16,12.03,$51.50,$3.01,$36.90/$35.87,$1.53,4.11%,"Feb 19, 2020","Mar 10, 2020","7,753,451",$51.18/$29.28,1
HOCPF,Hoya Corp.,$95.00,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
SMFNF,Sumitomo Mitsui Financial Group Inc Tokyo,$25.75,-0.18,0.69%,"10,994",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$25.75/$25.75,N/A,N/A,N/A,N/A,0,N/A,
TRI,Thomson Reuters Corp Ordinary Shares,$70.87,+0.47,0.67%,"335,667","35,082,865,467",Consumer Services,Publishing,22.5,37.65,$76.10,$3.15,$71.18/$70.17,$1.52,2.14%,"Mar 5, 2020","Mar 18, 2020",,$82.50/$52.23,1
DPSGY,Deutsche Post AG ADR (Sponsored),$28.405,+0.435,1.56%,"91,177",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$28.49/$28.07,N/A,N/A,N/A,N/A,0,N/A,
BMWYY,B.M.W. A.G. ADR (Sponsored),$17.71,-0.06,0.34%,"71,951",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$17.85/$17.48,N/A,N/A,N/A,N/A,0,N/A,
CHVKF,China Vanke Co Ltd,$3.10,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
SAFRY,Safran S.A. ADR (Sponsored),$20.93,+0.48,2.35%,"89,889",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$21.04/$20.25,N/A,N/A,N/A,N/A,0,N/A,
BIDU,"Baidu, Inc. ADS",$100.95,+1.10,1.1%,"2,582,073","34,913,384,876",Technology,"Computer Software: Programming, Data Processing",117.38,19.50,$145.00,$0.86,$101.92/$99.89,N/A,N/A,N/A,N/A,"4,832,984",$174.26/$82.00,1
BAMXF,B.M.W. A.G.,$52.6346,-1.0489,1.95%,739,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$52.98/$52.63,N/A,N/A,N/A,N/A,0,N/A,
JMHLY,Jardine Matheson Holdings Ltd. ADR,$47.30,-2.495,5.01%,"12,049",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$48.75/$47.25,N/A,N/A,N/A,N/A,0,N/A,
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),$5.06,+0.02,0.4%,"1,062,707","34,647,513,177",Finance,Commercial Banks,5.44,5.36,$9.80,$0.93,$5.10/$4.99,$0.264,5.35%,"Sep 27, 2019","Dec 10, 2019",,$7.56/$4.49,1
KNMCY,Konami Holdings Corp ADR (Sponsored),$31.09,+0.29,0.94%,566,,,,,,,,,,,,,,,
HOCPY,Hoya Corp. ADR (Sponsored),$92.30,+2.33,2.59%,"12,040",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$92.92/$91.56,N/A,N/A,N/A,N/A,0,N/A,
CSUAY,China Shenhua Energy Co. Ltd. ADR,$6.9484,-0.0217,0.31%,"69,111",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$7.03/$6.69,N/A,N/A,N/A,N/A,0,N/A,
WBK,Westpac Banking Corporation Common Stock,$9.86,+0.13,1.34%,"363,114","34,410,697,702",Finance,Commercial Banks,N/A,9.54,$9.30,N/A,$9.91/$9.71,$1.092,11.12%,"Nov 8, 2019","Dec 30, 2019",,$20.56/$7.98,1
SBAC,SBA Communications Corporation Class A Common Stock,$305.79,-0.88,0.29%,"731,162","34,309,968,865",Consumer Services,Real Estate Investment Trusts,237.05,34.93,$305.00,$1.29,$308.45/$297.14,$1.86,0.61%,"Mar 9, 2020","Mar 26, 2020","1,057,335",$315.84/$197.86,1
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",$2.05,-0.03,1.44%,"4,278,821","34,049,852,522",Finance,Commercial Banks,5,5.62,$2.40,$0.41,$2.09/$2.03,$0.165,8.06%,"Oct 30, 2019","Nov 8, 2019",,$5.03/$2.01,1
UBS,UBS Group AG Registered Ordinary Shares,$9.41,+0.08,0.86%,"2,472,301","34,026,880,872",Finance,Major Banks,8.25,9.15,$12.50,$1.14,$9.46/$9.29,N/A,N/A,N/A,N/A,,$13.55/$7.48,1
MRAAY,Murata Manufacturing Co Ltd ADR,$13.26,+0.214,1.64%,"196,407",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$13.50/$13.13,N/A,N/A,N/A,N/A,0,N/A,
XEL,Xcel Energy Inc. Common Stock,$64.57,+0.19,0.3%,"2,862,539","33,901,150,424",Public Utilities,Power Generation,24.46,23.41,$66.00,$2.64,$64.65/$63.31,$1.72,2.63%,"Mar 12, 2020","Apr 20, 2020","4,770,819",$72.14/$46.58,1
DBSDF,DBS Group Holdings Ltd.,$13.21,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
DBSDY,DBS Group Holdings Ltd. ADR (Sponsored),$52.66,+0.13,0.25%,"46,025",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$52.80/$52.17,N/A,N/A,N/A,N/A,0,N/A,
EA,Electronic Arts Inc. Common Stock,$116.31,+1.85,1.62%,"1,752,448","33,692,017,949",Technology,Computer Software: Prepackaged Software,12.23,30.44,$118.50,$9.51,$116.68/$114.09,N/A,N/A,N/A,N/A,"4,168,231",$118.69/$85.69,1
WDAY,"Workday, Inc. Class A Common Stock",$144.96,+1.36,0.95%,"2,064,056","33,630,720,000",Technology,EDP Services,,-125.96,$193.50,$-2.12,$145.73/$140.50,N/A,N/A,N/A,N/A,"2,973,520",$226.83/$107.75,1
BNKHF,Boc Hong Kong Holdings Ltd,$3.18,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
LVS,Las Vegas Sands Corp. Common Stock,$43.78,-2.18,4.74%,"15,378,564","33,436,086,923",Consumer Services,Hotels/Resorts,15.92,241.89,$61.50,$2.75,$46.37/$43.29,$3.16,7.7%,"Mar 17, 2020","Mar 26, 2020",,$74.29/$33.30,1
PUK,Prudential Public Limited Company Common Stock,$25.61,+0.32,1.27%,"605,351","33,406,401,951",Finance,Life Insurance,N/A,8.03,$36.30,N/A,$25.73/$25.21,$1.039,4.12%,"Mar 26, 2020","May 15, 2020",,$45.88/$15.68,1
MRAAF,Murata Manufacturing Co Ltd,$52.12,+0.24,0.46%,86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$52.12/$52.12,N/A,N/A,N/A,N/A,0,N/A,
KMI,"Kinder Morgan, Inc. Common Stock",$14.62,+0.41,2.89%,"17,626,560","33,069,389,071",Public Utilities,Natural Gas Distribution,25.21,16.52,$18.00,$0.58,$14.86/$14.13,$1.05,6.82%,"May 1, 2020","May 15, 2020",,$22.58/$9.42,1
JAPAF,Japan Tobacco,$18.62,-0.04,0.21%,"101,589",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$19.16/$18.45,N/A,N/A,N/A,N/A,0,N/A,
MTRJF,MTR Corp Ltd,$5.35,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
EMR,Emerson Electric Company Common Stock,$53.82,+0.91,1.72%,"4,962,163","32,929,285,526",Energy,Consumer Electronics/Appliances,15.38,16.96,$63.00,$3.50,$54.19/$52.62,$2.00,3.84%,"Feb 13, 2020","Mar 10, 2020",,$78.38/$37.75,1
TKOMF,Tokio Marine Holdings Inc,$47.18,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
SCHYF,Sands China Ltd.,$4.07,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
LZAGY,Lonza Group AG ADR,$44.13,+1.865,4.41%,"97,768",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$44.13/$43.04,N/A,N/A,N/A,N/A,0,N/A,
PSA,Public Storage Common Stock,$187.23,-0.27,0.14%,"590,421","32,697,273,902",Consumer Services,Real Estate Investment Trusts,25.68,17.62,$203.00,$7.29,$189.79/$186.86,$8.00,4.14%,"Mar 13, 2020","Mar 31, 2020",,$266.76/$155.37,1
ROP,"Roper Technologies, Inc. Common Stock",$306.41,-7.60,2.42%,"941,340","32,513,062,146",Capital Goods,Industrial Machinery/Components,18.21,24.49,$385.00,$16.83,$317.27/$304.55,$2.05,0.65%,"Apr 7, 2020","Apr 22, 2020",,$395.00/$240.00,1
DDAIF,Daimler AG,$30.385,-0.045,0.15%,"31,379",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$30.80/$29.75,N/A,N/A,N/A,N/A,0,N/A,
ETN,"Eaton Corporation, PLC Ordinary Shares",$78.86,+0.71,0.91%,"2,053,835","32,445,917,798",Technology,Industrial Machinery/Components,14.99,18.30,$92.00,$5.26,$79.38/$77.70,$2.92,3.76%,"Apr 13, 2020","May 29, 2020",,$105.78/$56.41,1
JPSTF,Japan Post Bank Co Ltd,$8.65,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
SCHYY,Sands China Ltd. ADR (Unsponsored),$40.046,-0.698,1.71%,"91,633",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$40.21/$39.71,N/A,N/A,N/A,N/A,0,N/A,
TKOMY,Tokio Marine Holdings Inc ADR,$46.318,+0.928,2.04%,"37,624",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$46.34/$45.63,N/A,N/A,N/A,N/A,0,N/A,
ORAN,Orange,$12.19,+0.01,0.08%,"441,082","32,303,084,870",Public Utilities,Telecommunications Equipment,N/A,10.50,$15.80,N/A,$12.19/$12.00,$0.515,4.18%,"Nov 27, 2019","Dec 19, 2019",,$16.64/$9.93,1
HENKY,Henkel AG & Co KGAA ADR (Sponsored) Repstg Ord Shs,$18.5136,-0.1614,0.86%,"23,899",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$18.79/$18.34,N/A,N/A,N/A,N/A,0,N/A,
E,ENI S.p.A. Common Stock,$18.00,-0.25,1.37%,"1,130,973","32,152,946,850",Energy,Oil & Gas Production,163.64,130.36,$16.38,$0.11,$18.32/$17.69,$1.349,7.41%,"Sep 23, 2019","Oct 10, 2019",,$34.89/$12.10,1
FDX,FedEx Corporation Common Stock,$123.06,+2.18,1.8%,"2,056,084","32,149,397,804",Transportation,Air Freight/Delivery Services,,13.07,$140.00,$-1.39,$123.19/$119.48,$2.60,2.19%,"Mar 6, 2020","Apr 1, 2020",,$198.31/$88.69,1
ALL,Allstate Corporation (The) Common Stock,$101.44,+1.99,2%,"1,785,566","32,096,159,110",Finance,Property-Casualty Insurers,7.2,9.27,$117.00,$14.08,$101.75/$99.25,$2.16,2.12%,"Feb 28, 2020","Apr 1, 2020",,$125.92/$64.13,1
CJPRF,Central Japan Ry Ord,$163.6869,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
HNHAF,Foxconn Technology Group,$2.51,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
ANCUF,Alimentation Couche-Tard Inc,$28.4935,+0.4192,1.49%,"9,337",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$29.50/$28.10,N/A,N/A,N/A,N/A,0,N/A,
HSNGF,Hang Seng Bank Ltd.,$16.68,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
ALBHF,Alibaba Health Information Technology Ltd,$2.45,-0.16,6.13%,"14,754",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$2.75/$2.35,N/A,N/A,N/A,N/A,0,N/A,
ALPMF,Astellas Pharma Inc,$17.03,+1.39,8.89%,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$17.03/$17.03,N/A,N/A,N/A,N/A,0,N/A,
BK,The Bank of New York Mellon Corporation Common Stock,$35.76,+0.44,1.25%,"3,997,228","31,663,441,680",Finance,Major Banks,7.69,9.65,$40.00,$4.65,$36.08/$35.08,$1.24,3.49%,"Apr 27, 2020","May 11, 2020",,$51.60/$26.40,1
NURAF,Nomura Research Institute Ltd,$47.90,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
MNST,Monster Beverage Corporation,$59.80,+0.17,0.29%,"2,545,921","31,487,534,161",Consumer Non-Durables,Beverages (Production/Distribution),29.46,27.48,$68.00,$2.03,$60.64/$59.10,N/A,N/A,N/A,N/A,"4,380,095",$70.52/$50.06,1
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),$2.00,-0.12,5.66%,"57,358,614","31,466,172,138",Consumer Non-Durables,Beverages (Production/Distribution),11.11,16.31,$3.10,$0.18,$2.07/$1.90,$0.103,4.73%,"Dec 20, 2019","Jan 7, 2020",,$5.45/$2.00,1
XIACF,Xiaomi Corp,$1.31,--,--,"31,610",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$1.31/$1.28,N/A,N/A,N/A,N/A,0,N/A,
GM,General Motors Company Common Stock,$21.95,+0.43,2%,"11,736,884","31,864,319,545",Capital Goods,Auto Manufacturing,4.79,10.60,$46.00,$4.58,$22.24/$21.54,$1.52,7.14%,"Mar 5, 2020","Mar 20, 2020",,$41.90/$14.32,1
EBAY,eBay Inc. Common Stock,$39.35,+1.44,3.8%,"16,889,885","31,325,780,503",Miscellaneous,Business Services,18.83,15.29,$39.00,$2.09,$39.53/$38.27,$0.64,1.67%,"Feb 28, 2020","Mar 20, 2020","14,542,041",$42.00/$26.02,1
TOELF,Tokyo Electron Ltd.,$200.50,-12.00,5.65%,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$200.50/$200.50,N/A,N/A,N/A,N/A,0,N/A,
SNGNF,Singapore Telecommunications Ltd,$1.91,-0.04,2.05%,"7,160",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$1.91/$1.91,N/A,N/A,N/A,N/A,0,N/A,
GVDNY,Givaudan AG (Switzerland) ADR (Unsponsored),$67.61,+1.225,1.85%,"18,148",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$67.78/$66.64,N/A,N/A,N/A,N/A,0,N/A,
TOELY,Tokyo Electron Ltd. ADR,$49.86,-1.26,2.46%,"34,965",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$50.25/$49.47,N/A,N/A,N/A,N/A,0,N/A,
CGMBF,China Minsheng Banking Corp Ltd,$0.7101,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
CP,Canadian Pacific Railway Limited Common Stock,$227.98,+1.02,0.45%,"383,274","31,089,944,933",Transportation,Railroads,17.4,18.33,$260.00,$13.10,$229.98/$224.76,$2.362,1.05%,"Mar 26, 2020","Apr 27, 2020",,$275.13/$173.26,1
BSBR,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",$4.14,-0.38,8.41%,"2,196,480","30,887,034,708",Finance,Commercial Banks,3.76,6.85,$7.50,$1.10,$4.36/$4.00,$0.545,11.69%,"Jan 6, 2020","Feb 28, 2020",,$12.85/$4.39,1
MSBHF,Mitsubishi Corp,$20.75,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
DD,"DuPont de Nemours, Inc. Common Stock",$41.90,+0.70,1.7%,"5,252,987","30,746,008,447",Basic Industries,Major Chemicals,62.53,13.29,$55.00,$0.67,$42.24/$41.02,$1.20,3.01%,"Feb 27, 2020","Mar 16, 2020",,$77.03/$28.33,1
JPHLF,Japan Post Holdings Co Ltd,$7.60,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
DXCM,"DexCom, Inc. Common Stock",$332.44,+10.40,3.23%,"1,059,599","30,699,127,918",Health Care,Medical/Dental Instruments,307.81,147.05,$300.00,$1.08,$334.27/$324.49,N/A,N/A,N/A,N/A,"1,479,308",$329.59/$113.63,1
MURGY,Muenchener Rueckversicherungs-Gesellschaft AG (Germany) ADR,$21.69,+0.59,2.8%,"69,370",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$21.80/$21.36,N/A,N/A,N/A,N/A,0,N/A,
NABZY,National Australia Bank Ltd. ADR (Sponsored),$5.20,+0.10,1.96%,"144,567",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$5.20/$4.91,N/A,N/A,N/A,N/A,0,N/A,
BMO,Bank Of Montreal Common Stock,$47.94,+0.37,0.78%,"1,021,260","30,663,794,461",Finance,Commercial Banks,7.26,7.75,$58.34,$6.60,$48.05/$47.04,$3.015,6.75%,"Apr 30, 2020","May 26, 2020",,$79.93/$38.31,1
STZ,"Constellation Brands, Inc. Common Stock",$158.83,+5.78,3.78%,"1,240,517","30,628,913,158",Consumer Non-Durables,Beverages (Production/Distribution),,19.47,$167.00,$-0.18,$159.09/$153.51,$3.00,1.93%,"May 4, 2020","May 19, 2020",,$214.48/$104.28,1
MET,"MetLife, Inc. Common Stock",$33.30,+1.40,4.39%,"8,057,919","30,497,074,764",Finance,Life Insurance,5.5,5.50,$44.00,$6.05,$33.56/$32.15,$1.76,5.54%,"Feb 3, 2020","Mar 13, 2020",,$53.28/$22.85,1
HOKCF,Hong Kong & China Gas Co. Ltd.,$1.80,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
ROST,"Ross Stores, Inc. Common Stock",$85.49,+2.86,3.46%,"2,206,276","30,382,038,392",Consumer Services,Clothing/Shoe/Accessory Stores,18.58,24.16,$105.00,$4.60,$86.30/$82.61,$1.14,1.36%,"Mar 16, 2020","Mar 31, 2020","3,935,336",$124.16/$56.30,1
MSBHY,Mitsubishi Corp ADR (Sponsored),$40.70,-0.08,0.2%,"31,502",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$41.00/$40.53,N/A,N/A,N/A,N/A,0,N/A,
ANEWF,Australia & New Zealand Banking Group Ltd,$10.65,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
PCSO,Protective Cap Strctures,$1.15,--,--,576,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$1.25/$1.10,N/A,N/A,N/A,N/A,0,N/A,
LNGPF,Longfor Group Holdings Ltd,$5.00,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
SMECF,Smc Cp,$445.50,+5.00,1.14%,859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$457.00/$438.50,N/A,N/A,N/A,N/A,0,N/A,
ANZBY,Australia & New Zealand Banking Group Ltd ADR (Sponsored),$10.44,+0.18,1.75%,"105,328",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.44/$10.05,N/A,N/A,N/A,N/A,0,N/A,
CRBJF,China Resources Land Ltd,$4.15,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
ITOCF,Itochu Corp,$19.82,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
WEC,"WEC Energy Group, Inc. Common Stock",$93.77,-0.62,0.66%,"1,848,474","29,578,295,972",Public Utilities,Power Generation,26.19,25.31,$92.00,$3.58,$94.71/$92.27,$2.53,2.62%,"May 13, 2020","Jun 1, 2020",,$109.53/$68.01,1
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,$53.81,+1.16,2.2%,"4,050,810","29,522,162,674",Technology,EDP Services,16.36,14.08,$60.00,$3.29,$54.12/$52.40,$0.88,1.68%,"Feb 14, 2020","Feb 28, 2020","5,071,525",$73.50/$40.01,1
NAUBF,National Australia Bank Ltd.,$10.00,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
ITOCY,ITOCHU Corp. (Japan) ADR,$39.43,+0.06,0.15%,"16,113",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$39.51/$39.15,N/A,N/A,N/A,N/A,0,N/A,
SVNDY,Seven & i Holdings Co. Ltd. ADR,$16.62,+0.188,1.14%,"51,577",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$16.76/$15.88,N/A,N/A,N/A,N/A,0,N/A,
NJDCY,Nihon Densan Kabushiki Kaisha ADR (Sponsored),$12.5401,-0.1299,1.03%,"101,483",,,,,,,,,,,,,,,
DELL,Dell Technologies Inc. Class C Common Stock,$39.69,+0.78,2%,"1,736,838","29,349,710,399",Technology,Computer Manufacturing,6.18,6.96,$56.00,$6.42,$39.98/$38.50,N/A,N/A,N/A,N/A,,$70.55/$25.51,1
BF.B,Brown Forman Inc Class B Common Stock,$0.00,--,--,0,0,N/A,N/A,,N/A,$60.00,$1.79,N/A,$0.697,1.16%,"Mar 6, 2020","Apr 1, 2020",,$72.85/$44.68,1
SVNDF,Seven & i Holdings Co. Ltd.,$32.93,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
ES,Eversource Energy (D/B/A) Common Stock,$86.57,+0.01,0.01%,"1,547,882","29,112,814,369",Public Utilities,Electric Utilities: Central,30.81,23.72,$88.00,$2.81,$87.18/$84.77,$2.27,2.58%,"Mar 3, 2020","Mar 31, 2020",,$99.42/$60.69,1
NNDNF,Nihon Densan Kabushiki Kaisha,$49.65,-0.75,1.49%,"15,768",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$49.65/$49.65,N/A,N/A,N/A,N/A,0,N/A,
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",$2.29,--,--,"1,000,255","29,038,053,254",Finance,Major Banks,32.71,7.63,$2.60,$0.07,$2.31/$2.26,$0.105,4.65%,"Sep 27, 2019","Dec 16, 2019",,$3.20/$1.96,1
TSCDY,Tesco PLC ADR (Sponsored),$8.78,+0.126,1.46%,"201,387",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.84/$8.66,N/A,N/A,N/A,N/A,0,N/A,
ORLY,"O'Reilly Automotive, Inc. Common Stock",$384.82,+10.29,2.75%,"698,643","28,573,486,474",Consumer Services,Other Specialty Stores,21.61,22.70,$395.00,$17.81,$390.04/$375.87,N/A,N/A,N/A,N/A,"1,093,195",$454.31/$251.51,1
CTPCY,CITIC Ltd ADR (Sponsored),$4.90,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
MELI,"MercadoLibre, Inc. Common Stock",$571.27,-15.44,2.63%,"727,456","28,397,805,993",Miscellaneous,Business Services,,-371.34,$660.00,$-3.63,$597.13/$553.61,N/A,N/A,N/A,N/A,"795,039",$756.48/$422.22,1
