symbol,company,price,change,percen_change,volume,market_cap,sector,industry,pe_ratio,forward_pe,one_yr_tar,eps,day_high_low,div,yield,ex_div_date,div_pay_date,fifty_day_vol,year_high_low,beta
IBN,ICICI Bank Limited Common Stock,$8.72,-0.32,3.54%,"5,740,161","28,218,299,494",Finance,Commercial Banks,26.42,21.02,$13.20,$0.33,$8.93/$8.62,$0.028,0.31%,"Jul 23, 2019","Aug 13, 2019",,$15.42/$6.86,1
CHT,"Chunghwa Telecom Co., Ltd.",$36.37,-0.03,0.08%,"85,300","28,213,833,066",Public Utilities,Telecommunications Equipment,26.74,25.45,$34.60,$1.36,$36.46/$36.18,$1.105,3.05%,"Jul 24, 2019","Sep 5, 2019",,$37.57/$33.61,1
TAL,TAL Education Group American Depositary Shares,$47.39,-2.40,4.82%,"5,718,277","28,045,260,636",Consumer Services,Other Consumer Services,249.42,4979.00,$61.00,$0.19,$50.52/$47.15,N/A,N/A,N/A,N/A,,$59.76/$30.78,1
VEEV,Veeva Systems Inc. Class A Common Stock,$187.63,+2.93,1.59%,"1,092,172","28,005,001,035",Technology,Computer Software: Prepackaged Software,98.24,105.54,$176.50,$1.91,$191.05/$182.64,N/A,N/A,N/A,N/A,,$189.56/$118.11,1
EJPRY,East Japan Railway Co. ADR (Unsponsored),$12.44,-0.16,1.27%,"56,462",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$12.60/$12.44,N/A,N/A,N/A,N/A,0,N/A,
LULU,lululemon athletica inc. Common Stock,$214.55,+2.91,1.37%,"1,520,260","27,932,657,770",Consumer Non-Durables,Apparel,43.43,45.91,$230.00,$4.94,$216.50/$212.10,N/A,N/A,N/A,N/A,"2,368,234",$266.20/$128.84,1
MZHOF,Mizuho Financial Group Inc,$1.10,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
CKHUF,CK Hutchison Holdings Ltd,$7.20,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
EJPRF,East Japan Railway Co,$73.70,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
MSCI,MSCI Inc Common Stock,$324.89,+7.45,2.35%,"529,841","27,620,442,128",Miscellaneous,Business Services,49.3,46.07,$311.00,$6.59,$326.06/$312.48,$2.72,0.85%,"Feb 20, 2020","Mar 6, 2020",,$335.43/$206.82,1
GXYEF,Galaxy Entertainment Group Ltd,$6.37,-0.21,3.19%,"5,090",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$6.47/$6.29,N/A,N/A,N/A,N/A,0,N/A,
ADYYF,Adyen NV - Ordinary Shares,$918.00,-13.50,1.45%,"2,886",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$944.96/$917.00,N/A,N/A,N/A,N/A,0,N/A,
ED,"Consolidated Edison, Inc. Common Stock",$82.64,+0.86,1.05%,"1,724,249","27,599,783,086",Public Utilities,Power Generation,20.3,18.63,$89.00,$4.07,$82.85/$80.91,$3.06,3.64%,"May 12, 2020","Jun 15, 2020",,$95.10/$62.03,1
SCCCF,Sunac China Holdings Ltd,$5.9281,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
BBD,Banco Bradesco Sa American Depositary Shares,$3.12,-0.36,10.34%,"22,978,457","27,566,843,875",Finance,Major Banks,4.83,7.10,$5.91,$0.65,$3.36/$3.02,$0.035,0.97%,"Apr 2, 2020","May 11, 2020",,$9.59/$2.99,1
CKHUY,CK Hutchison Holdings Ltd ADR,$7.14,-0.01,0.14%,"156,118",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$7.14/$7.07,N/A,N/A,N/A,N/A,0,N/A,
CLPHF,CLP Holdings Ltd,$10.83,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
FANUY,Fanuc Corp ADR,$14.26,+0.1275,0.9%,"262,792",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$14.45/$14.00,N/A,N/A,N/A,N/A,0,N/A,
SCMWY,SwissCom AG ADR (Sponsored),$52.71,+0.47,0.9%,"9,082",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$52.85/$51.95,N/A,N/A,N/A,N/A,0,N/A,
CHA,China Telecom Corp Ltd ADS,$33.68,+0.77,2.34%,"161,740","27,258,021,643",Public Utilities,Telecommunications Equipment,N/A,8.85,$58.00,N/A,$33.95/$32.50,$1.439,4.39%,"May 31, 2019","Aug 5, 2019",,$52.49/$26.66,1
CTPCF,CITIC Ltd,$0.93,-0.07,7%,"3,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0.93/$0.93,N/A,N/A,N/A,N/A,0,N/A,
BF.A,Brown Forman Inc Class A Common Stock,$0.00,--,--,0,0,N/A,N/A,,N/A,N/A,$1.79,N/A,$0.697,1.25%,"Mar 6, 2020","Apr 1, 2020",,$68.15/$41.03,1
SYY,Sysco Corporation Common Stock,$53.08,+3.33,6.69%,"7,184,682","26,991,635,479",Consumer Non-Durables,Food Distributors,15.21,19.43,$68.00,$3.49,$54.36/$50.46,$1.80,3.51%,"Apr 2, 2020","Apr 24, 2020",,$85.98/$26.00,1
SQ,"Square, Inc. Class A Common Stock",$62.01,+0.19,0.31%,"9,482,822","26,988,904,987",Technology,Computer Software: Prepackaged Software,79.5,-237.77,$68.50,$0.78,$62.56/$61.04,N/A,N/A,N/A,N/A,,$87.25/$32.33,1
MSI,"Motorola Solutions, Inc. Common Stock",$152.80,-0.81,0.53%,"1,385,743","26,846,300,821",Technology,Radio And Television Broadcasting And Communications Equipment,30.93,20.29,$175.00,$4.94,$154.75/$151.59,$2.56,1.69%,"Mar 12, 2020","Apr 15, 2020",,$187.49/$120.77,1
ERIC,Ericsson American Depositary Shares,$8.09,-0.17,2.06%,"7,692,272","26,813,341,303",Technology,Radio And Television Broadcasting And Communications Equipment,134.83,14.75,$10.85,$0.06,$8.19/$8.00,$0.047,0.56%,"Apr 1, 2020","Apr 22, 2020","8,616,952",$10.16/$6.15,1
CTRYF,Country Garden Holdings Co. Ltd.,$1.22,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
ADRNY,Royal Ahold N.V. (Netherlands) ADR (Sponsored) new 2014,$24.89,+0.30,1.22%,"89,414",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$24.97/$24.60,N/A,N/A,N/A,N/A,0,N/A,
DNZOF,Denso Corp Ltd Ord,$34.29,-0.92,2.61%,"1,100",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$34.80/$34.29,N/A,N/A,N/A,N/A,0,N/A,
CLPHY,CLP Holdings Ltd ADR (Sponsored),$10.4952,-0.0448,0.43%,"34,464",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.57/$10.47,N/A,N/A,N/A,N/A,0,N/A,
PSX,Phillips 66 Common Stock,$60.53,+0.56,0.93%,"3,351,225","26,502,322,034",Energy,Integrated oil Companies,8.93,15.58,$78.00,$6.78,$61.62/$59.53,$3.60,6.19%,"Feb 14, 2020","Mar 2, 2020",,$119.92/$40.04,1
DNZOY,Denso Corp. (Japan) ADR,$17.07,-0.50,2.85%,"92,897",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$17.34/$17.03,N/A,N/A,N/A,N/A,0,N/A,
NXPI,NXP Semiconductors N.V. Common Stock,$94.43,+6.35,7.21%,"4,019,683","26,346,075,573",Technology,Semiconductors,111.09,18.09,$112.00,$0.85,$95.13/$87.84,$1.50,1.68%,"Mar 13, 2020","Apr 6, 2020","4,052,212",$139.59/$58.41,1
EXPGF,Experian Plc,$28.988,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
CEBCF,China Everbright Bank Co Ltd,$0.00,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
HTHIY,Hitachi Ltd. ADR,$54.3101,+0.4902,0.91%,"52,846",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$54.62/$54.10,N/A,N/A,N/A,N/A,0,N/A,
AFL,AFLAC Incorporated Common Stock,$36.29,+1.25,3.57%,"3,416,145","26,219,942,698",Finance,Accident &Health Insurance,8.21,7.98,$47.50,$4.42,$36.56/$35.23,$1.12,3.16%,"Feb 18, 2020","Mar 2, 2020",,$57.18/$23.07,1
INFO,IHS Markit Ltd. Common Shares,$65.60,+0.61,0.94%,"1,872,757","26,168,916,365",Technology,"Computer Software: Programming, Data Processing",30.23,29.27,$69.00,$2.17,$65.84/$64.35,$0.68,1.07%,"Apr 29, 2020","May 15, 2020",,$81.65/$44.81,1
MAR,Marriott International Class A Common Stock,$80.71,-0.39,0.48%,"3,535,060","26,167,891,357",Consumer Services,Hotels/Resorts,21.3,25.66,$98.50,$3.79,$82.18/$78.40,$1.92,2.4%,"Feb 27, 2020","Mar 31, 2020","7,316,532",$153.39/$46.56,1
AKBNF,akbnf,--,--,--,--,,,,,,,,,,,,,,,
HTHIF,Hitachi Ltd.,$26.90,-0.56,2.04%,664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$26.90/$26.90,N/A,N/A,N/A,N/A,0,N/A,
ALC,Alcon Inc. Ordinary Shares,$53.20,+0.57,1.08%,"1,247,099","25,972,240,000",Health Care,Ophthalmic Goods,N/A,33.10,$57.25,N/A,$53.38/$52.38,N/A,N/A,N/A,N/A,,$65.37/$39.37,1
PEG,Public Service Enterprise Group Incorporated Common Stock,$51.37,+1.00,1.99%,"2,571,766","25,948,385,343",Public Utilities,Power Generation,15.43,15.22,$63.00,$3.33,$51.61/$50.31,$1.96,3.84%,"Jun 8, 2020","Jun 30, 2020",,$63.88/$34.75,1
CHJHF,China Telecom Corp Ltd,$0.32,+0.015,4.92%,"2,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0.32/$0.32,N/A,N/A,N/A,N/A,0,N/A,
KLAC,KLA Corporation Common Stock,$164.92,+5.47,3.43%,"1,487,677","25,854,870,894",Capital Goods,Electronic Components,23.1,16.37,$179.00,$7.14,$165.57/$158.02,$3.40,2.14%,"Feb 20, 2020","Mar 5, 2020","1,911,153",$184.50/$101.34,1
YUM,"Yum! Brands, Inc.",$85.89,+0.28,0.33%,"2,094,749","25,844,301,000",Consumer Services,Restaurants,20.75,28.07,$80.00,$4.14,$86.40/$84.23,$1.88,2.17%,"Feb 13, 2020","Mar 6, 2020",,$119.72/$54.95,1
FNV,Franco-Nevada Corporation,$136.25,+2.99,2.24%,"1,001,205","25,803,214,115",Basic Industries,Precious Metals,74.45,61.41,$109.58,$1.83,$137.35/$133.56,$1.00,0.76%,"Mar 11, 2020","Mar 26, 2020",,$138.56/$69.16,1
OVCHF,Overseas Chinese Bk Lcl,$5.87,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
EXPGY,Experian Plc ADR (Sponsored),$28.26,-0.35,1.22%,"90,839",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$28.39/$27.73,N/A,N/A,N/A,N/A,0,N/A,
COF,Capital One Financial Corporation Common Stock,$56.15,+3.54,6.73%,"8,945,555","25,667,441,514",Finance,Major Banks,11.05,8.34,$90.00,$5.08,$57.28/$54.01,$1.60,3.11%,"Feb 7, 2020","Feb 21, 2020",,$107.59/$38.00,1
MIELY,Mitsubishi Electric Corp. ADR,$23.92,+0.205,0.86%,"52,425",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$24.72/$22.86,N/A,N/A,N/A,N/A,0,N/A,
KR,Kroger Company (The) Common Stock,$32.96,+0.08,0.24%,"9,146,016","25,639,314,618",Consumer Services,Food Chains,16.16,13.31,$33.00,$2.04,$33.11/$32.47,$0.64,1.98%,"May 14, 2020","Jun 1, 2020",,$36.84/$20.70,1
APH,Amphenol Corporation Common Stock,$86.17,+2.19,2.61%,"1,398,944","25,492,984,675",Capital Goods,Electrical Products,23.48,26.49,$101.00,$3.67,$86.53/$84.25,$1.00,1.22%,"Mar 16, 2020","Apr 8, 2020",,$110.24/$63.05,1
TRV,"The Travelers Companies, Inc. Common Stock",$100.82,+0.37,0.37%,"2,117,841","25,490,908,683",Finance,Property-Casualty Insurers,10.86,10.57,$121.00,$9.28,$101.08/$98.64,$3.40,3.22%,"Jun 9, 2020","Jun 30, 2020",,$155.09/$76.99,1
SPOT,Spotify Technology S.A. Ordinary Shares,$137.84,-0.87,0.63%,"1,119,366","25,407,489,913",Consumer Services,Broadcasting,,-110.09,$172.00,$-2.22,$140.20/$136.62,N/A,N/A,N/A,N/A,,$161.38/$109.18,1
ISNPY,Intesa Sanpaolo S.P.A. ADR (Sponsored) Repstg Ord Shs,$8.71,-0.03,0.34%,"198,327",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.85/$8.65,N/A,N/A,N/A,N/A,0,N/A,
LYG,Lloyds Banking Group Plc American Depositary Shares,$1.44,--,--,"6,994,475","25,359,156,940",Finance,Commercial Banks,5.33,7.20,$1.20,$0.27,$1.45/$1.41,N/A,N/A,N/A,N/A,,$3.58/$1.28,1
PINXF,pinxf,--,--,--,--,,,,,,,,,,,,,,,
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",$54.39,+0.76,1.42%,"2,287,682","25,349,883,430",Consumer Services,Other Consumer Services,,-35.75,$55.65,$-3.37,$54.72/$53.52,N/A,N/A,N/A,N/A,,$55.25/$23.06,1
EOG,"EOG Resources, Inc. Common Stock",$43.36,-0.86,1.94%,"5,124,393","25,237,902,849",Energy,Oil & Gas Production,9.19,64.09,$52.00,$4.72,$45.33/$42.81,$1.50,3.48%,"Apr 15, 2020","Apr 30, 2020",,$107.58/$27.00,1
SGEN,"Seattle Genetics, Inc. Common Stock",$146.04,+5.16,3.66%,"646,594","25,206,691,661",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,-48.75,$137.50,$-0.98,$146.32/$139.55,N/A,N/A,N/A,N/A,"1,202,068",$145.94/$62.90,1
HRL,Hormel Foods Corporation Common Stock,$46.61,-0.59,1.25%,"4,938,163","25,065,745,419",Consumer Non-Durables,Meat/Poultry/Fish,25.75,26.67,$43.00,$1.81,$47.68/$46.20,$0.93,1.92%,"Apr 9, 2020","May 15, 2020",,$51.53/$37.00,1
CM,Canadian Imperial Bank of Commerce Common Stock,$55.98,+0.51,0.92%,"571,781","24,896,357,331",Finance,Commercial Banks,6.63,6.98,$70.17,$8.44,$56.16/$55.11,$4.367,7.85%,"Mar 26, 2020","Apr 28, 2020",,$87.62/$46.45,1
IQV,"IQVIA Holdings, Inc. Common Stock",$128.86,+1.19,0.93%,"758,653","24,846,336,381",Health Care,Biotechnology: Commercial Physical & Biological Resarch,132.85,23.86,$152.50,$0.97,$129.63/$126.35,N/A,N/A,N/A,N/A,,$169.14/$81.79,1
TRUMF,Terumo Corp.,$33.21,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
HYMLF,Hyundai Motor Co. Ltd.,$89.00,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
DOW,Dow Inc. Common Stock,$33.12,+0.56,1.72%,"4,914,169","24,597,555,804",Basic Industries,Major Chemicals,N/A,17.05,$42.00,N/A,$33.35/$32.24,$2.80,8.79%,"May 28, 2020","Jun 12, 2020",,$57.89/$21.95,1
VIVHY,Vivendi ADR,$21.41,+0.04,0.19%,"233,950",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$21.53/$21.04,N/A,N/A,N/A,N/A,0,N/A,
VRSN,"VeriSign, Inc. Common Stock",$212.13,-0.87,0.41%,"909,333","24,556,368,202",Technology,EDP Services,31.85,43.12,$233.00,$6.66,$219.00/$208.86,N/A,N/A,N/A,N/A,"866,361",$221.78/$148.77,1
CMG,"Chipotle Mexican Grill, Inc. Common Stock",$882.47,+15.45,1.78%,"517,987","24,545,903,050",Consumer Services,Restaurants,73.91,109.20,$850.00,$11.94,$887.93/$860.95,N/A,N/A,N/A,N/A,,$940.28/$415.00,1
EONGY,E.ON SE ADR (Sponsored),$9.39,+0.18,1.95%,"170,368",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$9.42/$9.30,N/A,N/A,N/A,N/A,0,N/A,
AZO,"AutoZone, Inc. Common Stock",$1047.04,+41.33,4.11%,"190,669","24,450,928,307",Consumer Services,Other Specialty Stores,16.04,16.23,"$1,100.00",$65.27,"$1,050.57/$1,008.59",N/A,N/A,N/A,N/A,,"$1,274.41/$684.91",1
PAYX,"Paychex, Inc. Common Stock",$68.09,+1.18,1.76%,"3,026,280","24,424,933,969",Consumer Services,Diversified Commercial Services,22.18,22.16,$70.00,$3.07,$68.68/$66.74,$2.48,3.71%,"Jan 31, 2020","Feb 20, 2020","3,401,716",$90.53/$47.87,1
SSDOY,Shiseido Co. Ltd. ADR (Sponsored),$60.99,-0.45,0.73%,"27,354",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$61.13/$60.20,N/A,N/A,N/A,N/A,0,N/A,
ENGIY,Engie SA ADR (Sponsored),$10.06,+0.22,2.24%,"174,212",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.06/$9.90,N/A,N/A,N/A,N/A,0,N/A,
WFAFF,Wesfarmers Ltd.,$21.43,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
RSG,"Republic Services, Inc. Common Stock",$76.10,-0.40,0.52%,"1,314,628","24,287,577,849",Public Utilities,Environmental Services,22.85,25.76,$99.00,$3.33,$76.97/$75.34,$1.62,2.08%,"Mar 31, 2020","Apr 15, 2020",,$100.91/$65.37,1
SHLAF,Schindler Hldg Partn Ctfs,$225.00,-5.00,2.17%,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$225.00/$225.00,N/A,N/A,N/A,N/A,0,N/A,
AMADY,Amadeus IT Group SA ADS,$46.45,+0.80,1.75%,"45,700",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$47.13/$45.67,N/A,N/A,N/A,N/A,0,N/A,
VRSK,"Verisk Analytics, Inc. Common Stock",$148.54,+0.84,0.57%,"974,180","24,130,597,502",Technology,EDP Services,54.81,30.64,$163.00,$2.71,$149.15/$146.63,$1.08,0.71%,"Mar 12, 2020","Mar 31, 2020","1,150,180",$171.73/$116.61,1
SIRI,Sirius XM Holdings Inc. Common Stock,$5.505,+0.135,2.51%,"30,973,986","24,104,172,081",Consumer Services,Broadcasting,28.97,23.35,$7.00,$0.19,$5.54/$5.29,$0.053,1.05%,"May 7, 2020","May 29, 2020","31,301,047",$7.40/$4.11,1
ZBH,"Zimmer Biomet Holdings, Inc. Common Stock",$116.45,+3.46,3.06%,"1,453,350","24,068,072,320",Health Care,Industrial Specialties,21.29,23.30,$140.00,$5.47,$117.09/$113.11,$0.96,0.88%,"Mar 26, 2020","Apr 30, 2020",,$161.11/$74.37,1
ALXN,"Alexion Pharmaceuticals, Inc. Common Stock",$108.12,+3.98,3.82%,"1,880,237","24,013,452,000",Health Care,Major Pharmaceuticals,10.08,10.47,$141.00,$10.73,$108.55/$104.27,N/A,N/A,N/A,N/A,"2,839,809",$137.52/$72.67,1
CLX,Clorox Company (The) Common Stock,$190.65,+0.73,0.38%,"1,571,263","23,850,238,359",Consumer Durables,Specialty Chemicals,29.93,28.82,$163.00,$6.37,$191.64/$188.50,$4.24,2.21%,"Apr 21, 2020","May 8, 2020",,$214.26/$144.12,1
SU,Suncor Energy Inc. Common Stock,$15.60,-0.09,0.57%,"5,779,076","23,900,818,172",Energy,Integrated oil Companies,11.47,-19.13,$21.00,$1.36,$16.08/$15.49,$1.391,8.96%,"Mar 3, 2020","Mar 25, 2020",,$34.56/$9.61,1
EQR,Equity Residential Common Shares of Beneficial Interest,$63.99,+0.18,0.28%,"2,174,375","23,810,938,415",Consumer Services,Real Estate Investment Trusts,24.71,18.18,$74.50,$2.59,$64.58/$61.15,$2.41,3.67%,"Mar 20, 2020","Apr 13, 2020",,$89.55/$49.62,1
SCCO,Southern Copper Corporation Common Stock,$30.75,-0.13,0.42%,"716,595","23,771,560,222",Basic Industries,Precious Metals,16.02,23.75,$30.50,$1.92,$31.83/$30.60,$1.60,5.31%,"Mar 9, 2020","Mar 24, 2020",,$44.82/$23.43,1
VLVLY,Volvo AB ADR,$11.6468,-0.1166,0.99%,"18,302",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$11.71/$11.40,N/A,N/A,N/A,N/A,0,N/A,
AAUKF,Anglo American Plc (United Kingdom),$17.2317,+0.0817,0.48%,253,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$17.23/$17.23,N/A,N/A,N/A,N/A,0,N/A,
MITSY,Mitsui & Co. Ltd. ADR,$274.87,+4.09,1.51%,"2,573",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$277.52/$268.41,N/A,N/A,N/A,N/A,0,N/A,
A,"Agilent Technologies, Inc. Common Stock",$75.75,+0.66,0.88%,"1,626,749","23,456,090,444",Capital Goods,Biotechnology: Laboratory Analytical Instruments,31.3,25.45,$84.00,$2.42,$75.91/$74.02,$0.72,0.96%,"Mar 30, 2020","Apr 22, 2020",,$90.64/$61.13,1
TROW,"T. Rowe Price Group, Inc. Common Stock",$100.34,+1.18,1.19%,"754,663","23,415,825,738",Finance,Investment Bankers/Brokers/Service,11.52,15.19,$111.00,$8.71,$100.92/$98.52,$3.60,3.58%,"Mar 13, 2020","Mar 30, 2020","2,078,901",$139.81/$82.51,1
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,$70.15,+2.00,2.93%,"1,867,604","23,409,260,469",Technology,Electronic Components,14.93,16.04,$85.00,$4.70,$70.61/$68.49,$1.84,2.73%,"Feb 20, 2020","Mar 6, 2020",,$101.00/$48.62,1
PCAR,PACCAR Inc. Common Stock,$67.48,+1.57,2.38%,"1,533,145","23,374,538,975",Capital Goods,Auto Manufacturing,11.08,18.16,$77.00,$6.09,$67.70/$66.00,$1.28,1.94%,"May 11, 2020","Jun 2, 2020","2,612,056",$83.41/$49.11,1
UOVEF,United Overseas Bank Ltd. (Singapore),$13.995,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
RMD,ResMed Inc. Common Stock,$161.00,+2.27,1.43%,"478,930","23,283,328,467",Health Care,Medical/Dental Instruments,51.27,38.62,$142.50,$3.14,$161.87/$158.66,$1.56,0.97%,"Feb 12, 2020","Mar 19, 2020",,$177.99/$100.94,1
CHKGF,CK Asset Holdings Ltd,$6.30,+0.10,1.61%,"10,342",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$6.30/$6.20,N/A,N/A,N/A,N/A,0,N/A,
JSTTY,Just Eat PLC ADR,$17.00,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
TLSYY,Telstra Corp. Ltd. ADR (Sponsored) Final Installment,$9.76,+0.19,1.99%,"29,942",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$9.80/$9.68,N/A,N/A,N/A,N/A,0,N/A,
CRWOF,China Railway Grp Ltd Ord,$0.57,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
FSNUY,Fresenius SE & Co KGaA ADR (Sponored),$10.39,+0.125,1.22%,"24,762",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.39/$10.23,N/A,N/A,N/A,N/A,0,N/A,
IDXX,"IDEXX Laboratories, Inc. Common Stock",$271.80,+3.39,1.26%,"415,874","23,164,137,061",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,55.7,50.93,$271.00,$4.88,$274.32/$268.18,N/A,N/A,N/A,N/A,"784,957",$296.25/$168.65,1
SNAP,Snap Inc. Class A Common Stock,$16.00,-0.06,0.37%,"63,523,292","23,033,424,000",Technology,"Computer Software: Programming, Data Processing",,-23.62,$18.00,$-0.73,$16.22/$15.58,N/A,N/A,N/A,N/A,,$19.75/$7.89,1
UOVEY,United Overseas Bank Ltd. (Singapore) ADR (Sponsored),$27.60,+0.23,0.84%,"107,782",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$27.65/$27.04,N/A,N/A,N/A,N/A,0,N/A,
CIIHF,CITIC Securities Co. Ltd.,$1.78,-0.4852,21.42%,"2,500",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$1.78/$1.78,N/A,N/A,N/A,N/A,0,N/A,
SNPS,"Synopsys, Inc. Common Stock",$153.03,+1.04,0.68%,"910,334","22,989,259,234",Technology,Computer Software: Prepackaged Software,48.89,40.10,$172.00,$3.13,$153.44/$150.15,N/A,N/A,N/A,N/A,"1,606,640",$166.87/$104.90,1
GLNCY,Glencore PLC ADR,$3.45,--,--,"247,430",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$3.49/$3.38,N/A,N/A,N/A,N/A,0,N/A,
MTCH,"Match Group, Inc. Common Stock",$81.23,+0.85,1.06%,"1,004,235","22,968,064,124",Technology,"Computer Software: Programming, Data Processing",44.88,42.98,$84.50,$1.81,$81.82/$79.67,N/A,N/A,N/A,N/A,"2,861,145",$95.32/$44.74,1
LBRDK,Liberty Broadband Corporation Class C Common Stock,$126.08,+1.67,1.34%,"334,593","22,934,328,727",Consumer Services,Television Services,197,38.88,$145.50,$0.64,$126.09/$122.99,N/A,N/A,N/A,N/A,"806,990",$140.00/$86.20,1
FE,FirstEnergy Corp. Common Stock,$42.32,-0.71,1.65%,"5,646,977","22,926,116,776",Public Utilities,Electric Utilities: Central,33.86,17.21,$50.00,$1.25,$43.30/$39.34,$1.56,3.53%,"May 6, 2020","Jun 1, 2020",,$52.52/$32.00,1
MITSF,Mitsui & Co. Ltd.,$13.42,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
TEF,Telefonica SA Common Stock,$4.41,+0.07,1.61%,"1,131,516","22,897,300,735",Public Utilities,Telecommunications Equipment,22.05,7.00,$6.00,$0.20,$4.47/$4.34,$0.33,7.43%,"Dec 17, 2019","Jan 6, 2020",,$8.55/$3.75,1
HCMLY,LafargeHolcim ADR,$7.44,+0.06,0.81%,"31,773",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$7.45/$7.33,N/A,N/A,N/A,N/A,0,N/A,
WLTW,Willis Towers Watson Public Limited Company Ordinary Shares,$177.22,+0.22,0.12%,"1,441,349","22,811,891,492",Finance,Specialty Insurers,22.1,14.90,$220.00,$8.02,$179.65/$175.64,$2.72,1.46%,"Mar 30, 2020","Apr 15, 2020","1,326,726",$220.97/$143.34,1
FMS,Fresenius Medical Care AG Common Stock,$37.88,+0.69,1.86%,"282,051","22,761,328,642",Health Care,Misc Health and Biotechnology Services,17.14,14.58,$42.00,$2.21,$38.01/$37.37,$0.45,1.23%,"May 17, 2019","May 31, 2019",,$42.75/$29.17,1
EGRNF,China Evergrande Group,$1.73,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
CIOXF,cioxf,--,--,--,--,,,,,,,,,,,,,,,
ZTO,"ZTO Express (Cayman) Inc. American Depositary Shares, each representing one Class A ordinary share.",$28.89,+0.10,0.35%,"1,057,026","22,646,718,836",Transportation,Trucking Freight/Courier Services,27.78,27.68,$28.50,$1.04,$29.07/$28.54,N/A,N/A,N/A,N/A,,$29.63/$17.12,1
